question,answer,comment,instruction
"額
sample words:
白額尉鶲
出額
額烏帽子",ひたい,"額:forehead, brow
白額尉鶲(しろびたいじょうびたき):common redstart (Phoenicurus phoenicurus)
出額(でびたい):beetle brows; projecting forehead
額烏帽子(ひたいえぼし):black silk or paper triangle worn over the forehe.",Jouyou. JLPT : N2
"並
sample words:
手並
東京都立杉並工業高等学校",なみ,"並:line up, be in a row; rank with, rival, equal. ar...
手並(てなみ):skill
東京都立杉並工業高等学校(とうきょうとりつすぎなみこうぎょうこうとうがっこう):Tokyo Metropolitan Suginami Technical High School",Jouyou. JLPT : N2
"乳
sample words:
添え乳
乳切り木
乳切り木",ち,"乳:milk; the breasts; loop
添え乳(そえぢ):breast-feeding
乳切り木(ちぎりき):weight-chain-pole weapon; flail
乳切り木(ちぎりぎ):weight-chain-pole weapon; flail",Jouyou. JLPT : N2
"乳
sample words:
片乳
乳繰り合う
乳毛",ちち,"乳:milk; the breasts; loop
片乳(かたちち):one breast
乳繰り合う(ちちくりあう):to meet secretly and flirt with each other; to ha.
乳毛(ちちげ):nipple hair; breast hair",Jouyou. JLPT : N2
"卵
sample words:
地卵
卵立て
煮卵",たまご,"卵:egg, spawn, roe; (an expert) in the making
地卵(じたまご):locally-produced egg
卵立て(たまごたて):eggcup
煮卵(にたまご):egg boiled, peeled, and steeped in soy sauce mari.",Jouyou. JLPT : N2
"城
sample words:
かきあげ城
砂の城
出城",しろ,"城:castle, citadel
かきあげ城(かきあげじろ):small castle with a simple earthen-walled moat
砂の城(すなのしろ):sand castle; sandcastle
出城(でじろ):branch castle",Jouyou. JLPT : N2
"宝
sample words:
お宝
子宝
宝塚歌劇団",たから,"宝:treasure, valuables; wealth; jewels; mammon
お宝(おたから):money; picture of a treasure ship; cash; treasure
子宝(こだから):the treasure that is children; child
宝塚歌劇団(たからづかかげきだん):Takarazuka Revue",Jouyou. JLPT : N2
"届
sample words:
御届け
お届け済み
届け出で",とどけ,"届:reach, arrive, be received; be attentive, be real.
御届け(おとどけ):delivery (of a package, goods, etc.)
お届け済み(おとどけずみ):notified; delivered (of a package, etc.); registe.
届け出で(とどけいで):notification; report",Jouyou. JLPT : N2
"巻
sample words:
葉巻
巻きげとる
渦巻形がすけっと",まき,"巻:roll up; wind, coil; tie around; wind up; roll (o.
葉巻(はまき):cigar
巻きげとる(まきげとる):puttee
渦巻形がすけっと(うずまきがたがすけっと):spiral-wound gasket; spiral gasket",Jouyou. JLPT : N2
"操
sample words:
操を守る",みさお,"操:manipulate, operate, steer; pull strings. chastit.
操を守る(みさおをまもる):to preserve one's chastity; to adhere to one's pr.",Jouyou. JLPT : N2
"泉
sample words:
泉熱
知識の泉
小泉ちるどれん",いずみ,"泉:spring, fountain (head), source
泉熱(いずみねつ):Izumi fever (resembles scarlet fever)
知識の泉(ちしきのいずみ):source of knowledge
小泉ちるどれん(こいずみちるどれん):children of (Junichiro) Koizumi; the 83 new LDP m..",Jouyou. JLPT : N2
"灰
sample words:
火山灰土壌
木灰
そだ灰",はい,"灰:ashes
火山灰土壌(かざんばいどじょう):volcanic ash soil
木灰(きばい):wood ashes
そだ灰(そだばい):soda ash",Jouyou. JLPT : N2
"砂
sample words:
砂かぶり席
砂消しごむ
砂地",すな,"砂:sand
砂かぶり席(すなかぶりせき):ringside seat
砂消しごむ(すなけしごむ):eraser (rubber) that contains sand which makes it.
砂地(すなじ):sandy soil",Jouyou. JLPT : N2
"紅
sample words:
紅帯
紅組",あか,"紅:red, crimson; rouge, lipstick. deep red, crimson
紅帯(あかおび):red sash; red belt
紅組(あかぐみ):red team",Jouyou. JLPT : N2
"紅
sample words:
紅粉
紅差し指
紅ずわい蟹",べに,"紅:red, crimson; rouge, lipstick. deep red, crimson
紅粉(べにこ):powdered rouge
紅差し指(べにさしゆび):ring finger
紅ずわい蟹(べにずわいがに):red snow crab (Chionoecetes japonicus)",Jouyou. JLPT : N2
"紅
sample words:
韓紅
紅芋茎
紅の豚",くれない,"紅:red, crimson; rouge, lipstick. deep red, crimson
韓紅(からくれない):crimson
紅芋茎(くれないずいき):red aroid; red taro stems
紅の豚(くれないのぶた):Porco Rosso (1992 animated film)",Jouyou. JLPT : N2
"胸
sample words:
胸糞
胸幅
胸ぽけ",むね,"胸:chest, breast, bosom; heart, mind, feelings
胸糞(むねくそ):breast; chest
胸幅(むねはば):breadth of the chest
胸ぽけ(むねぽけ):breast pocket",Jouyou. JLPT : N2
"胸
sample words:
胸糞が悪い
胸乳
胸乳",むな,"胸:chest, breast, bosom; heart, mind, feelings
胸糞が悪い(むなくそがわるい):revolting; nauseating; disgusting; sickening
胸乳(むなち):breasts
胸乳(むなぢ):breasts",Jouyou. JLPT : N2
"蔵
sample words:
大蔵省証券
お蔵入り
蔵入れ",くら,"蔵:storehoure, warehouse, godown; cellar; depository.
大蔵省証券(おおくらしょうしょうけん):treasury bill; TB
お蔵入り(おくらいり):being shelved (of a movie, project, etc.); being ..
蔵入れ(くらいれ):warehousing; storing in a warehouse",Jouyou. JLPT : N2
"裏
sample words:
裏木戸
裏背戸
裏ぼたん",うら,"裏:reverse, wrong side; undersurface, inside; palm, ..
裏木戸(うらきど):back door
裏背戸(うらせど):back door
裏ぼたん(うらぼたん):button back",Jouyou. JLPT : N2
"詞
sample words:
季詞
名詞
武士詞",ことば,"詞:words; poetry
季詞(きことば):seasonal word (in haiku)
名詞(なことば):noun
武士詞(ぶしことば):samurai words and phrases",Jouyou. JLPT : N2
"針
sample words:
止め針
刃針
針子",はり,"針:needle, pin; staple; fishhook; stinger; spine (of...
止め針(とめばり):pin
刃針(はばり):lancet
針子(はりこ):seamstress",Jouyou. JLPT : N2
"革
sample words:
革具
革じゃん
革製ばっぐ",かわ,"革:skin; hide; leather; fur, pelt; bark; peeling, hu.
革具(かわぐ):leather goods
革じゃん(かわじゃん):leather jacket
革製ばっぐ(かわせいばっぐ):leather bag; leather handbag",Jouyou. JLPT : N2
"骨
sample words:
小骨
歯骨
骨を惜しむ",ほね,"骨:bone; skeleton; frame; rib (of an umbrella); grit.
小骨(こぼね):small bones
歯骨(はぼね):gums; tooth
骨を惜しむ(ほねをおしむ):to spare oneself (the trouble)",Jouyou. JLPT : N2
"刺
sample words:
刺魚
刺刺
刺刺しい",とげ,"刺:pierce, thrust, stab, prick; bite, sting; pin dow..
刺魚(とげうお):stickleback (Gasterosteidae spp.)
刺刺(とげとげ):harshly; sharply; stingingly
刺刺しい(とげとげしい):cutting; barbed; harsh (manner, tone, etc.); shar..",Jouyou. JLPT : N2
"匹
sample words:
蟻が十匹
一匹
男一匹",ひき,"匹:head, counter (small animals); roll of cloth
蟻が十匹(ありがじゅっぴき):thank you; thanks
一匹(いっぴき):one animal (small); two-tan bolt of cloth
男一匹(おとこいっぴき):shining example of a man",Jouyou. JLPT : N2
"壁
sample words:
御壁
壁にかかる
壁塗り",かべ,"壁:wall
御壁(おかべ):tofu
壁にかかる(かべにかかる):to hang on the wall
壁塗り(かべぬり):plastering",Jouyou. JLPT : N2
"奥
sample words:
奥意
奥の間
奥歯",おく,"奥:heart, interior
奥意(おくい):true intention
奥の間(おくのま):inner room
奥歯(おくば):back teeth; molars",Jouyou. JLPT : N2
"幅
sample words:
誤差幅
しんぐる幅
ばす幅",はば,"幅:width, breadth, range; difference (in price); pow.
誤差幅(ごさはば):error span
しんぐる幅(しんぐるはば):single width (of cloth; usu. 0.71 meters)
ばす幅(ばすはば):bus width",Jouyou. JLPT : N2
"床
sample words:
上げ床
奥床しい
古式床しい",ゆか,"床:bed; sickbed; floor; alcove; padding
上げ床(あげゆか):raised floor
奥床しい(おくゆかしい):reserved; self-effacing; modest; restrained; cult.
古式床しい(こしきゆかしい):traditional",Jouyou. JLPT : N2
"床
sample words:
床あしらい
床ずれ
床につく",とこ,"床:bed; sickbed; floor; alcove; padding
床あしらい(とこあしらい):service (of a prostitute)
床ずれ(とこずれ):bedsore
床につく(とこにつく):to be sick in bed; to be laid up; to go to bed",Jouyou. JLPT : N2
"恋
sample words:
恋歌
恋い暮らす
恋路",こい,"恋:be in love. love, tender sentiment. dear, beloved.
恋歌(こいか):love song; love poem
恋い暮らす(こいくらす):to live deeply in love
恋路(こいじ):love's pathway; romance",Jouyou. JLPT : N2
