question,answer,comment,instruction
穴熊,"あなくま,アナグマ,あなぐま","Bear-in-the-Hole",Guess the shogi term
妙技,"みょうぎ","beautiful technique",Guess the shogi term
優勢,"ゆうせい","better position
better position, better prospects, advantage",Guess the shogi term
大差,"たいさ","big difference",Guess the shogi term
角行,"かくぎょう,かくこう,かっこう","Bishop (Horned Chariot)",Guess the shogi term
先手,"さきて,せんて","Black; sente, the initiative",Guess the shogi term
盲点,"もうてん","blind spot",Guess the shogi term
盤面,"ばんめん","board (surface)",Guess the shogi term
譜面,"ふめん","board (surface)",Guess the shogi term
強気,"ごうき,ごうぎ,つよき","braveness, strong spirit",Guess the shogi term
破る,"やぶる","break, destroy; defeat",Guess the shogi term
必死,"ひっし","brinkmate, hisshi",Guess the shogi term
腕力,"わんりょく","brute force. muscle",Guess the shogi term
築く,"きずく","build",Guess the shogi term
組む,"くむ","build, arrange",Guess the shogi term
災い,"わざわい","calamity, disaster",Guess the shogi term
書家,"しょか","calligrapher",Guess the shogi term
挑戦,"ちょうせん","candidate match",Guess the shogi term
構う,"かまう","care about, pay attention to",Guess the shogi term
敗因,"はいいん","cause of defeat",Guess the shogi term
勝因,"しょういん","cause of victory",Guess the shogi term
中段,"ちゅうだん","centre rank(s)",Guess the shogi term
中央,"ちゅうおう","centre",Guess the shogi term
挑む,"いどむ","challenge",Guess the shogi term
優勝,"ゆうしょう","championship",Guess the shogi term
機会,"きかい","chance",Guess the shogi term
混乱,"こんらん","chaos, confusion",Guess the shogi term
追う,"おう","chase, follow, pursue
chase, pursue
pursue, chase (away, off)",Guess the shogi term
王手,"おうて","check",Guess the shogi term
詰物,"つめもの","checkmate problem",Guess the shogi term
作物,"さくぶつ,さくもつ","checkmate problem",Guess the shogi term
図式,"ずしき","checkmate problem",Guess the shogi term
激突,"げきとつ","clash, collision",Guess the shogi term
衝突,"しょうとつ","clash, collision",Guess the shogi term
時計,"とけい","clock",Guess the shogi term
糸口,"いとぐち","clue",Guess the shogi term
崩壊,"ほうかい","collapse",Guess the shogi term
来る,"きたる,くる","come",Guess the shogi term
犯す,"おかす","commit (a mistake)",Guess the shogi term
代償,"だいしょう","compensation",Guess the shogi term
完勝,"かんしょう","complete victory",Guess the shogi term
結論,"けつろん","conclusion",Guess the shogi term
向う,"むかう","confront, oppose",Guess the shogi term
紛れ,"まぎれ,マグレ,まぐれ","confusing move",Guess the shogi term
争う,"あらがう,あらそう","contend, contest, compete",Guess the shogi term
協力,"きょうりょく","cooperation",Guess the shogi term
正解,"せいかい","correct solution",Guess the shogi term
逆襲,"ぎゃくしゅう","counter attack",Guess the shogi term
反撃,"はんげき","counter attack",Guess the shogi term
対策,"たいさく","counter-plan",Guess the shogi term
危機,"きき","crisis, emergency",Guess the shogi term
岐路,"えだみち,きろ","crossroads",Guess the shogi term
潰す,"つぶす","crush",Guess the shogi term
板目,"いため","curved grain",Guess the shogi term
断つ,"たつ","cut off; refuse, decline",Guess the shogi term
断る,"ことわる","cut off; refuse, decline",Guess the shogi term
害う,"そこなう","damage (v)",Guess the shogi term
危険,"きけん","danger",Guess the shogi term
決戦,"けっせん","decisive fight",Guess the shogi term
察知,"さっち","deduction",Guess the shogi term
敗る,"やぶる","defeat (vt)",Guess the shogi term
受け,"ウケ,うけ","defence",Guess the shogi term
守備,"しゅび","defence, protection",Guess the shogi term
防御,"ぼうぎょ","defence, protection",Guess the shogi term
防衛,"ぼうえい","defence, protection
defending the title",Guess the shogi term
防ぐ,"ふせぐ","defend against, prevent, keep off",Guess the shogi term
拒ぐ,"ふせぐ","defend against, prevent, keep off",Guess the shogi term
守る,"まもる","defend, protect",Guess the shogi term
迷い,"まよい","delusion",Guess the shogi term
崩す,"くずす","demolish",Guess the shogi term
進展,"しんてん","development",Guess the shogi term
死ぬ,"しぬ,ﾀﾋぬ","die
die (be captured)",Guess the shogi term
違う,"たがう,ちがう","differ from; be wrong",Guess the shogi term
難局,"なんきょく","difficult, tough position (or: game)",Guess the shogi term
窮地,"きゅうち","dilemma, predicament",Guess the shogi term
方面,"ほうめん","direction",Guess the shogi term
方向,"ほうこう","direction, course",Guess the shogi term
不利,"ふり","disadvantage",Guess the shogi term
嫌う,"きらう","dislike",Guess the shogi term
不満,"ふまん","dissatisfaction",Guess the shogi term
不成,"ふなり","does not promote",Guess the shogi term
疑う,"うたがう","doubt",Guess the shogi term
竜王,"りゅうおう","Dragon (Dragon King), promoted rook",Guess the shogi term
打つ,"うつ,ぶつ","drop",Guess the shogi term
早い,"はやい","early, quick",Guess the shogi term
速い,"はやい","early, quick",Guess the shogi term
楽勝,"らくしょう","easy, quick victory",Guess the shogi term
快勝,"かいしょう","easy, quick victory",Guess the shogi term
空間,"あきま,くうかん","empty square(s), space",Guess the shogi term
囲う,"かこう","enclose, castle",Guess the shogi term
終る,"おわる","end",Guess the shogi term
済む,"すむ","end; do without, avoid",Guess the shogi term
終盤,"しゅうばん","end-game",Guess the shogi term
凌ぐ,"しのぐ","endure, weather (the attack), tide over
endure, weather, tide over",Guess the shogi term
敵陣,"てきじん","enemy camp, formation
opponent`s camp",Guess the shogi term
入玉,"にゅうぎょく","entering king",Guess the shogi term
互角,"ごかく","equal, balanced",Guess the shogi term
誤る,"あやまる","err, mistake",Guess the shogi term
退路,"たいろ","escape (retreat) route",Guess the shogi term
予想,"よそう","expectation",Guess the shogi term
名手,"めいしゅ","expert (also: famous move)",Guess the shogi term
解説,"かいせつ","explanation",Guess the shogi term
破綻,"はたん","failure",Guess the shogi term
恐怖,"きょうふ,くふ","fear",Guess the shogi term
怖い,"こわい","fearful, frightening
frightening, fearful",Guess the shogi term
弱気,"よわき","fearfulness, weak spirit",Guess the shogi term
気持,"きもち","feeling, mood",Guess the shogi term
感覚,"かんかく","feeling, sensation",Guess the shogi term
地点,"ちてん","field, square
point, square",Guess the shogi term
戦い,"たたかい","fight (n)",Guess the shogi term
闘い,"たたかい","fight (n)",Guess the shogi term
戦う,"たたかう","fight (v)",Guess the shogi term
戦意,"せんい","fighting spirit",Guess the shogi term
初手,"しょて","first move",Guess the shogi term
平目,"ヒラメ,ひらめ","Flatfish",Guess the shogi term
浮く,"うく","float, stand loose",Guess the shogi term
流れ,"ながれ","flow",Guess the shogi term
飛ぶ,"とぶ","fly, rush (rook)",Guess the shogi term
焦点,"しょうてん","focal point (the point on which most pieces work)",Guess the shogi term
継ぐ,"つぐ","follow",Guess the shogi term
陣容,"じんよう","formation, position",Guess the shogi term
布陣,"ふじん","formation, position",Guess the shogi term
終始,"しゅうし","from start to end; beginning and end",Guess the shogi term
戦線,"せんせん","front, battle line",Guess the shogi term
手得,"てどく","gain of tempo",Guess the shogi term
棋譜,"きふ","game record",Guess the shogi term
対局,"たいきょく","game",Guess the shogi term
対戦,"たいせん","game, fight; match",Guess the shogi term
源平,"げんぺい","genpei (genji and heike; (name black; promotion name red)",Guess the shogi term
食う,"くう","get blows, have to swallow",Guess the shogi term
得る,"うる,える","get, gain",Guess the shogi term
寄せ,"よせ","getting access to the king, bringing the king near mate, (late) endgame",Guess the shogi term
銀杏,"イチョウ,いちょう,ギンナン,ぎんなん","gingko, maidenhair tree (Gingka bilboa)",Guess the shogi term
行く,"いく,ゆく","go",Guess the shogi term
金将,"きんしょう","Gold (Gold General)",Guess the shogi term
頭金,"あたまきん","gold at the head (of the king, checkmating)",Guess the shogi term
好手,"こうしゅ","good move",Guess the shogi term
良い,"えい,よい","good",Guess the shogi term
錯覚,"さっかく","hallucination",Guess the shogi term
渡す,"わたす","hand over (pieces or the initiative)",Guess the shogi term
上手,"うわて,かみて,じょうしゅ,じょうず,じょうて","handicap giver",Guess the shogi term
下手,"したて,したで,しもて,ヘタ,へた","handicap taker",Guess the shogi term
激闘,"げきとう","hard fight",Guess the shogi term
苦戦,"くせん","hard, difficult game",Guess the shogi term
困る,"こまる","have problems, be in trouble",Guess the shogi term
煩う,"わずらう","have trouble",Guess the shogi term
重い,"おもい","heavy (clumsy)",Guess the shogi term
重圧,"じゅうあつ","heavy pressure",Guess the shogi term
間隙,"かんげき","hole",Guess the shogi term
願う,"ねがう","hope, wish",Guess the shogi term
望む,"のぞむ","hope, wish",Guess the shogi term
竜馬,"りゅうめ","Horse (Dragon Horse), promoted bishop",Guess the shogi term
戦端,"せんたん","hostilities",Guess the shogi term
急ぐ,"いそぐ","hurry, make haste",Guess the shogi term
着想,"ちゃくそう","idea",Guess the shogi term
理想,"りそう","ideal",Guess the shogi term
遊ぶ,"あすぶ,あそぶ,すさぶ","idle, be out of play",Guess the shogi term
禁手,"きんじて","illegal move",Guess the shogi term
想像,"そうぞう","imagination",Guess the shogi term
錦旗,"きんき","imperial standard",Guess the shogi term
要所,"ようしょ","important,strategical point",Guess the shogi term
感想,"かんそう","impression",Guess the shogi term
感動,"かんどう","impression, emotion",Guess the shogi term
劣勢,"れっせい","inferior position
worse position",Guess the shogi term
影響,"えいきょう","influence (n)",Guess the shogi term
響き,"どよめき,ひびき","influence (n)",Guess the shogi term
響く,"どよめく,ひびく","influence (v)",Guess the shogi term
巧手,"こうしゅ","ingenious move",Guess the shogi term
損う,"そこなう","injure, spoil, miss (an opportunity)",Guess the shogi term
合駒,"あいごま","interposed piece",Guess the shogi term
遮る,"さいぎる,さえぎる","interrupt, block",Guess the shogi term
攻略,"こうりゃく","invasion, capture",Guess the shogi term
探る,"さぐる","investigate",Guess the shogi term
誘う,"いざなう,さそう","invite, induce",Guess the shogi term
変型,"へんけい","irregular formation",Guess the shogi term
跳ぶ,"とぶ","jump (knight)",Guess the shogi term
保つ,"たもつ,もつ","keep",Guess the shogi term
斬る,"きる","kill",Guess the shogi term
殺す,"ころす","kill",Guess the shogi term
玉将,"ぎょくしょう","king (Jade General)",Guess the shogi term
王将,"おうしょう","king",Guess the shogi term
桂馬,"ケイマ,けいま","Knight (Laurel Horse)",Guess the shogi term
香車,"きょうしゃ","Lance (Fragrant Chariot)",Guess the shogi term
放る,"はなる,ひる,ほうる,ほる,まる","leave (as it is)",Guess the shogi term
左翼,"サヨク,さよく","left flank",Guess the shogi term
通す,"とおす","let pass, pass through; open",Guess the shogi term
軽い,"かるい,かろい","light",Guess the shogi term
好む,"このむ","like",Guess the shogi term
並ぶ,"ならぶ","line up (the pieces at the beginning of a game)",Guess the shogi term
支部,"しぶ","local branch, local club",Guess the shogi term
長考,"ちょうこう","long deliberation (thinking long about a move, usually longer than about 30 minutes)",Guess the shogi term
迷う,"まよう","lose one's way, be at a loss",Guess the shogi term
失う,"うしなう","lose",Guess the shogi term
敗者,"はいしゃ","loser",Guess the shogi term
敗着,"はいちゃく","losing move",Guess the shogi term
手損,"てぞん","loss of tempo",Guess the shogi term
負け,"まけ","loss, defeat",Guess the shogi term
敗勢,"はいせい","lost position",Guess the shogi term
下部,"かぶ,しもべ","lower part",Guess the shogi term
大駒,"おおごま","major pieces (rook and bishop)",Guess the shogi term
作者,"さくしゃ","maker, author",Guess the shogi term
調子,"ちょうし","manner, way, style, condition (also: condition of a player)",Guess the shogi term
詰む,"つむ","mate (v.)
mate(v), be checkmated",Guess the shogi term
詰み,"つみ","mate(n)",Guess the shogi term
意味,"いみ","meaning",Guess the shogi term
手段,"しゅだん","means, measures, way",Guess the shogi term
心境,"しんきょう","mental attitude",Guess the shogi term
方法,"ほうほう","method, way",Guess the shogi term
仕方,"しかた","method, way",Guess the shogi term
中盤,"ちゅうばん","middlegame",Guess the shogi term
小駒,"こごま","minor pieces (all pieces except king, rook and bishop)",Guess the shogi term
不発,"ふはつ","misfire",Guess the shogi term
逃す,"のがす","miss; let escape",Guess the shogi term
逸機,"いっき","missed chance, missed opportunity",Guess the shogi term
失敗,"しっぱい","mistake",Guess the shogi term
動機,"どうき","motive",Guess the shogi term
寄る,"よる","move sideways; approach the king, bring the king near mate",Guess the shogi term
動き,"うごき","move(ment); action",Guess the shogi term
動く,"うごく","move; come into action",Guess the shogi term
辛勝,"しんしょう","narrow victory",Guess the shogi term
必然,"ひつぜん","necessity",Guess the shogi term
必要,"ひつよう","necessity",Guess the shogi term
要る,"いる","need, be necessary",Guess the shogi term
怠る,"おこたる","neglect, be off guard",Guess the shogi term
周辺,"しゅうへん","neighbourhood",Guess the shogi term
辺り,"あたり,ほとり,わたり","neighbourhood",Guess the shogi term
新手,"あらて,しんて","new move",Guess the shogi term
手数,"てかず,てすう","number of moves",Guess the shogi term
支障,"ししょう","obstacle",Guess the shogi term
省く,"はぶく","omit",Guess the shogi term
我流,"がりゅう","one's own way (depreciatory)",Guess the shogi term
戦法,"せんぽう","opening (strategy)",Guess the shogi term
序盤,"じょばん","opening",Guess the shogi term
意見,"いけん","opinion",Guess the shogi term
相手,"あいて","opponent",Guess the shogi term
勝機,"しょうき","opportunity to win",Guess the shogi term
余裕,"よゆう","opportunity, scope, room",Guess the shogi term
自陣,"じじん","own camp
own camp, formation",Guess the shogi term
痛打,"つうだ","painful blow, drop",Guess the shogi term
痛い,"いたい","painful",Guess the shogi term
辛い,"からい,ずらい,ツライ,ツラい,つらい,づらい","painful, hard, bitter",Guess the shogi term
我慢,"ガマン,がまん","patience, endurance",Guess the shogi term
模様,"もよう","pattern, structure, situation",Guess the shogi term
歩兵,"かちいくさ,ふひょう,ほへい","Pawn (Foot soldier)",Guess the shogi term
許す,"ゆるす","permit, allow",Guess the shogi term
手駒,"てごま","pieces in hand",Guess the shogi term
持駒,"もちごま","pieces in hand",Guess the shogi term
戦場,"いくさば,せんじょう","place of the fight, front",Guess the shogi term
場所,"ばしょ","place",Guess the shogi term
企図,"きと","plan",Guess the shogi term
意図,"いと","plan",Guess the shogi term
予定,"よてい","plan, expectation",Guess the shogi term
指す,"さす","play; move",Guess the shogi term
王様,"おうさま","position of the king, the king's formation",Guess the shogi term
形成,"けいせい","position",Guess the shogi term
局面,"きょくめん","position",Guess the shogi term
位地,"いち","position",Guess the shogi term
位置,"いち","position",Guess the shogi term
勢力,"せいりょく","power, influence, force",Guess the shogi term
威力,"いりょく","power, might, influence",Guess the shogi term
圧力,"あつりょく","pressure",Guess the shogi term
阻む,"はばむ","prevent, keep off",Guess the shogi term
問題,"もんだい","problem",Guess the shogi term
道程,"どうてい,みちのり","process, path",Guess the shogi term
得策,"とくさく","profitable, wise plan",Guess the shogi term
成る,"なる","promote",Guess the shogi term
成り,"なり","promotion; promoted-",Guess the shogi term
抜く,"ぬく","pull out; move elsewhere (also: take, capture)
take",Guess the shogi term
弟子,"ていし,でし","pupil",Guess the shogi term
門人,"もんじん","pupil",Guess the shogi term
丸損,"まるぞん","pure loss",Guess the shogi term
追撃,"ついげき","pursuit, attack",Guess the shogi term
速攻,"そっこう","quick, speedy attack",Guess the shogi term
振る,"ふる,ぶる","range (to and fro, on the same rank) (rook)",Guess the shogi term
反応,"はんおう,はんのう","reaction",Guess the shogi term
読む,"よむ","read; analysis, see ahead",Guess the shogi term
理由,"りゆう,わけ","reason",Guess the shogi term
残る,"のこる","remain, be spared",Guess the shogi term
居る,"いる,おる","remain, stay",Guess the shogi term
似る,"にる","resemble",Guess the shogi term
結果,"けっか","result, effect",Guess the shogi term
退く,"しぞく,しりぞく,どく,のく,ひく","retreat",Guess the shogi term
引く,"ひく","retreat, pull back",Guess the shogi term
右翼,"ウヨク,うよく","right flank",Guess the shogi term
飛車,"ひしゃ","Rook (Flying Chariot)",Guess the shogi term
走る,"はしる","rush (forwards) (rook, lance)",Guess the shogi term
捌き,"さばき","sabaki, development, disposing of pieces (by exchanging them getting them in hand)",Guess the shogi term
犠打,"ぎだ","sacrifice drop",Guess the shogi term
切る,"きる","sacrifice, exchange, get (own piece) out of the way (usually: sacrifice the exchange, i.e. exchange a major piece for a minor piece)",Guess the shogi term
秘策,"ひさく","secret plan",Guess the shogi term
手順,"てじゅん","sequence (of moves)
sequence of moves",Guess the shogi term
立つ,"たつ","set up, place",Guess the shogi term
渋い,"しぶい","shibui (quiet, sober, plain and yet elegant)",Guess the shogi term
象戯,"しょうぎ","Shogi (old way of writing this word)",Guess the shogi term
棋士,"きし","Shogi player (pro)",Guess the shogi term
棋力,"きりょく","Shogi strength",Guess the shogi term
棋風,"きふう","Shogi style",Guess the shogi term
将棋,"しょうぎ","Shogi; game; style",Guess the shogi term
銀将,"ぎんしょう","Silver (Silver General)",Guess the shogi term
様子,"ようす","situation, circumstance",Guess the shogi term
微差,"びさ","slight difference",Guess the shogi term
遅い,"おそい","slow, late",Guess the shogi term
雁木,"がんぎ","Snowroof",Guess the shogi term
堅い,"かたい","solid, strong",Guess the shogi term
特技,"とくぎ","special ability (of a piece)",Guess the shogi term
速度,"そくど","speed",Guess the shogi term
妙手,"みょうしゅ","splendid, brilliant move",Guess the shogi term
絞る,"しぼる","squeeze",Guess the shogi term
駒台,"こまだい","stand",Guess the shogi term
定跡,"じょうせき","standard (opening) sequence of moves",Guess the shogi term
粘る,"ねばる","stick to, persist, keep putting up some resistance",Guess the shogi term
盗作,"とうさく","stolen problem, plagiarism",Guess the shogi term
奇手,"きしゅ","strange (dubious) move; surprise move",Guess the shogi term
戦術,"せんじゅつ","strategy (art)",Guess the shogi term
戦略,"せんりゃく","strategy (plan)",Guess the shogi term
作戦,"さくせん","strategy",Guess the shogi term
策戦,"さくせん","strategy",Guess the shogi term
強い,"こわい,つよい","strong",Guess the shogi term
成否,"せいひ","success and/or failure",Guess the shogi term
功績,"こうせき","success, merit, achievement",Guess the shogi term
連続,"れんぞく","succession, series",Guess the shogi term
連打,"れんだ","successive drops",Guess the shogi term
悩む,"なやむ","suffer, be annoyed",Guess the shogi term
自滅,"じめつ","suicide",Guess the shogi term
優劣,"ゆうれつ","superiority and inferiority, better and/or worse",Guess the shogi term
必勝,"ひっしょう","sure win",Guess the shogi term
意表,"いひょう","surprise (n)",Guess the shogi term
奇襲,"きしゅう","surprise attack",Guess the shogi term
包む,"くるむ,つつむ","surround
surround, encircle",Guess the shogi term
手筋,"てすじ","tactics, tactical move, (standard) combination
tesuji, tactic, tactical move or sequence, petite combinasion",Guess the shogi term
奪う,"うばう","take away",Guess the shogi term
奪取,"だっしゅ","taking the title, winning the title",Guess the shogi term
目標,"めじるし,もくひょう","target",Guess the shogi term
剥す,"はがす,へがす","tear off",Guess the shogi term
初心,"うぶ,しょしん","the beginner's heart, the original attitude or intentions",Guess the shogi term
正着,"せいちゃく","the correct move",Guess the shogi term
守勢,"しゅせい","the defensive (position)",Guess the shogi term
着手,"ちゃくしゅ","the first checking move",Guess the shogi term
作意,"さくい","the intended mating sequence",Guess the shogi term
本局,"ほんきょく","the main line, the game",Guess the shogi term
本譜,"ほんぷ","the main line, the game
this game, the game",Guess the shogi term
攻勢,"こうせい","the offensive, attacking formation",Guess the shogi term
本筋,"ほんすじ","the proper move",Guess the shogi term
本手,"ほんて","the proper move",Guess the shogi term
棋界,"きかい","the Shogi world",Guess the shogi term
大海,"おおうみ,たいかい","the wide sea, the open board",Guess the shogi term
理論,"りろん","theory",Guess the shogi term
太い,"ふとい","thick, massive",Guess the shogi term
厚い,"あつい","thick, solid",Guess the shogi term
厚み,"あつみ","thickness (solid shape)",Guess the shogi term
厚味,"あつみ","thickness (solid shape)",Guess the shogi term
薄い,"うすい","thin, not solid (also: scarce, short of)",Guess the shogi term
思う,"おもう","think, have the opinion that",Guess the shogi term
思想,"しそう","thought",Guess the shogi term
威嚇,"いかく","threat",Guess the shogi term
威迫,"いはく","threat",Guess the shogi term
威し,"おどし","threat, bluff",Guess the shogi term
脅し,"おどし","threat, bluff",Guess the shogi term
脅す,"おどす","threaten",Guess the shogi term
威す,"おどす","threaten",Guess the shogi term
時間,"じかん","time; an hour",Guess the shogi term
と金,"ときん","tokin, promoted pawn",Guess the shogi term
大勢,"おおぜい,たいせい,たいぜい","total position",Guess the shogi term
大局,"たいきょく","total position",Guess the shogi term
大会,"たいかい","tournament (amateur)",Guess the shogi term
術中,"じゅっちゅう","trap (n)",Guess the shogi term
迷惑,"めいわく","trouble",Guess the shogi term
面倒,"めんどう","trouble",Guess the shogi term
苦心,"くしん","trouble, toils, pains",Guess the shogi term
困難,"こんなん","trouble
troubles",Guess the shogi term
詰め,"つめ,づめ","tsume, mating problem",Guess the shogi term
手番,"てつがい,てばん","turn to play",Guess the shogi term
嫌味,"いやみ","unpleasant, nasty aji",Guess the shogi term
上部,"じょうぶ","upper part",Guess the shogi term
急務,"きゅうむ","urgent task, first priority",Guess the shogi term
変化,"へんか,へんげ","variation",Guess the shogi term
変調,"へんちょう","variation; irregularity",Guess the shogi term
変更,"へんこう","variation
variation (alternative first move; should not result in mate)",Guess the shogi term
勝負,"しょうぶ","victory or defeat, a game",Guess the shogi term
勝敗,"しょうはい","victory or defeat, the issue (of the game)",Guess the shogi term
勝利,"しょうり","victory",Guess the shogi term
勝ち,"かち,がち","victory",Guess the shogi term
乱暴,"らんぼう","violence",Guess the shogi term
急所,"きゅうしょ,きゅうじょ","vital point",Guess the shogi term
待つ,"まつ","wait",Guess the shogi term
弱点,"じゃくてん","weak point",Guess the shogi term
弱い,"よわい","weak",Guess the shogi term
緩い,"ぬるい,ゆるい","weak, slack",Guess the shogi term
弱る,"よわる","weaken",Guess the shogi term
手薄,"てうす","weakness",Guess the shogi term
欠点,"けってん","weakness",Guess the shogi term
欠陥,"けっかん","weakness, insufficiency",Guess the shogi term
