Question,Answer,Comment,Instruction,Render as
"群,||むれる,むれ,むら||","crowd, flock, swarm, group, herd, bevy, school, cluster (of stars), clump, swarming","Onyomi: グン = group, crowd, gang, herd, swarm, flock, common run",Guess the meaning of the Kunyomi reading,Text
"欠,||かける,かく||","lack, break, crack, chip, neglect, fail in, omit, be broken (off), be chipped, lack, be missing, wane, be vacant (a position)","Onyomi: ケツ = lack, gap",Guess the meaning of the Kunyomi reading,Text
"結,||むすぶ,ゆう,ゆわえる||","tie, bind, tie a knot, make (contracts, treaties, and friendships), join, finish, wind up, unite with, organize, do up (the hair), make (a braided fence), bind, fasten, tie up","Onyomi: ケツ = tie, bind, tie a knot, make (contracts, treaties, and friendships), join, finish, wind up, unite with, organize",Guess the meaning of the Kunyomi reading,Text
"健,||すこやか||","vigorous, healthy, sound","Onyomi: ケン = health, strength, sticktoitiveness",Guess the meaning of the Kunyomi reading,Text
"建,||たてる,たつ||","stand, rise, rouse oneself, be built, be established, go up (smoke), burn out, depart, take flight, run high (waves), stick into, be worked out, be maintained, save (face), establish oneself, beg","Onyomi: ケン,コン = build, raise",Guess the meaning of the Kunyomi reading,Text
"固,||かためる,かたまる,かたい||","harden, tighten, freeze, curdle, strengthen, stabilize, defend, fortify, collect, amass, settle down, locate,stiffen, solidify, set, settle, congeal, clot, conglomerate, get together, be devoted ","Onyomi: コ = harden, stiffen, solidify, set, settle, congeal, clot, curdle, conglomerate, get together, be devoted to, settle down (weather)",Guess the meaning of the Kunyomi reading,Text
"好,||このむ,すく||","like, be fond of,Love","Onyomi: コウ = like, be fond of",Guess the meaning of the Kunyomi reading,Text
"候,||そうろう||","classical verbal ending equivalent to colloquial","Onyomi: コウ = season, weather",Guess the meaning of the Kunyomi reading,Text
"香,||か,かおり,かおる||","smell, scent, odor, aroma, perfume, fragrance, flavor,be fragrant","Onyomi: コウ,キョウ = incense, fragrance",Guess the meaning of the Kunyomi reading,Text
"差,||さす||","raise (the hands), stretch out( the hands in dancing), put up (an umbrella), carry (on the shoulder), build (a hut), stretch (a rope), graft (trees), carry (in the belt), lift up, offer,(the sun)","Onyomi: サ = difference, variation, discrepancy, margin, balance, remainder (in subtraction)",Guess the meaning of the Kunyomi reading,Text
"最,||もっとも||","most","Onyomi: サイ = most",Guess the meaning of the Kunyomi reading,Text
"菜,||な||","greens, vegetables, the rape or mustard plant","Onyomi: サイ = side dish, greens, vegetables",Guess the meaning of the Kunyomi reading,Text
"札,||ふだ||","tag, placard, name plate, check, charm, (playing) card, tender, bid","Onyomi: サツ = paper money, counter for bonds, etc",Guess the meaning of the Kunyomi reading,Text
"刷,||する||","print","Onyomi: サツ = print",Guess the meaning of the Kunyomi reading,Text
"産,||うむ,うまれる,うぶ||","bear, give birth to, breed, spawn, produce, yield (interest),be born","Onyomi: サン = childbirth, product, native (of a place), fortune, property",Guess the meaning of the Kunyomi reading,Text
"残,||のこる,のこす||","remain, be left over, stay, linger, survive,leave behind, keep back, leave undone, reserve, save, amass, bequeath","Onyomi: ザン = remainder, balance",Guess the meaning of the Kunyomi reading,Text
"散,||ちる,ちらす,ちらかす,ちらかる||","fall, scatter, be scattered, be shed, disperse, (rumor) spreads, run, spread, blur,dissipate (fog), dispel, take down or loosen (the hair), rout, distribute (handbills), distract (attention), spl","Onyomi: サン = scatter, disperse, spend, squander, dispel, dissipate, chase away",Guess the meaning of the Kunyomi reading,Text
"参,||まいる||","go, come, call, visit, visit a shrine, be defeated, be nonplussed, be madly in love, die","Onyomi: サン = three, going, coming, visiting",Guess the meaning of the Kunyomi reading,Text
"氏,||うじ||","clan, lineage, birth, surname","Onyomi: シ = Mr., family, clan",Guess the meaning of the Kunyomi reading,Text
"試,||こころみる,ためす||","try, attempt,experiment, test, sample","Onyomi: シ = testing",Guess the meaning of the Kunyomi reading,Text
"辞,||やめる||","resign","Onyomi: ジ = word, term, expression, sentence, an address",Guess the meaning of the Kunyomi reading,Text
"治,||おさめる,おさまる,なおる,なおす||","govern, manage, regulate, quell, subdue, patch up, heal,be at peace, calm down, be settled, be ruled,be mended, get well, be restored, return to normal, be installed (as a legal wife), change (fr","Onyomi: ジ,チ = peace, government,cure, heal, rule, conserve (resources),govern, manage, regulate, quell, subdue, patch up, heal",Guess the meaning of the Kunyomi reading,Text
"失,||うしなう||","lose, miss (a chance)","Onyomi: シツ = error, fault, disadvantage, loss, demerit",Guess the meaning of the Kunyomi reading,Text
"借,||かりる||","borrow, have a loan, hire, rent","Onyomi: シャク = borrowing",Guess the meaning of the Kunyomi reading,Text
"種,||たね||","seed, kernel, kind, species, quality, tone, material, breed, topic, cause, source, trick, data, inside story, secret, leaven","Onyomi: シュ = kind, class, variety, seed, species",Guess the meaning of the Kunyomi reading,Text
"周,||まわり||","rotation, circumference, girth, surroundings, border, detour, tour, efficacy or effect (of something taken), spread (of flames)","Onyomi: シュウ = circuit, lap, circumference, vicinity, Chou (dynasty)",Guess the meaning of the Kunyomi reading,Text
"祝,||いわう||","celebration, festival, congratulations","Onyomi: シュク,シュウ = celebration, congratulations,",Guess the meaning of the Kunyomi reading,Text
"初,||はじめ,はじめて,はつ,うい,そめる||","beginning, origin,including, and, as well as,(for) the first time, not until,first, new,first (time),begin to","Onyomi: ショ = beginning, first",Guess the meaning of the Kunyomi reading,Text
"焼,||やく,やける||","set fire to, burn, fire, bake, roast (over a fire), toast, broil, parch, char, scorch, singe, cremate, print (photos), be envious of,be burnt, be burnt down, be roasted, be toasted, be grilled, b","Onyomi: ショウ = burning",Guess the meaning of the Kunyomi reading,Text
"城,||しろ||","castle, citadel","Onyomi: ジョウ = castle",Guess the meaning of the Kunyomi reading,Text
"笑,||わらう,えむ||","laugh, smile, ridicule, be in full bloom,smile, bloom, split, open, crack","Onyomi: ショウ = laughter",Guess the meaning of the Kunyomi reading,Text
"松,||まつ||","pine","Onyomi: ショウ = pine",Guess the meaning of the Kunyomi reading,Text
"唱,||となえる||","recite, chant, call upon, cry, yell (banzai), advocate, preach, quote (prices)","Onyomi: ショウ = recite, chant, call upon, cry, yell (banzai), advocate, preach, quote (prices)",Guess the meaning of the Kunyomi reading,Text
"縄,||なわ||","rope, cord","Onyomi: ジョウ = rope, cord",Guess the meaning of the Kunyomi reading,Text
"照,||てる,てらす,てれる||","shine,shine on, shed light on, illuminate, compare with, be bashful","Onyomi: ショウ = shine",Guess the meaning of the Kunyomi reading,Text
"成,||なる,なす||","become, get or grow (old), form (a part of), set in, come (time or seasons), turn into, be reduced to, consist of, be accomplished, result in, prove (fatal), amount to, play the part of, elapse, ","Onyomi: セイ,ジョウ = become, get or grow (old), form (a part of), set in, come (time or seasons), turn into, be reduced to, consist of, be accomplished, result in, prove (fatal), amount to, play the part of, elapse, reach (a certain age), bear, stand, be promoted, be pleased to",Guess the meaning of the Kunyomi reading,Text
"清,||きよい,きよまる,きよめる||","purify, cleanse, consecrate, exorcise,be purified, be cleaned,clean, clear, pure, innocent, noble","Onyomi: セイ,ショウ = China, Manchu (dynasty)",Guess the meaning of the Kunyomi reading,Text
"省,||かえりみる,はぶく||","look back, turn around, look back upon, review, examine oneself, take notice of,omit, eliminate, curtail, economize","Onyomi: セイ,ショウ = ministry, department, province (in China)",Guess the meaning of the Kunyomi reading,Text
"静,||しず,しずか,しずまる,しずめる||","get quiet, calm down, grow still, subside, die down, be suppressed,calm, pacify, soothe, alleviate, appease, suppress, quell,quiet, still, silent, placid, serene, peaceful, soft (rain), gentle (v","Onyomi: セイ,ジョウ = quiet, peace, inactivity",Guess the meaning of the Kunyomi reading,Text
"井,||い||","well","Onyomi: セイ,ショウ = well",Guess the meaning of the Kunyomi reading,Text
"積,||つむ,つもる||","pile up, stack, lay, load, ship, take on, accumulate, amass, save,be piled up, be amassed, lie on, be covered (with snow), amount to, estimate, calculate, measure","Onyomi: セキ = product (in math), acreage, contents, measurement",Guess the meaning of the Kunyomi reading,Text
"折,||おる,おり,おれる||","break, snap, fracture, knock out (teeth), fold, turn down, bend, make (a paper toy), yield (oneself), give in,breaking, small food box, time, occasion, juncture, opportunity,snap, break, be folde","Onyomi: セツ = break, snap, fracture, knock out (teeth), fold, turn down, bend, make (a paper toy), yield (oneself), give in",Guess the meaning of the Kunyomi reading,Text
"説,||とく||","explain, expound, advocate, preach, teach, persuade","Onyomi: セツ,ゼイ = opinion, view, assertion, comment, theory, rumor, report, version",Guess the meaning of the Kunyomi reading,Text
"節,||ふし||","joint, knuckle, knob, lump, knot, tune, melody, point (in a talk)","Onyomi: セツ,セチ = season, period, occasion, time, verse, clause, paragraph, section, stanza, integrity, honor",Guess the meaning of the Kunyomi reading,Text
"選,||えらぶ||","select, choose, cull out, elect, prefer, decide on","Onyomi: セン = selection, choice",Guess the meaning of the Kunyomi reading,Text
"浅,||あさい||","shallow, superficial, short (time), slight (connection), pale, light (color)","Onyomi: セン = shallow, superficial, short (time), slight (connection), pale, light (color)",Guess the meaning of the Kunyomi reading,Text
"戦,||いくさ,たたかう||","wage war, fight, engage in a contest, struggle against,war, fight, battle, encounter","Onyomi: セン = war, battle, game, match",Guess the meaning of the Kunyomi reading,Text
"争,||あらそう||","dispute, argue, be at variance, compete","Onyomi: ソウ = dispute, argue, be at variance, compete",Guess the meaning of the Kunyomi reading,Text
"巣,||す||","nest, rookery, breeding place, beehive, cobweb, den, haunt","Onyomi: ソウ = nest, rookery, breeding place, beehive, cobweb, den, haunt",Guess the meaning of the Kunyomi reading,Text
"倉,||くら||","warehouse, godown, cellar, depository, treasury, granary, elevator","Onyomi: ソウ = storehouse",Guess the meaning of the Kunyomi reading,Text
"束,||たば||","bundle, bunch, sheaf, coil","Onyomi: ソク = bundle, sheaf, ream (of paper)",Guess the meaning of the Kunyomi reading,Text
"続,||つづく,つづける||","continue, be contiguous","Onyomi: ゾク = continuation, second series",Guess the meaning of the Kunyomi reading,Text
"側,||がわ||","a side, surroundings, (watch) case","Onyomi: ソク = lean to one side, oppose, look aside, regret",Guess the meaning of the Kunyomi reading,Text
"孫,||まご||","grandchild","Onyomi: ソン = descendants",Guess the meaning of the Kunyomi reading,Text
"帯,||おびる,おび||","belt, sash, girdle, band, belting,wear (at the belt), carry, be armed with, be entrusted with, assume, take on (the character of), be tinged with, gird up (one’s loins)","Onyomi: タイ = belt, zone",Guess the meaning of the Kunyomi reading,Text
"置,||おく||","place, put, set, deposit, lay, leave behind, keep, have, leave, establish, employ, appoint, post, station, pawn, skip (one day),be formed (dew)","Onyomi: チ = place, put, set, deposit, lay, leave behind, keep, have, leave, establish, employ, appoint, post, station, pawn, skip (one day),be formed (dew)",Guess the meaning of the Kunyomi reading,Text
"沖,||おき||","offing, open sea","Onyomi: チュウ = offing, open sea",Guess the meaning of the Kunyomi reading,Text
"仲,||なか||","relation, relationship","Onyomi: チュウ = relation, relationship",Guess the meaning of the Kunyomi reading,Text
"兆,||きざす,きざし||","show a signs or symptoms of,signs, omen, symptoms","Onyomi: チョウ = sign, omen, indication, portent, trillion",Guess the meaning of the Kunyomi reading,Text
"底,||そこ||","bottom, sole, depth, bowels (of the earth), bottom price","Onyomi: テイ = bottom, base, kind, sort",Guess the meaning of the Kunyomi reading,Text
"低,||ひくい,ひくめる,ひくまる||","low, short, humble, low (voice)","Onyomi: テイ = low",Guess the meaning of the Kunyomi reading,Text
"的,||まと||","mark, target, object, the point","Onyomi: テキ = mark, target, object, the point,adjective ending",Guess the meaning of the Kunyomi reading,Text
"伝,||つたわる,つたえる,つたう||","go along, walk along, follow,be transmitted, be circulated, be introduced into,report, tell, impart, transmit, propagate, teach, bequeath","Onyomi: デン = legend, tradition, life, biography, commentary, communicating",Guess the meaning of the Kunyomi reading,Text
"努,||つとめる||","serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)","Onyomi: ド = serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)",Guess the meaning of the Kunyomi reading,Text
"灯,||ひ||","a light","Onyomi: トウ = lamp, light, counter for lights",Guess the meaning of the Kunyomi reading,Text
"働,||はたらく||","work, labor, do, act, commit, practice, work on, come into play, be conjugated, reduce the price","Onyomi: ドウ = work, labor, do, act, commit, practice, work on, come into play, be conjugated, reduce the price",Guess the meaning of the Kunyomi reading,Text
"熱,||あつい||","hot","Onyomi: ネツ = heat, warmth, temperature, fever, mania, fad, enthusiasm, passion",Guess the meaning of the Kunyomi reading,Text
"敗,||やぶれる||","be defeated","Onyomi: ハイ = defeat, reversal",Guess the meaning of the Kunyomi reading,Text
"梅,||うめ||","plum, plum tree","Onyomi: バイ = plum, plum tree",Guess the meaning of the Kunyomi reading,Text
"飯,||めし||","cooked rice, meal, food, livelihood","Onyomi: ハン = cooked rice, meal, food",Guess the meaning of the Kunyomi reading,Text
"飛,||とぶ,とばす||","fly, skip (pages),fly (a kite), let fly, blow away, scatter, splash, drive fast, skip over, omit, issue, send out","Onyomi: ヒ = fly, skip (pages)",Guess the meaning of the Kunyomi reading,Text
"必,||かならず||","certainly, positively, invariably","Onyomi: ヒツ = certainly",Guess the meaning of the Kunyomi reading,Text
"付,||つける,つく||","attach, join, stick, glue, fasten, sew on, furnish (a house with), wear, put on, make an entry, appraise, set (a price), apply (ointment), bring alongside, place (under guard or a doctor), follow","Onyomi: フ = give to, submit to, refer to, affix, attach, append",Guess the meaning of the Kunyomi reading,Text
"富,||とむ,とみ||","be rich, become wealthy, teem with, abound in, be fruitful, be rife, be replete,wealth, mammon, fortune, resources, lottery","Onyomi: フ,フウ = enrich",Guess the meaning of the Kunyomi reading,Text
"夫,||おっと||","husband, spouse","Onyomi: フ,フウ = husband, man",Guess the meaning of the Kunyomi reading,Text
"別,||わかれる||","branch off, diverge from, fork, split, be divided, part with, be divorced, bid farewell, break up, disperse, scatter","Onyomi: ベツ = divide, split, separate, isolate, distribute, share, distinguish, spare",Guess the meaning of the Kunyomi reading,Text
"変,||かわる,かえる||","change, vary, be revised, be different, be queer, move, be transferred,vary convert, revise, amend","Onyomi: ヘン = change, accident, calamity, uprising, something strange",Guess the meaning of the Kunyomi reading,Text
"辺,||あたり,べ||","vicinity","Onyomi: ヘン = side, boundary, border, beach, region, district, rural areas, vicinity, approximation",Guess the meaning of the Kunyomi reading,Text
"便,||たより||","news, tidings, connection","Onyomi: ベン,ビン = convenience, facility, excreta, stools, evacuation,chance, mail, letter",Guess the meaning of the Kunyomi reading,Text
"包,||つつむ||","wrap, pack up, cover with, dress in, conceal","Onyomi: ホウ = wrap, pack up, cover with, dress in, conceal",Guess the meaning of the Kunyomi reading,Text
"望,||のぞむ||","desire, aspire to, expect, hope for, like, choose, see, command (a view of)","Onyomi: ボウ,モウ = full moon, hope",Guess the meaning of the Kunyomi reading,Text
"牧,||まき||","pasture","Onyomi: ボク = care for, shepherd, feed",Guess the meaning of the Kunyomi reading,Text
"末,||すえ||","end, close, tip, top, the future, posterity, youngest child","Onyomi: マツ,バツ = end, powder",Guess the meaning of the Kunyomi reading,Text
"満,||みちる,みたす||","be full, rise (tides), mature, expire,fill, supply, make good, satisfy, appease, answer (the need), meet (the demand)","Onyomi: マン = fullness, enough, pride,full, fully, fulfillment, a full (year), a full (five years)",Guess the meaning of the Kunyomi reading,Text
"民,||たみ||","people, nation, subjects","Onyomi: ミン = people, nation, subjects",Guess the meaning of the Kunyomi reading,Text
"無,||ない||","if there were none, were it not for, unless","Onyomi: ム,ブ = nothing, nil, negation",Guess the meaning of the Kunyomi reading,Text
"勇,||いさむ||","cheer up, be in high spirits","Onyomi: ユウ = bravery,courage, heroism",Guess the meaning of the Kunyomi reading,Text
"養,||やしなう||","bring up, rear, adopt, foster, support, promote (health), cultivate, develop","Onyomi: ヨウ = bring up, rear, adopt, foster, support, promote (health), cultivate, develop",Guess the meaning of the Kunyomi reading,Text
"要,||かなめ,いる||","require, need, waylay, ambush,pivot, the main point, the key (to)","Onyomi: ヨウ = main point, essence, aim, secret, need",Guess the meaning of the Kunyomi reading,Text
"浴,||あびる,あびせる||","bathe in, pour on oneself, bask in, be flooded with, be under (fire), be accused of, be charged with, expose oneself to, be subjected to, receive (applause),pour on, subject to, impute to, deluge","Onyomi: ヨク = bathe, be favored with, bask in",Guess the meaning of the Kunyomi reading,Text
"利,||きく||","take effect, do (a person) good, work, operate, tell (on one's strength), be available (bus or phone)","Onyomi: リ = advantage, benefit, gain, interest, victory",Guess the meaning of the Kunyomi reading,Text
"良,||よい||","good, goodnatured, pleasing, precious, noble, lovely, beautiful, fine, lucky, efficacious, right, suitable, justifiable, appropriate, satisfactory, better, all right, unnecessary, no objection, i","Onyomi: リョウ = good, fine",Guess the meaning of the Kunyomi reading,Text
"量,||はかる||","measure, gauge, weigh, fathom, sound, compute, estimate","Onyomi: リョウ = quantity, amount, volume, magnanimity, a measure",Guess the meaning of the Kunyomi reading,Text
"輪,||わ||","circle, ring, link, wheel, hoop, loop","Onyomi: リン = ring, circle, wheel, corolla, wheel counter",Guess the meaning of the Kunyomi reading,Text
"類,||たぐい||","kind, sort, class, match, equal","Onyomi: ルイ = kind, variety, class, genus, description, parallel case, an equal,resembling",Guess the meaning of the Kunyomi reading,Text
"冷,||つめたい,ひえる,ひや,ひやす,ひやかす,さめる,さます||","cool down, grow cold, feel chilly,cool, refrigerate,cool (in water or ice), banter, make fun, speak playfully, tease, windowshop, look in at a shop,get cold, abate, subside, dampen, cool down (in","Onyomi: レイ = cold, cool",Guess the meaning of the Kunyomi reading,Text
"例,||たとえる||","compare to, speak figuratively, illustrate","Onyomi: レイ = custom, usage, precedent, case, example, parallel, illustration",Guess the meaning of the Kunyomi reading,Text
"連,||つらなる,つらねる,つれる||","range, be connected with, join, stand in a row, attend, join one's people (in death),put in a row,take (someone) along","Onyomi: レン = ream, set, party, company, gang, clique, series counter",Guess the meaning of the Kunyomi reading,Text
"老,||おいる,ふける||","grow old","Onyomi: ロウ = aging, old age, old people",Guess the meaning of the Kunyomi reading,Text
"不,||フ,ブ||","negation, bad, clumsy, ugly","",Guess the meaning of the Onyomi reading,Text
"令,||レイ||","order, command, ordinance, law, decree","",Guess the meaning of the Onyomi reading,Text
"以,||イ||","with, by, by means of, because, in view of","",Guess the meaning of the Onyomi reading,Text
"佐,||サ||","help","",Guess the meaning of the Onyomi reading,Text
"信,||シン||","truth, faith, fidelity, sincerity, trust, confidence, reliance","",Guess the meaning of the Onyomi reading,Text
"億,||オク||","100000000","",Guess the meaning of the Onyomi reading,Text
"児,||ジ,ニ||","child","",Guess the meaning of the Onyomi reading,Text
"兵,||ヘイ,ヒョウ||","soldier, private, troops, army, warfare, arms, strategy, tactics","",Guess the meaning of the Onyomi reading,Text
"典,||テン||","ceremony, celebration, law code","",Guess the meaning of the Onyomi reading,Text
"副,||フク||","duplicate, copy, assistant, associate","",Guess the meaning of the Onyomi reading,Text
"功,||コウ,ク||","merits, meritorious deeds, success, credit, honor, effect, class (in court orders)","",Guess the meaning of the Onyomi reading,Text
"労,||ロウ||","labor, toil, trouble","",Guess the meaning of the Onyomi reading,Text
"卒,||ソツ||","graduate, soldier, private","",Guess the meaning of the Onyomi reading,Text
"協,||キョウ||","cooperation","",Guess the meaning of the Onyomi reading,Text
"単,||タン||","one, single, simple, singular, individual","",Guess the meaning of the Onyomi reading,Text
"博,||ハク,バク||","command esteem, win acclaim, gain, receive,doctor, PhD, exposition, fair, exhibition","",Guess the meaning of the Onyomi reading,Text
"司,||シ||","official, government office","",Guess the meaning of the Onyomi reading,Text
"奈,||ナ||","what","",Guess the meaning of the Onyomi reading,Text
"媛,||エン||","princess, young lady of noble birth","",Guess the meaning of the Onyomi reading,Text
"完,||カン||","comletion, end","",Guess the meaning of the Onyomi reading,Text
"官,||カン||","the Government, the authorities, the Court","",Guess the meaning of the Onyomi reading,Text
"害,||ガイ||","injury, harm, damage, mischief, interference","",Guess the meaning of the Onyomi reading,Text
"察,||サツ||","presume, surmise, judge, realize, understand, imaging, suppose, sympathize with","",Guess the meaning of the Onyomi reading,Text
"岐,||キ||","forking road, street, scene, quarters, arena, theater","",Guess the meaning of the Onyomi reading,Text
"希,||キ||","Greece","",Guess the meaning of the Onyomi reading,Text
"席,||セキ||","seat, mat, a place, room, occasion","",Guess the meaning of the Onyomi reading,Text
"府,||フ||","urban prefecture, government office, representative body, storehouse","",Guess the meaning of the Onyomi reading,Text
"康,||コウ||","peace","",Guess the meaning of the Onyomi reading,Text
"径,||ケイ||","path, diameter, method","",Guess the meaning of the Onyomi reading,Text
"徒,||ト||","party, set, gang, companions, people","",Guess the meaning of the Onyomi reading,Text
"徳,||トク||","virtue, goodness, good, gain, power to command respect","",Guess the meaning of the Onyomi reading,Text
"念,||ネン||","sense, idea, thought, feeling, desire, concern, attention, care","",Guess the meaning of the Onyomi reading,Text
"愛,||アイ||","love, affection, favorite","",Guess the meaning of the Onyomi reading,Text
"料,||リョウ||","charge, rate, fee, allowance, materials, measuring","",Guess the meaning of the Onyomi reading,Text
"昨,||サク||","the past, yesterday, last (year)","",Guess the meaning of the Onyomi reading,Text
"景,||ケイ||","view, scene","",Guess the meaning of the Onyomi reading,Text
"未,||ミ||","not yet,un, not","",Guess the meaning of the Onyomi reading,Text
"材,||ザイ||","log, timber, lumber, wood, material, talent","",Guess the meaning of the Onyomi reading,Text
"案,||アン||","proposition, suggestion, plan, idea, opinion, expectation, bill, draft, measure, table","",Guess the meaning of the Onyomi reading,Text
"械,||カイ||","fetters, machine, instrument","",Guess the meaning of the Onyomi reading,Text
"標,||ヒョウ||","signpost, mark, target, designate","",Guess the meaning of the Onyomi reading,Text
"法,||ホウ,ハッ,ホッ||","law, rule, principle, legislation, regulation, code, method, way, model, manner, system, process, art, technique, rites, religion, doctrine, reason, mood (of verbs)","",Guess the meaning of the Onyomi reading,Text
"滋,||ジ||","more and more, be luxuriant, planting, turbidity","",Guess the meaning of the Onyomi reading,Text
"漁,||ギョ,リョウ||","fishing, fishery, catch, haul","",Guess the meaning of the Onyomi reading,Text
"然,||ゼン,ネン||","to decree","",Guess the meaning of the Onyomi reading,Text
"特,||トク||","special","",Guess the meaning of the Onyomi reading,Text
"票,||ヒョウ||","label, ballot, ticket, sign","",Guess the meaning of the Onyomi reading,Text
"季,||キ||","season","",Guess the meaning of the Onyomi reading,Text
"約,||ヤク||","promise, vow, approximately, abridgment","",Guess the meaning of the Onyomi reading,Text
"給,||キュウ||","wage, gift, wage grade","",Guess the meaning of the Onyomi reading,Text
"臣,||シン,ジン||","retainer, subject","",Guess the meaning of the Onyomi reading,Text
"芸,||ゲイ||","art, craft, artistic accomplishment, performance, acting, trick, stunt, feat","",Guess the meaning of the Onyomi reading,Text
"英,||エイ||","England, Britain, gifted person, wit","",Guess the meaning of the Onyomi reading,Text
"観,||カン||","look, appearance, spectacle, condition, view, outlook","",Guess the meaning of the Onyomi reading,Text
