question,answer,comment,instruction
"痕
sample words:
疵痕
爪痕
にきび痕",あと,"痕:mark; footprint
疵痕(きずあと):scar
爪痕(つめあと):scars (e.g. of war); scratch; fingernail mark; af.
にきび痕(にきびあと):pockmark (caused by a pimple); acne scarring",Jouyou.
"箸
sample words:
箸初め
箸台
火箸",はし,"箸:chopsticks
箸初め(はしぞめ):weaning ceremony
箸台(はしだい):chopstick rest
火箸(ひばし):long metal chopsticks (for handling charcoal, esp.",Jouyou.
"籠
sample words:
御忍び駕籠
駕籠かき
手籠",かご,"籠:cage, coop; basket; seclude oneself, be confined .
御忍び駕籠(おしのびかご):special palanquin for carrying a daimyo or his wi.
駕籠かき(かごかき):palanquin bearer; sedan chair bearer
手籠(てかご):handbasket",Jouyou.
"羞
sample words:
羞い
羞じらう",はじ,"羞:feel ashamed
羞い(はじらい):shyness
羞じらう(はじらう):to feel shy; to blush; to be bashful",Jouyou.
"肘
sample words:
てにす肘
肘打ち
肘掛いす",ひじ,"肘:elbow; arm (of something)
てにす肘(てにすひじ):tennis elbow
肘打ち(ひじうち):elbow strike (karate)
肘掛いす(ひじかけいす):senior staff; armchair; chair with arm rests",Jouyou.
"股
sample words:
外股
半股引き
股白蝙蝠",もも,"股:crotch, thigh, groin
外股(そともも):outer thigh
半股引き(はんももひき):knee underwear
股白蝙蝠(ももじろこうもり):Japanese large-footed bat; big-footed myotis (Myo.",Jouyou.
"股
sample words:
小股掬い
素股
股木",また,"股:crotch, thigh, groin
小股掬い(こまたすくい):over-thigh scooping body drop
素股(すまた):bare thighs; inner thigh; intercrural sex
股木(またぎ):forked branch; forked tree",Jouyou.
"脇
sample words:
脇明け
脇毛
脇戸",わき,"脇:the other way; another place; side, armpit, flank.
脇明け(わきあけ):clothing with such an opening (usu. worn by women.....
脇毛(わきげ):armpit hair; underarm hair
脇戸(わきど):side door",Jouyou.
"脊
sample words:
脊負う
脊負う
脊広",せ,"脊:stature, height
脊負う(しょう):to have (something) in the background; to be in f...
脊負う(せおう):to be conceited; to be burdened with; to be in fr...
脊広(せびろ):business suit",Jouyou.
"膝
sample words:
片膝
小膝
膝かっくん",ひざ,"膝:knee; lap
片膝(かたひざ):one knee
小膝(こひざ):knee
膝かっくん(ひざかっくん):knee dislocation; making someone's knees bend (by..",Jouyou.
"臼
sample words:
臼歯
大臼",うす,"臼:mortar, hand mill
臼歯(うすば):molar
大臼(だいうす):God",Jouyou.
"葛
sample words:
熊葛科
葛籠",つづら,"葛:arrowroot; arrowroot starch
熊葛科(くまつづらか):Verbenaceae (vervain family of plants)
葛籠(つづらこ):wicker clothes hamper",Jouyou.
"葛
sample words:
葛切り
葛粉
葛湯",くず,"葛:arrowroot; arrowroot starch
葛切り(くずきり):kudzu starch noodles
葛粉(くずこ):kudzu starch
葛湯(くずゆ):kudzu starch gruel",Jouyou.
"蓋
sample words:
落とし蓋
綴じ蓋
火蓋",ふた,"蓋:cover, lid, flap, hood
落とし蓋(おとしぶた):lid resting directly on food; wooden drop-lid for.
綴じ蓋(とじぶた):mended lid
火蓋(ひぶた):cover for the touch-hole on a cannon or matchlock.",Jouyou.
"蜂
sample words:
あんな蜂鳥
樹蜂
たま蜂",はち,"蜂:bee, wasp, hornet
あんな蜂鳥(あんなはちどり):Anna's woodpecker (Calypte anna)
樹蜂(きばち):wood wasp
たま蜂(たまばち):gall wasp (any insect of family Cynipidae)",Jouyou.
"袖
sample words:
小袖
袖壁
袖乞い",そで,"袖:sleeve, sleeve pocket; wing(of a building); exten.
小袖(こそで):short sleeved kimono (worn as an undergarment dur.
袖壁(そでかべ):wing wall
袖乞い(そでごい):beggar",Jouyou.
"裾
sample words:
お裾分け
裾刈り
裾取り",すそ,"裾:cuff(of trousers); hem (of a skirt); foot (of a m.
お裾分け(おすそわけ):sharing a portion of the profit with others; shar.
裾刈り(すそがり):trimming hair
裾取り(すそとり):ankle pick",Jouyou.
"誰
sample words:
誰か
誰が見ても
誰しも",だれ,"誰:who
誰か(だれか):someone; somebody
誰が見ても(だれがみても):as anyone can see
誰しも(だれしも):no one; anyone; everyone",Jouyou.
"誰
sample words:
誰が為に",た,"誰:who
誰が為に(たがために):for whom",Jouyou.
"誰
sample words:
誰彼
誰しも
誰誰",たれ,"誰:who
誰彼(たれかれ):anybody; many people; this or that person
誰しも(たれしも):no one; anyone; everyone
誰誰(だれだれ):so-and-so; who?; which people?",Jouyou.
"謎
sample words:
謎い
謎掛け
謎謎",なぞ,"謎:riddle, puzzle, enigma; hint, tip
謎い(なぞい):perplexing; bewildering; puzzling; baffling; myst.
謎掛け(なぞかけ):telling a riddle
謎謎(なぞなぞ):riddle; enigma; puzzle",Jouyou.
"賭
sample words:
賭け碁
賭事
賭け事師",かけ,"賭:wager, place a bet
賭け碁(かけご):playing go for stakes
賭事(かけごと):gambling; betting
賭け事師(かけごとし):gambler; gamester",Jouyou.
"釜
sample words:
御釜を掘る
釜場
釜を掘る",かま,"釜:kettle, cauldron, iron pot; bioler
御釜を掘る(おかまをほる):to crash a car into the back of another; to perfo..
釜場(かまば):boiler room
釜を掘る(かまをほる):to sodomise; to sodomize; to bugger; to crash a c..",Jouyou.
"鍋
sample words:
鰻鍋
きむち鍋
手鍋",なべ,"鍋:pan, pot, kettle
鰻鍋(うなべ):eel stew
きむち鍋(きむちなべ):kimchi hot pot
手鍋(てなべ):pan",Jouyou.
"鍵
sample words:
鍵開け
鍵っ子
鍵の配布",かぎ,"鍵:key
鍵開け(かぎあけ):lock-picking; lock-opening
鍵っ子(かぎっこ):latchkey child; latchkey kid
鍵の配布(かぎのはいふ):key distribution",Jouyou.
"闇
sample words:
愚痴の闇
闇かるてる
闇路",やみ,"闇:darkness; grief, gloom; disorder, black market
愚痴の闇(ぐちのやみ):the darkness of ignorance
闇かるてる(やみかるてる):unauthorized cartel; unauthorised cartel
闇路(やみじ):dark road",Jouyou.
"隙
sample words:
手間隙
隙人",ひま,"隙:time; leisure; gap, crack; room, space; chance; u.
手間隙(てまひま):time and effort; trouble
隙人(ひまじん):person with a lot of free time on their hands; id.",Jouyou.
"頃
sample words:
あの頃
終わり頃
この頃様",ころ,"頃:time, period. about (regarding time)
あの頃(あのころ):in those days
終わり頃(おわりごろ):toward the end
この頃様(このごろよう):modern; up-to-date; latest",Jouyou.
"頃
sample words:
何時頃
後ろ身頃
今日此頃",ごろ,"頃:time, period. about (regarding time)
何時頃(いつごろ):about when; about what time; how soon
後ろ身頃(うしろみごろ):back part of a kimono
今日此頃(きょうこのごろ):recently; nowadays; these days",Jouyou.
"頬
sample words:
頬笑み
頬笑む
頬桁",ほお,"頬:cheek
頬笑み(ほおえみ):smile
頬笑む(ほおえむ):to smile
頬桁(ほおげた):cheekbone",Jouyou.
"頬
sample words:
頬笑む
頬が緩む
頬白鮫",ほほ,"頬:cheek
頬笑む(ほほえむ):to smile
頬が緩む(ほほがゆるむ):to grin
頬白鮫(ほほじろざめ):white pointer (Carcharodon carcharias); great whi.",Jouyou.
"餅
sample words:
お餅
鹿の子餅
蒸し餅",もち,"餅:rice cake
お餅(おもち):pounded mochi rice; rice cakes
鹿の子餅(かのこもち):mochi containing red bean paste
蒸し餅(むしもち):steamed mochi",Jouyou.
"餅
sample words:
五十日の餅
椿餅
環餅",もちい,"餅:rice cake
五十日の餅(いかのもちい):mochi used for the celebration of a child's fifti.
椿餅(つばいもちい):rice-cake sweet sandwiched between two camellia l.
環餅(まがりもちい):pastry made of dough pulled into various shapes a.",Jouyou.
"餌
sample words:
活餌
魚の餌科",え,"餌:feed, food; bait, prey; tempting profit
活餌(いきえ):live bait
魚の餌科(うおのえか):Cymothoidae (family of isopods)",Jouyou.
"餌
sample words:
餌場
餌遣り
釣餌",えさ,"餌:feed, food; bait, prey; tempting profit
餌場(えさば):feeding ground
餌遣り(えさやり):feeding (animals); provisioning
釣餌(つりえさ):bait (for fishing)",Jouyou.
"丑
sample words:
丑年
丑寅
丑の時参り",うし,"丑年(うしどし):year of the Ox
丑寅(うしとら):northeast
丑の時参り(うしのときまいり):cursing ritual where one visits a shrine at 2am a..",Not Jouyou.
"亥
sample words:
亥年
戌亥
亥の子",い,"亥年(いどし):year of the Boar; year of the Pig
戌亥(いぬい):northwest
亥の子(いのこ):day of the Boar in the month of the Boar (the 10t.",Not Jouyou.
"亦
sample words:
亦亦
心頭滅却すれば火も亦涼し
心頭を滅却すれば火も亦涼し",また,"亦亦(またまた):once again; (there you go) again; yet again
心頭滅却すれば火も亦涼し(しんとうめっきゃくすればひもまたすずし):if you clear your mind of all worldly thoughts, e.
心頭を滅却すれば火も亦涼し(しんとうをめっきゃくすればひもまたすずし):if you clear your mind of all worldly thoughts, e.",Not Jouyou.
"佃
sample words:
佃煮",つくだ,佃煮(つくだに):preserved food boiled in sweetened soy sauce,Not Jouyou.
"佛
sample words:
御佛",ほとけ,御佛(みほとけ):The Buddha; Lord Buddha,Not Jouyou.
"俄
sample words:
俄仕込み
俄に
俄かふぁん",にわか,"俄仕込み(にわかじこみ):hasty preparation
俄に(にわかに):abruptly; unexpectedly; suddenly
俄かふぁん(にわかふぁん):bandwagon fan; fair-weather fan",Not Jouyou.
"俎
sample words:
俎の鯉
俎板の上の鯉",まないた,"俎の鯉(まないたのこい):someone doomed to their fate; fish on the choppin.
俎板の上の鯉(まないたのうえのこい):someone doomed to their fate; fish on the choppin.",Not Jouyou.
"俣
sample words:
二俣",また,二俣(ふたまた):parting of the ways; dichotomy; fence-sitting; bi...,Not Jouyou.
"倭
sample words:
倭歌
倭絵
倭漢氏",やまと,"倭歌(やまとうた):Japanese poem; waka; tanka
倭絵(やまとえ):Yamato-e (classical Japan decorative paintings)
倭漢氏(やまとのあやうじ):Yamato no Aya clan",Not Jouyou.
"儲
sample words:
浮き名儲け
大儲け
ぼろ儲け",もうけ,"浮き名儲け(うきなもうけ):gaining (in prestige, etc.) from being named in a.
大儲け(おおもうけ):a killing; large profit
ぼろ儲け(ぼろもうけ):easy money; making a killing; easy gain",Not Jouyou.
"兜
sample words:
兜合わせ
兜を脱ぐ
角兜",かぶと,"兜合わせ(かぶとあわせ):frot (sex act)
兜を脱ぐ(かぶとをぬぐ):to give up; to surrender; to take one's hat off t..
角兜(つのかぶと):spiked helmet",Not Jouyou.
"冑
sample words:
内冑
冑魚",かぶと,"内冑(うちかぶと):hidden circumstances; inside of a helmet
冑魚(かぶとうお):large-headed midnight fish (Poromitra crassiceps).",Not Jouyou.
"冢
sample words:
陪冢",つか,陪冢(ばいづか):subsidiary burial mound (Kofun period); satellite.,Not Jouyou.
"函
sample words:
暗函
紙函
函館線",はこ,"暗函(あんばこ):black box; camera obscura
紙函(かみばこ):paper carton; paper box
函館線(はこだてせん):Hakodate Line",Not Jouyou.
"匙
sample words:
小匙
匙加減
匙を投げる",さじ,"小匙(こさじ):teaspoon
匙加減(さじかげん):making adjustments based on experience; quantity;...
匙を投げる(さじをなげる):to throw in the towel; to give up (something as h.",Not Jouyou.
"匣
sample words:
櫛匣
小匣
ぱんどらの匣",はこ,"櫛匣(くしばこ):comb box; toiletries case
小匣(こばこ):small box; casket
ぱんどらの匣(ぱんどらのはこ):Pandora's box",Not Jouyou.
"卯
sample words:
卯月
卯木
卯の花月",う,"卯月(うつき):fourth month of the lunar calendar
卯木(うつぎ):deutzia (Deutzia crenata)
卯の花月(うのはなづき):fourth month of the lunar calendar",Not Jouyou.
"厭
sample words:
厭がらせ
厭がる
厭な気持ち",いや,"厭がらせ(いやがらせ):pestering; harassment
厭がる(いやがる):to seem to hate; to appear uncomfortable (with); .
厭な気持ち(いやなきもち):unpleasant feeling",Not Jouyou.
"叉
sample words:
木の叉
角叉
桧葉叉",また,"木の叉(きのまた):crotch of a tree
角叉(つのまた):red algae
桧葉叉(ひばまた):Arctic wrack (Fucus evanescens)",Not Jouyou.
"只
sample words:
只ならない
只ならぬ
只に",ただ,"只ならない(ただならない):unusual; incomparable; serious
只ならぬ(ただならぬ):extraordinary; out of the ordinary; incomparable;.
只に(ただに):only; merely; simply",Not Jouyou.
"吾
sample words:
吾が仏
吾が仏尊し
吾が身",あ,"吾が仏(あがほとけ):my Buddha; my dear
吾が仏尊し(あがほとけとうとし):putting one's own beliefs on a pedestal; being na.
吾が身(あがみ):oneself; you; myself",Not Jouyou.
"咄
sample words:
怪談咄
小咄
天狗咄",はなし,"怪談咄(かいだんばなし):ghost story
小咄(こばなし):anecdote; brief (comic) story
天狗咄(てんぐばなし):story about tengu; boastful story",Not Jouyou.
"咳
sample words:
空咳
空咳
咳き上げる",せき,"空咳(からせき):dry cough; hacking cough; intentional cough (e.g..
空咳(からぜき):hacking cough; dry cough; intentional cough (e.g..
咳き上げる(せきあげる):to sob convulsively; to have a coughing fit",Not Jouyou.
"嘘
sample words:
嘘字
嘘吐き
嘘寝",うそ,"嘘字(うそじ):kanji written with the wrong strokes; incorrectly.
嘘吐き(うそつき):liar; fibber
嘘寝(うそね):feigned sleep; playing possum",Not Jouyou.
"嘴
sample words:
嘴が黄色い
嘴を挟む
嘴をはさむ",くちばし,"嘴が黄色い(くちばしがきいろい):fledgling; green; wet behind the ears; young and .
嘴を挟む(くちばしをさしはさむ):to meddle; to stick one's nose into (someone else.
嘴をはさむ(くちばしをはさむ):to meddle; to stick one's nose into (someone else.",Not Jouyou.
"嘴
sample words:
大嘴
黄嘴鶸
小嘴千鳥",はし,"大嘴(おおはし):toucan
黄嘴鶸(きばしひわ):twite (species of finch, Carduelis flavirostris)
小嘴千鳥(こばしちどり):Eurasian dotterel (Charadrius morinellus); dotter.",Not Jouyou.
"噂
sample words:
噂が立つ
噂が流れる
噂通り",うわさ,"噂が立つ(うわさがたつ):to have a rumor circulating
噂が流れる(うわさがながれる):to have rumors going around (rumours); to have ru.
噂通り(うわさどおり):as rumoured; as rumored",Not Jouyou.
"噓
sample words:
噓吐き
噓っぽい
大噓",うそ,"噓吐き(うそつき):fibber; liar
噓っぽい(うそっぽい):contrived; false-sounding
大噓(おおうそ):outright lie; outrageous lie",Not Jouyou.
"噺
sample words:
落とし噺
小噺
仕形噺",はなし,"落とし噺(おとしばなし):rakugo
小噺(こばなし):anecdote; brief (comic) story
仕形噺(しかたばなし):talking with gestures",Not Jouyou.
"嚢
sample words:
胃嚢
浮き嚢
革嚢",ふくろ,"胃嚢(いぶくろ):stomach; dietary needs
浮き嚢(うきぶくろ):life buoy; air bladder; swim bladder; life jacket.
革嚢(かわぶくろ):leather bag",Not Jouyou.
"國
sample words:
御國",くに,御國(みくに):country; Japan,Not Jouyou.
"址
sample words:
城址",あと,城址(しろあと):castle site; ruins of a castle,Not Jouyou.
"垢
sample words:
垢染みる
垢ばん
手垢",あか,"垢染みる(あかじみる):to become grimy or dirty
垢ばん(あかばん):account ban
手垢(てあか):dirt from the hands; finger marks",Not Jouyou.
"埃
sample words:
砂埃
土埃
埃っぽい",ほこり,"砂埃(すなぼこり):cloud of dust (sand, etc.)
土埃(つちぼこり):dust; cloud of dust
埃っぽい(ほこりっぽい):dust-covered; dusty",Not Jouyou.
"埴
sample words:
埴猪口
埴土",へな,"埴猪口(へなちょこ):novice; worthless person; squirt; greenhorn
埴土(へなつち):clay",Not Jouyou.
"堰
sample words:
井堰
堰板
堰止湖",せき,"井堰(いせき):dam; barrier; weir; sluice
堰板(せきいた):cover; sheathing board; sheeting
堰止湖(せきとめこ):dammed lake (formed by natural damming of a river.",Not Jouyou.
"塵
sample words:
塵紙
塵紙交換
塵紙",ちり,"塵紙(ちりがみ):toilet paper; tissue paper
塵紙交換(ちりがみこうかん):collecting waste paper (old newspapers, etc.) and.
塵紙(ちりし):tissue paper; toilet paper",Not Jouyou.
"壕
sample words:
外壕
壕跡",ほり,"外壕(そとぼり):outer moat (of a castle)
壕跡(ほりあと):remains of a dugout (usu. military)",Not Jouyou.
"壜
sample words:
空き壜
壜詰
安壜",びん,"空き壜(あきびん):empty bottle
壜詰(びんづめ):bottling; bottled
安壜(やすびん):cheap bottle (e.g. of alcohol)",Not Jouyou.
"壷
sample words:
蛙壷黴症
壷湯
野壷",つぼ,"蛙壷黴症(かえるつぼかびしょう):chytridiomycosis (fatal infectious disease of amp.
壷湯(つぼゆ):small (usu. round) bathtub for a single person (i.
野壷(のつぼ):night-soil reservoir dug in the field; field latr.",Not Jouyou.
"壺
sample words:
いんく壺
消し壺
壺に嵌まる",つぼ,"いんく壺(いんくつぼ):inkwell
消し壺(けしつぼ):(jar used as a) charcoal extinguisher
壺に嵌まる(つぼにはまる):to go as expected; to hit the bull's-eye; to succ.",Not Jouyou.
"壻
sample words:
入壻
花壻",むこ,"入壻(いりむこ):man who is adopted by his wife's family; man who ..
花壻(はなむこ):bridegroom",Not Jouyou.
"夷
sample words:
夷顔
夷草",えびす,"夷顔(えびすがお):smiling face
夷草(えびすぐさ):sicklepod (Senna obtusifolia)",Not Jouyou.
"姐
sample words:
姐貴
姐御
姐御肌",あね,"姐貴(あねき):elder sister; older female friend
姐御(あねご):elder sister
姐御肌(あねごはだ):a woman's natural inclination to care for others;.",Not Jouyou.
"姑
sample words:
嫁姑",しゅうとめ,"嫁姑(よめしゅうとめ):daughter-in-law and mother-in-law (relationship, .",Not Jouyou.
"姑
sample words:
小姑
小姑
嫁姑戦争",しゅうと,"小姑(こじゅうと):sister-in-law
小姑(こじゅうとめ):sister-in-law
嫁姑戦争(よめしゅうとせんそう):bride and mother-in-law war; conflict between a b.",Not Jouyou.
"姪
sample words:
姪御
姪子",めい,"姪御(めいご):(another person's) niece
姪子(めいっこ):niece",Not Jouyou.
"娵
sample words:
娵入り",よめ,娵入り(よめいり):wedding; marriage,Not Jouyou.
"寅
sample words:
丑寅
寅歳
寅年生まれ",とら,"丑寅(うしとら):northeast
寅歳(とらどし):year of the Tiger
寅年生まれ(とらどしうまれ):person born in the year of the Tiger; being born .",Not Jouyou.
"屎
sample words:
歯屎
目屎
目糞鼻屎を笑う",くそ,"歯屎(はくそ):(dental) plaque
目屎(めくそ):eye mucus; sleep; eye discharge
目糞鼻屎を笑う(めくそはなくそをわらう):the goop in the eye laughing at the snot in the n.",Not Jouyou.
"屑
sample words:
選り屑
屑屋さん
毛屑",くず,"選り屑(えりくず):trash
屑屋さん(くずやさん):junkman; garbage man; ragman
毛屑(けくず):flock; (bits of) down",Not Jouyou.
"峯
sample words:
大峯石
雲の峯",みね,"大峯石(おおみねせき):ominelite
雲の峯(くものみね):clouds that stand like a mountain peak during the.",Not Jouyou.
"嶋
sample words:
大八嶋国
大八嶋国",しま,"大八嶋国(おおやしまぐに):Japan
大八嶋国(おおやしまのくに):Japan",Not Jouyou.
"嶺
sample words:
嶺桜",みね,嶺桜(みねざくら):Japanese alpine cherry (Prunus nipponica),Not Jouyou.
"嶽
sample words:
御嶽教
御嶽
御嶽教",たけ,"御嶽教(おんたけきょう):Ontake-kyo (sect of Shinto); Mitake-kyo
御嶽(みたけ):large, high mountain
御嶽教(みたけきょう):Mitake-kyo; Ontake-kyo (sect of Shinto)",Not Jouyou.
"巌
sample words:
巌蔭",いわ,巌蔭(いわかげ):shade of a rock,Not Jouyou.
"巳
sample words:
已己巳己
辰巳
辰巳芸者",み,"已己巳己(いこみき):all the same
辰巳(たつみ):southeast
辰巳芸者(たつみげいしゃ):geisha from the Fukagawa red-light district in Ed.",Not Jouyou.
"巴
sample words:
巴蛾
巴戦
巴投げ",ともえ,"巴蛾(ともえが):Indian owlet-moth (Spirama retorta)
巴戦(ともえせん):play-off with 3 wrestlers participating; dogfight
巴投げ(ともえなげ):overhead throw in judo",Not Jouyou.
"巷
sample words:
悪の巷
修羅の巷
巷で話題",ちまた,"悪の巷(あくのちまた):skid row; underworld
修羅の巷(しゅらのちまた):scene of carnage
巷で話題(ちまたでわだい):recently popular; in vogue; much-talked-about",Not Jouyou.
"帚
sample words:
帚星",ほうき,帚星(ほうきぼし):comet,Not Jouyou.
"幡
sample words:
幡幢
幡幢
八幡大学",はた,"幡幢(はたほこ):banner; long-handled Chinese spear bearing a smal.
幡幢(はたぼこ):long-handled Chinese spear bearing a small flag; .
八幡大学(やはただいがく):Yahata University",Not Jouyou.
"廿
sample words:
廿日",にじゅう,廿日(にじゅうにち):20 days; 20th day of the month,Not Jouyou.
"戌
sample words:
戌亥
戌年
戌の年",いぬ,"戌亥(いぬい):northwest
戌年(いぬどし):year of the Dog
戌の年(いぬのとし):year of the Dog",Not Jouyou.
"戎
sample words:
戎講
翁戎貝
十日戎",えびす,"戎講(えびすこう):fete in honor of Ebisu (honour)
翁戎貝(おきなえびすがい):Beyrich's slit shell (species of sea snail, Pleur.
十日戎(とおかえびす):festival held on January 10 in honor of Ebisu, th.",Not Jouyou.
"或
sample words:
或る程度
或日
と或る",ある,"或る程度(あるていど):to a certain extent; to some extent
或日(あるひ):one day; (on) a certain day
と或る(とある):a certain ...",Not Jouyou.
"掟
sample words:
掟破り
村掟",おきて,"掟破り(おきてやぶり):breaking etiquette; illegal; against the rules
村掟(むらおきて):village rules (Edo period); village law",Not Jouyou.
"旁
sample words:
筆旁",つくり,筆旁(ふでづくり):kanji 'brush' radical,Not Jouyou.
"旭
sample words:
旭化成
旭蟹
旭硝子",あさひ,"旭化成(あさひかせい):Asahi Kasei
旭蟹(あさひがに):red frog crab (Ranina ranina)
旭硝子(あさひがらす):Asahi Glass",Not Jouyou.
"晦
sample words:
大晦",つごもり,大晦(おおつごもり):New Year's Eve; the last day of the year,Not Jouyou.
"曙
sample words:
曙繻子蘭
曙草
曙象",あけぼの,"曙繻子蘭(あけぼのしゅすらん):leafy goodyera (Goodyera foliosa)
曙草(あけぼのそう):Swertia bimaculata (species of felwort)
曙象(あけぼのぞう):Akebono elephant (Stegodon aurorae)",Not Jouyou.
"朔
sample words:
初朔日
綿抜の朔日",ついたち,"初朔日(はつついたち):first day of the second month
綿抜の朔日(わたぬきのついたち):1st day of the 4th month of the lunisolar calenda.",Not Jouyou.
"杏
sample words:
杏じゃむ
杏酒",あんず,"杏じゃむ(あんずじゃむ):apricot jam
杏酒(あんずしゅ):sake made from apricot",Not Jouyou.
"杖
sample words:
杖を突く
方杖
頬杖",つえ,"杖を突く(つえをつく):to walk with a cane
方杖(ほうづえ):angle brace; brace (in construction)
頬杖(ほおづえ):brace (in construction); resting one's chin in on.",Not Jouyou.
"杙
sample words:
橋杙
棒杙",くい,"橋杙(はしぐい):bridge pillar
棒杙(ぼうぐい):pile; stake",Not Jouyou.
"杜
sample words:
鎮守の杜
杜の都",もり,"鎮守の杜(ちんじゅのもり):grove of the village shrine
杜の都(もりのみやこ):Capital of Trees (nickname for Sendai City)",Not Jouyou.
"杭
sample words:
切り杭
支持杭
焼け棒杭",くい,"切り杭(きりくい):stump
支持杭(しじくい):bearing pile
焼け棒杭(やけぼくい):ember; charred stake",Not Jouyou.
"柏
sample words:
柏木
柏手
柏手を打つ",かしわ,"柏木(かしわぎ):imperial palace guard; oak tree
柏手(かしわで):clapping one's hands in prayer (at a shrine)
柏手を打つ(かしわでをうつ):to clap one's hands in prayer",Not Jouyou.
"柴
sample words:
火柴
柴垣
柴刈り",しば,"火柴(かしば):match; lucifer
柴垣(しばがき):brushwood fence
柴刈り(しばかり):firewood gathering",Not Jouyou.
"栖
sample words:
終の栖
鷹栖養護学校",す,"終の栖(ついのすみか):one's final abode
鷹栖養護学校(たかすようごがっこう):Takasu Special Needs School (older name style)",Not Jouyou.
"栗
sample words:
あめりか栗
勝ち栗
栗色小鴨",くり,"あめりか栗(あめりかぐり):American chestnut (Castanea dentata)
勝ち栗(かちぐり):dried chestnut
栗色小鴨(くりいろこがも):Auckland teal (Anas aucklandica); Auckland Island.",Not Jouyou.
