question,answer,comment,instruction
腸|sample words:|胃腸風邪|鼓腸|腸ちふす,ちょう,"腸:intestines, bowels, entrails; digestive system in.|胃腸風邪(いちょうかぜ):gastroenteritis; stomach flu|鼓腸(こちょう):bloating; bloat; meteorism; flatulence; tympanite.|腸ちふす(ちょうちふす):typhoid fever",Jouyou. JLPT : N1
街|sample words:|街衢|街図|街頭募金,がい,街:town; quarters; street|街衢(がいく):town|街図(がいず):street map|街頭募金(がいとうぼきん):streetside fundraising,Jouyou. JLPT : N1
郡|sample words:|共産国家郡|郡家|郡県制度,ぐん,"郡:county, district|共産国家郡(きょうさんこっかぐん):Communist bloc|郡家(ぐんけ):district governor's office (ritsuryo period)|郡県制度(ぐんけんせいど):county and prefecture system",Jouyou. JLPT : N1
俵|sample words:|一俵|土俵|土俵入り,ひょう,"俵:bag, bale, sack; bag counter|一俵(いっぴょう):one (straw) bagful|土俵(どひょう):(wrestling) ring; forum (e.g. for discussion); ga.|土俵入り(どひょういり):entrance procession of wrestlers into the ring",Jouyou. JLPT : N1
句|sample words:|句を切る|詩句|駄句,く,"句:phrase, clause, sentence, passage, paragraph; exp.|句を切る(くをきる):to punctuate a sentence|詩句(しく):verse|駄句(だく):poor poem",Jouyou. JLPT : N1
幹|sample words:|下位脳幹|幹事会|幹線けぶる,かん,幹:(tree) trunk|下位脳幹(かいのうかん):lower brainstem|幹事会(かんじかい):board of governors|幹線けぶる(かんせんけぶる):trunk cable,Jouyou. JLPT : N1
弁|sample words:|海苔弁|弁が立つ|弁護士,べん,"弁:braid. petal, valve. discrimination. speech, dial.|海苔弁(のりべん):nori bento|弁が立つ(べんがたつ):to have a way with words; to be eloquent|弁護士(べんごし):lawyer; attorney",Jouyou. JLPT : N1
恩|sample words:|恩がある|恩顧|恩賜,おん,"恩:kindness, goodness, favor, mercy, blessing, benef.|恩がある(おんがある):to be in one's debt|恩顧(おんこ):favour; favor; patronage|恩賜(おんし):Imperial gift",Jouyou. JLPT : N1
敵|sample words:|敵機|敵同士|敵に掛かる,てき,敵:enemy; competitor; revenge|敵機(てきき):enemy plane|敵同士(てきどうし):mutual enemies|敵に掛かる(てきにかかる):to assail the enemy,Jouyou. JLPT : N1
率|sample words:|いんふれ率|そるべん率|打率,りつ,"率:lead, spearhead (a group), command (troops)|いんふれ率(いんふれりつ):inflation rate|そるべん率(そるべんりつ):solvency ratio|打率(だりつ):batting average",Jouyou. JLPT : N1
益|sample words:|益する|差益|資益,えき,"益:gain, benefit, profit, use, advantage|益する(えきする):to be of use to; to benefit (the world, society, .|差益(さえき):marginal profits|資益(しえき):help; benefit",Jouyou. JLPT : N1
益|sample words:|現世利益|現世利益|ご利益,やく,"益:gain, benefit, profit, use, advantage|現世利益(げんせりやく):benefits gained in this world through observance ...|現世利益(げんぜりやく):benefits gained in this world through observance ...|ご利益(ごりやく):answer to a prayer; benefit; help; divine favour;.",Jouyou. JLPT : N1
素|sample words:|素気無い|素っ|素っ破,す,"素:principle; element. naked, uncovered, simple|素気無い(すげない):curt; blunt; short; cold|素っ(すっ):much; greatly; most|素っ破(すっぱ):thief; spy; liar",Jouyou. JLPT : N1
興|sample words:|興がる|興じる|興味をもつ,きょう,"興:rise, flourish. revive, retrieve (fortunes), rais.|興がる(きょうがる):to be amused or interested in|興じる(きょうじる):to amuse oneself; to make merry|興味をもつ(きょうみをもつ):to have an interest (in)",Jouyou. JLPT : N1
舎|sample words:|蒲鉾兵舎|裁判所庁舎|作業員宿舎,しゃ,"舎:inn; hut, house, mansion|蒲鉾兵舎(かまぼこへいしゃ):Quonset hut|裁判所庁舎(さいばんしょちょうしゃ):courthouse|作業員宿舎(さぎょういんしゅくしゃ):workers' living quarters; construction camp; bunk.",Jouyou. JLPT : N1
製|sample words:|あるみ製|いぎりす製|すちる製,せい,"製:make, manufacture|あるみ製(あるみせい):made of aluminum (aluminium)|いぎりす製(いぎりすせい):made in Britain; British made|すちる製(すちるせい):made of steel",Jouyou. JLPT : N1
証|sample words:|証拠|証拠だてる|証左,しょう,"証:proof, evidence; certificate|証拠(しょうこ):proof; evidence|証拠だてる(しょうこだてる):to substantiate; to prove|証左(しょうさ):witness; evidence; proof",Jouyou. JLPT : N1
酸|sample words:|あじぴん酸|おきそ酸|おれいん酸,さん,"酸:sour, acid, tart|あじぴん酸(あじぴんさん):adipic acid|おきそ酸(おきそさん):oxoacid|おれいん酸(おれいんさん):oleic acid",Jouyou. JLPT : N1
銭|sample words:|追い銭|金銭登録器|古銭,せん,銭:money|追い銭(おいせん):money paid in addition|金銭登録器(きんせんとうろくき):cash register|古銭(こせん):old coin,Jouyou. JLPT : N1
仁|sample words:|寛仁大度|仁義道徳|仁義をきる,じん,"仁:virtue, benevolence, humanity, charity; man|寛仁大度(かんじんたいど):being generous, benevolent and magnanimous in dis.|仁義道徳(じんぎどうとく):humanity and justice; benevolence and righteousne.|仁義をきる(じんぎをきる):to make a formal salutation (between yakuza, stre..",Jouyou. JLPT : N1
仁|sample words:|杏仁豆腐|応仁の乱|仁治,にん,"仁:virtue, benevolence, humanity, charity; man|杏仁豆腐(あんにんどうふ):(Chinese-style) almond jelly; dessert of powdered.|応仁の乱(おうにんのらん):Onin War (1467-1477)|仁治(にんじ):Ninji era (1240.7.16-1243.2.26)",Jouyou. JLPT : N1
宗|sample words:|かると宗教|宗旨変え|宗祖,しゅう,"宗:religion, sect, denomination|かると宗教(かるとしゅうきょう):cult; cult religion|宗旨変え(しゅうしがえ):conversion (to a different religion, denomination..|宗祖(しゅうそ):sect founder",Jouyou. JLPT : N1
宙|sample words:|宇宙|宇宙機|宇宙飛行士,ちゅう,"宙:air, space, mid-air, sky, heaven; memorization; i.|宇宙(うちゅう):space; universe; cosmos|宇宙機(うちゅうき):spacecraft|宇宙飛行士(うちゅうひこうし):astronaut",Jouyou. JLPT : N1
幕|sample words:|下げ幕|字幕|字幕すぱ,まく,幕:curtain; bunting; an act (in a play); end; first .|下げ幕(さげまく):drop curtain|字幕(じまく):subtitles; captioning|字幕すぱ(じまくすぱ):subtitles; captioning,Jouyou. JLPT : N1
派|sample words:|右派|えっせね派|きにく派,は,"派:group, party, clique; faction, sect; school (of a.|右派(うは):right wing|えっせね派(えっせねは):the Essenes|きにく派(きにくは):Cynics",Jouyou. JLPT : N1
班|sample words:|作業班|班次|班女が閨,はん,"班:corps, unite, squad; party, companions, group; or.|作業班(さぎょうはん):work party|班次(はんじ):precedence; ranking|班女が閨(はんじょがけい):bedroom of a forsaken woman",Jouyou. JLPT : N1
策|sample words:|回避策|下策|策する,さく,"策:plan, scheme, policy; step, means; whip|回避策(かいひさく):workaround|下策(げさく):poor plan|策する(さくする):to work out a plot; to devise a plan",Jouyou. JLPT : N1
糖|sample words:|あみの糖|かえで糖|砂糖,とう,糖:sugar|あみの糖(あみのとう):amino-sugar|かえで糖(かえでとう):maple sugar|砂糖(さとう):sugar,Jouyou. JLPT : N1
系|sample words:|あくせす系|あらぶ系|家系図,けい,"系:system; lineage; faction, group; zone; corollary;.|あくせす系(あくせすけい):access system|あらぶ系(あらぶけい):Arabian; Arab|家系図(かけいず):family tree",Jouyou. JLPT : N1
肺|sample words:|かりに肺炎|肺が弱い|肺尖加答児,はい,肺:lung|かりに肺炎(かりにはいえん):pneumocystis carinii pneumonia|肺が弱い(はいがよわい):having a weak chest|肺尖加答児(はいせんかたる):inflammation of the mucous of the upper lung; cat.,Jouyou. JLPT : N1
衆|sample words:|公家衆|四部衆|衆苦,しゅ,"衆:great numbers, multitude, populace; companions|公家衆(くげしゅ):courtier; noble; people serving the Imperial Cour.|四部衆(しぶしゅ):four orders of Buddhist followers (monks, nuns, m.|衆苦(しゅく):numerous sufferings; suffering of many people",Jouyou. JLPT : N1
衆|sample words:|烏合の衆|公衆さびす|公衆といれ,しゅう,"衆:great numbers, multitude, populace; companions|烏合の衆(うごうのしゅう):disorderly crowd; rabble; mob|公衆さびす(こうしゅうさびす):public services|公衆といれ(こうしゅうといれ):public restroom; public lavatory",Jouyou. JLPT : N1
鋼|sample words:|うつ鋼|粗鋼|炭素鋼,こう,鋼:steel|うつ鋼(うつこう):Wootz steel|粗鋼(そこう):crude steel|炭素鋼(たんそこう):carbon steel,Jouyou. JLPT : N1
乙|sample words:|乙巳|乙な味|乙に澄ます,おつ,"乙:B, second; the latter; duplicate|乙巳(おっし):Wood Snake (42nd term of the sexagenary cycle, e..|乙な味(おつなあじ):spicy taste; strange taste|乙に澄ます(おつにすます):to affect a serene mood; to assume an air of supe..",Jouyou. JLPT : N1
伎|sample words:|伎女|伎能,ぎ,"伎:deed, skill|伎女(ぎじょ):woman entertainer; prostitute|伎能(ぎのう):capacity; technical skill; ability",Jouyou. JLPT : N1
債|sample words:|過疎債|起債|ぎると債,さい,"債:debt, loan|過疎債(かそさい):depopulation bond; funding measure for depopulate.|起債(きさい):issuing of bonds|ぎると債(ぎるとさい):gilt-edged bond; gilt-edged security",Jouyou. JLPT : N1
僧|sample words:|悪たれ小僧|阿僧祇|かめら小僧,そう,"僧:monk, priest|悪たれ小僧(あくたれこぞう):naughty boy; bad boy|阿僧祇(あそうぎ):a number so great it can never be counted to; 10^.|かめら小僧(かめらこぞう):photographer, usually an amateur, who likes to ta..",Jouyou. JLPT : N1
僕|sample words:|僕ら|僕んち,ぼく,"僕:manservant, I (used by male speakers)|僕ら(ぼくら):we|僕んち(ぼくんち):my home",Jouyou. JLPT : N1
儀|sample words:|御辞儀|古儀|大儀そうに,ぎ,"儀:rule; ceremony; case, affair, a matter|御辞儀(おじぎ):bow; bowing|古儀(こぎ):ancient rites|大儀そうに(たいぎそうに):wearily",Jouyou. JLPT : N1
免|sample words:|木戸御免|ご免なさい|自己免疫,めん,"免:escape from, be rescued from, avoid, evade, avert..|木戸御免(きどごめん):have access to; have a pass to|ご免なさい(ごめんなさい):excuse me; I'm sorry; my apologies; pardon me|自己免疫(じこめんえき):autoimmunity",Jouyou. JLPT : N1
兼|sample words:|居間兼食堂|居間兼寝室|兼備,けん,"兼:combine with, serve as both; hold an additional p.|居間兼食堂(いまけんしょくどう):living room-cum-dining room|居間兼寝室(いまけんしんしつ):living room and bedroom; bed-sitter|兼備(けんび):being proficient in both; combine both",Jouyou. JLPT : N1
冠|sample words:|羽冠|冠位十二階|冠詞,かん,"冠:crown, diadem; a top character radical|羽冠(うかん):bird's crest|冠位十二階(かんいじゅうにかい):first system to rank officials into 12 levels (60.|冠詞(かんし):article",Jouyou. JLPT : N1
刑|sample words:|刑事事件|刑事どらま|刑事被告,けい,"刑:penalty, sentence, punishment|刑事事件(けいじじけん):criminal case|刑事どらま(けいじどらま):police drama (television); detective drama|刑事被告(けいじひこく):the accused",Jouyou. JLPT : N1
剣|sample words:|剣歯虎|剣奴|剣を抜く,けん,剣:sword|剣歯虎(けんしこ):saber-toothed tiger (sabre)|剣奴(けんど):gladiator|剣を抜く(けんをぬく):to draw a sword,Jouyou. JLPT : N1
勅|sample words:|教育勅語|軍人勅諭|勅願寺,ちょく,勅:imperial decree|教育勅語(きょういくちょくご):Imperial Rescript on Education (1890)|軍人勅諭(ぐんじんちょくゆ):Imperial Rescript to Soldiers and Sailors (1882)|勅願寺(ちょくがんじ):temple built at the order of the emperor,Jouyou. JLPT : N1
勘|sample words:|おぷん勘定|勘気|勘繰り,かん,"勘:perception, intuition; the sixth sense|おぷん勘定(おぷんかんじょう):open account|勘気(かんき):disinheritance; disfavor; disfavour|勘繰り(かんぐり):distrust; suspicion",Jouyou. JLPT : N1
卓|sample words:|円卓会議|座卓|操作卓,たく,"卓:table, desk; high|円卓会議(えんたくかいぎ):round-table conference; roundtable; round-table; .|座卓(ざたく):low table|操作卓(そうさたく):(operator) console",Jouyou. JLPT : N1
厘|sample words:|一分一厘|九分九厘|分厘,りん,"厘:one-tenth of a sen; one-tenth of a bu|一分一厘(いちぶいちりん):(not even) a bit of; (not even) a hint of; (not) .|九分九厘(くぶくりん):ninety-nine percent (finished, etc.); almost cert...|分厘(ぶんりん):(not) a bit; (not) in the least",Jouyou. JLPT : N1
塀|sample words:|高塀|土塀|ぶろっく塀,へい,"塀:wall, fence|高塀(たかべい):tall fence|土塀(どべい):plaster wall; earthen wall; mud wall|ぶろっく塀(ぶろっくべい):concrete-block wall",Jouyou. JLPT : N1
塁|sample words:|最多本塁打|地塁|二塁打,るい,"塁:fort, rampart, walls; base (in baseball)|最多本塁打(さいたほんるいだ):the most home runs|地塁(ちるい):horst|二塁打(にるいだ):double; two-base hit",Jouyou. JLPT : N1
塾|sample words:|英語塾|画塾|義塾,じゅく,塾:private school; boarding school; gate house|英語塾(えいごじゅく):private school for the study of English|画塾(がじゅく):private painting school|義塾(ぎじゅく):private school,Jouyou. JLPT : N1
壇|sample words:|壇家|壇家|壇の浦の戦,だん,"壇:stage, rostrum, dais; terrace; altar; world (of l.|壇家(だんか):family which supports a temple; parishioner|壇家(だんけ):family which supports a temple; parishioner|壇の浦の戦(だんのうらのたたかい):Battle of Dan-no-ura (final battle of the Genpei .",Jouyou. JLPT : N1
壱|sample words:|壱越調|壱越|壱万円,いち,"壱:one|壱越調(いちこちちょう):ichikotsu mode (one of the six main gagaku modes)|壱越(いちこつ):fundamental tone in the traditional Japanese 12-t.|壱万円(いちまんえん):10,000 yen",Jouyou. JLPT : N1
妃|sample words:|王太子妃|王太妃|王妃,ひ,"妃:queen, princess|王太子妃(おうたいしひ):crown princess|王太妃(おうたいひ):crown princess|王妃(おうひ):queen; empress",Jouyou. JLPT : N1
妙|sample words:|言いえて妙|至妙|造化の妙,みょう,"妙:strange, queer; mystery, miracle; cleverness|言いえて妙(いいえてみょう):perfectly fitting phrase|至妙(しみょう):extraordinary|造化の妙(ぞうかのみょう):the mystery of creation",Jouyou. JLPT : N1
嬢|sample words:|貴嬢|きゃば嬢|嬢さん,じょう,"嬢:girl, daughter, young lady; Miss.|貴嬢(きじょう):you (esp. unmarried women)|きゃば嬢(きゃばじょう):hostess (in a hostess bar)|嬢さん(じょうさん):(another's) daughter; young lady (esp. of respect.",Jouyou. JLPT : N1
宴|sample words:|宴会政治|宴を張る|賀宴,えん,"宴:feast, banquet, party, entertainment|宴会政治(えんかいせいじ):politicking by wining and dining|宴を張る(えんをはる):to hold a banquet; to give a dinner party|賀宴(がえん):banquet",Jouyou. JLPT : N1
寮|sample words:|花嫁御寮|女男性寮|寮歌,りょう,"寮:hostel, dormitory; villa; tea pavilion|花嫁御寮(はなよめごりょう):bride|女男性寮(めおせいりょう):mixed student accommodation; co-ed dormitory|寮歌(りょうか):dormitory song",Jouyou. JLPT : N1
尿|sample words:|尿器|尿素樹脂|尿漏れ,にょう,尿:urine|尿器(にょうき):urinal|尿素樹脂(にょうそじゅし):urea resin|尿漏れ(にょうもれ):urinary incontinence; enuresis,Jouyou. JLPT : N1
弐|sample words:|弐拾|弐心,に,"弐:two, second|弐拾(にじゅう):20; twenty|弐心(にしん):duplicity; double-dealing; treachery",Jouyou. JLPT : N1
愚|sample words:|愚姉|愚図つく|愚図り泣き,ぐ,"愚:foolish, stupid, dull|愚姉(ぐし):older sister|愚図つく(ぐずつく):to fret; to dawdle; to waste time doing nothing i..|愚図り泣き(ぐずりなき):crying (of a peevish baby)",Jouyou. JLPT : N1
把|sample words:|一把,わ,"把:bundle, bunch, sheaf, coil|一把(いちわ):bundle; bunch",Jouyou. JLPT : N1
掌|sample words:|指掌紋|車掌区|手掌,しょう,"掌:rule, administer, conduct|指掌紋(ししょうもん):hand print|車掌区(しゃしょうく):conductors' station (office)|手掌(しゅしょう):palm",Jouyou. JLPT : N1
斗|sample words:|一斗缶|科斗|五斗米,と,斗:ten sho (1 to = 4.8 gallons (U.S.)= 18 liters); a.|一斗缶(いっとかん):eighteen litre drum|科斗(かと):ancient seal-script character; tadpole|五斗米(ごとべい):small salary,Jouyou. JLPT : N1
旬|sample words:|下旬|五旬節|四旬節,しゅん,旬:ten-day period. season (for specific products)|下旬(げじゅん):21st to the last day of a month; last third of a .|五旬節(ごじゅんせつ):Feast of Weeks; Pentecost; Shavuot; Whitsunday; (.|四旬節(しじゅんせつ):Lent,Jouyou. JLPT : N1
旬|sample words:|旬日|旬外れ|旬余,じゅん,旬:ten-day period. season (for specific products)|旬日(じゅんじつ):ten-day period|旬外れ(じゅんはずれ):off-season|旬余(じゅんよ):over ten days,Jouyou. JLPT : N1
暦|sample words:|還暦祝い|ひじゅら暦|ゆだや暦,れき,"暦:calendar, almanac|還暦祝い(かんれきいわい):60th birthday celebration (usu. celebrated with a.|ひじゅら暦(ひじゅられき):Islamic calendar|ゆだや暦(ゆだやれき):Jewish calendar",Jouyou. JLPT : N1
某|sample words:|某高校|某氏|某の仕業,ぼう,"某:one, a certain; that person; that thing|某高校(ぼうこうこう):a certain high school|某氏(ぼうし):a certain someone who shall remain unnamed; a cer.|某の仕業(ぼうのしわざ):the work (doings) of so-and-so",Jouyou. JLPT : N1
栓|sample words:|がす栓|血栓塞栓症|こるく栓,せん,"栓:bolt, stopper, cork, plug, ear plug, bung, faucet.|がす栓(がすせん):gas cock; gas tap|血栓塞栓症(けっせんそくせんしょう):thromboembolism|こるく栓(こるくせん):cork stopper; (bottle) cork",Jouyou. JLPT : N1
核|sample words:|果核|核えねるぎ|核くらぶ,かく,"核:nucleus, core, seed, kernel|果核(かかく):putamen|核えねるぎ(かくえねるぎ):nuclear energy|核くらぶ(かくくらぶ):nuclear club",Jouyou. JLPT : N1
棺|sample words:|棺架|棺内分娩|棺に納める,かん,"棺:casket, coffin|棺架(かんか):bier|棺内分娩(かんないぶんべん):postmortem fetal extrusion; coffin birth|棺に納める(かんにおさめる):to lay in a coffin",Jouyou. JLPT : N1
欄|sample words:|こめんと欄|人生案内欄|てれび欄,らん,"欄:column (in a newspaper); blank; space; railing|こめんと欄(こめんとらん):comments section (on a blog, website, application.|人生案内欄(じんせいあんないらん):personal-question column|てれび欄(てれびらん):TV listings (e.g. in newspaper); TV guide; TV sch.",Jouyou. JLPT : N1
猟|sample words:|狩猟期|狩猟採集民|猟期,りょう,"猟:shooting, hunting; game, take, bag|狩猟期(しゅりょうき):hunting season|狩猟採集民(しゅりょうさいしゅうみん):hunters and gatherers|猟期(りょうき):hunting season",Jouyou. JLPT : N1
獣|sample words:|獣皮|獣皮紙|駄獣,じゅう,"獣:animal, beast|獣皮(じゅうひ):hide; pelt; animal skin|獣皮紙(じゅうひし):parchment; vellum|駄獣(だじゅう):pack animal",Jouyou. JLPT : N1
瓶|sample words:|いんく瓶|小瓶|でゅわ瓶,びん,"瓶:bottle, vial, jar, flask|いんく瓶(いんくびん):bottle of ink; ink bottle|小瓶(こびん):small bottle|でゅわ瓶(でゅわびん):Dewar vessel",Jouyou. JLPT : N1
甲|sample words:|いかの甲|亀甲|甲掛け,こう,甲:high (voice). first class； former； back (of the h..|いかの甲(いかのこう):cuttlebone|亀甲(きこう):tortoise shell|甲掛け(こうがけ):gauntlet; spats,Jouyou. JLPT : N1
症|sample words:|症例|だうん症|多脾症,しょう,症:illness; condition of a patient; nature of a dise.|症例(しょうれい):case|だうん症(だうんしょう):Down's syndrome|多脾症(たひしょう):polysplenia,Jouyou. JLPT : N1
癖|sample words:|奇矯な癖|奇癖|嗜癖,へき,"癖:habit, peculiality, vice, trait, fault; curl, kin.|奇矯な癖(ききょうなへき):eccentric habit|奇癖(きへき):strange habit|嗜癖(しへき):addiction",Jouyou. JLPT : N1
盆|sample words:|お盆明け|菓子盆|盆画,ぼん,盆:Lantern Festival; Festivals of the Dead; tray|お盆明け(おぼんあけ):the period (immediately) after Obon; just after O.|菓子盆(かしぼん):cake tray (dish)|盆画(ぼんが):tray landscape,Jouyou. JLPT : N1
盤|sample words:|しんぐる盤|だらい盤|ちぇす盤,ばん,"盤:shallow bowl, platter, tray, tub; board; phonogra.|しんぐる盤(しんぐるばん):single (record, CD, etc.)|だらい盤(だらいばん):lathe|ちぇす盤(ちぇすばん):chessboard",Jouyou. JLPT : N1
砲|sample words:|かのん砲|機関砲|きゃのん砲,ほう,"砲:gun, cannon, battery; gunnery, ordnance, artiller.|かのん砲(かのんほう):cannon (esp. high-velocity artillery)|機関砲(きかんほう):autocannon|きゃのん砲(きゃのんほう):cannon (esp. high-velocity artillery)",Jouyou. JLPT : N1
碁|sample words:|囲碁|碁打ち|碁器,ご,碁:Japanese checkers|囲碁(いご):go (board game)|碁打ち(ごうち):go player; playing go|碁器(ごき):go-stone container,Jouyou. JLPT : N1
碑|sample words:|慰霊碑|記念碑的|句碑,ひ,"碑:monument, tombstone|慰霊碑(いれいひ):cenotaph; memorial monument|記念碑的(きねんひてき):monumental|句碑(くひ):slab with a haiku cut on it",Jouyou. JLPT : N1
禅|sample words:|禅尼|禅坊主|禅話,ぜん,禅:silent meditation; Buddhist sect originating in t.|禅尼(ぜんに):Zen nun|禅坊主(ぜんぼうず):Zen monk|禅話(ぜんわ):Zen talk,Jouyou. JLPT : N1
稿|sample words:|画稿|寄稿家|愚稿,こう,"稿:copy, manuscript, draft; crest (of waves)|画稿(がこう):sketch|寄稿家(きこうか):contributor (of articles); contributing writer|愚稿(ぐこう):my manuscript",Jouyou. JLPT : N1
竜|sample words:|火竜|画竜点睛|飛竜子,りょう,竜:dragon|火竜(かりょう):firedrake|画竜点睛(がりょうてんせい):finishing touches; last vital touch|飛竜子(ひりょうず):deep-fried tofu mixed with thinly sliced vegetabl.,Jouyou. JLPT : N1
竜|sample words:|火竜|竜騎士|竜虎相搏つ,りゅう,竜:dragon|火竜(かりゅう):firedrake|竜騎士(りゅうきし):dragoon (in the Final Fantasy media franchise); d.|竜虎相搏つ(りゅうこあいうつ):a fight between equally great opponents,Jouyou. JLPT : N1
箇|sample words:|箇箇|真箇,こ,箇:counters for things|箇箇(ここ):each; one by one; individual; separate|真箇(しんこ):real; true,Jouyou. JLPT : N1
範|sample words:|儀範|規範的|誤差範囲,はん,"範:example, model, pattern; limit|儀範(ぎはん):model; precedent|規範的(きはんてき):normative|誤差範囲(ごさはんい):error range",Jouyou. JLPT : N1
籍|sample words:|医籍|戸籍簿|籍に入れる,せき,籍:domiciliary register; membership|医籍(いせき):register of physicians|戸籍簿(こせきぼ):family registry (of the district); original of on.|籍に入れる(せきにいれる):to have a name entered in the family register,Jouyou. JLPT : N1
紋|sample words:|小紋河豚|指紋|縫い紋,もん,紋:crest; (textile) figures|小紋河豚(こもんふぐ):finepatterned puffer (Takifugu poecilonotus)|指紋(しもん):fingerprint|縫い紋(ぬいもん):embroidered crest,Jouyou. JLPT : N1
紺|sample words:|紺綬褒章|紺そく|紺はいそ,こん,"紺:dark blue, navy blue|紺綬褒章(こんじゅほうしょう):Medal with Dark Blue Ribbon|紺そく(こんそく):navy-blue socks|紺はいそ(こんはいそ):navy-blue knee socks",Jouyou. JLPT : N1
缶|sample words:|缶ぺんけす|汽缶|すちる缶,かん,缶:can|缶ぺんけす(かんぺんけす):metal pencil box|汽缶(きかん):boiler|すちる缶(すちるかん):steel can,Jouyou. JLPT : N1
罰|sample words:|罰が悪い|罰げむ|罰打,ばつ,"罰:punishment, penalty|罰が悪い(ばつがわるい):awkward; uncomfortable; embarrassing|罰げむ(ばつげむ):punishment given to the loser of a game or contes.|罰打(ばつだ):penalty; penalty stroke",Jouyou. JLPT : N1
罰|sample words:|罰当り|罰が当たる|罰金,ばち,"罰:punishment, penalty|罰当り(ばちあたり):accursed; cursed; damned|罰が当たる(ばちがあたる):to pay for one's sins; to incur the wrath of the ..|罰金(ばっきん):penalty; fine",Jouyou. JLPT : N1
翁|sample words:|阿翁|塞翁が馬|白頭翁,おう,"翁:old man, venerable|阿翁(あおう):father-in-law (of a woman); grandfather|塞翁が馬(さいおうがうま):the future is unpredictable; the irony of fate; i.|白頭翁(はくとうおう):anemone; grey starling (gray); windflower; white-.",Jouyou. JLPT : N1
翼|sample words:|下げ翼|すろっと翼|ねっと右翼,よく,翼:wings|下げ翼(さげよく):wing flap|すろっと翼(すろっとよく):slotted wing|ねっと右翼(ねっとうよく):online right-wingers,Jouyou. JLPT : N1
胆|sample words:|心胆|胆気|胆斗の如し,たん,胆:gall bladder; courage|心胆(しんたん):heart|胆気(たんき):guts; nerves of steel; courage|胆斗の如し(たんとのごとし):being as bold as a lion,Jouyou. JLPT : N1
胴|sample words:|胴衣|胴差し|胴の長い,どう,"胴:torso, trunk (of a body); body armor; body (of a ...|胴衣(どうい):vest; padded, sleeveless undergarment|胴差し(どうざし):girt; (wooden) girder|胴の長い(どうのながい):long-bodied",Jouyou. JLPT : N1
膜|sample words:|蜘蛛膜|皮膜|膜型きぼど,まく,膜:membrane|蜘蛛膜(くもまく):the arachnoid (membrane)|皮膜(ひまく):membrane; film|膜型きぼど(まくがたきぼど):membrane keyboard,Jouyou. JLPT : N1
舗|sample words:|から舗装|質舗|茶舗,ほ,"舗:shop, store|から舗装(からほそう):colored pavement; coloured pavement|質舗(しちほ):pawnshop|茶舗(ちゃほ):tea store",Jouyou. JLPT : N1
艦|sample words:|いじす艦|えいじす艦|警備艦,かん,艦:warship|いじす艦(いじすかん):Aegis-class cruiser|えいじす艦(えいじすかん):Aegis-class cruiser|警備艦(けいびかん):guard ship,Jouyou. JLPT : N1
菊|sample words:|黄菊|菊たぶ|菊池図形,きく,菊:chrysanthemum|黄菊(きぎく):yellow chrysanthemum|菊たぶ(きくたぶ):chrysanthemum taboo; taboo about criticizing or p.|菊池図形(きくちずけい):Kikuchi pattern,Jouyou. JLPT : N1
