Question,Answer,Comment,Instruction,Render as
拳螺,"さざえ","turban shell (any mollusc of the family Turbinidae, esp. the horned turban, Turbo cornutus)","Uncommon reading and Uncommon kanji
Clue:||栄螺||",Image
鯱,"さちほこ,しゃち,しゃちほこ,しゃっちょこ","grampus//killer whale//mythical animal with the head of a lion and the body //mythical animal with the head of a lion and the body of a fish//mythical carp with the head of a lion and the body of a fish (auspicious protectors of well-being)//orca (Orcinus orca)//roof ornament in the shape of a shachihoko (believed to provide protection against fire by causing rain to fall)//shachi//shachihoko","Uncommon reading and Uncommon kanji",Image
鯯,"さっぱ","Japanese sardinella (Sardinella zunasi)","Uncommon reading and Uncommon kanji",Image
鱵,"さより","Japanese halfbeak (Hemiramphus sajori)//stickleback","Uncommon reading and Uncommon kanji",Image
鰆,"さわら","Japanese Spanish mackerel (Scomberomorus niphonius)","Uncommon reading and Uncommon kanji",Image
鱪,"しいら","common dolphinfish//dolphin//dorado//mahi-mahi (Coryphaena hippurus)","Uncommon reading and Uncommon kanji",Image
鱰,"しいら","common dolphinfish//dolphin//dorado//mahi-mahi (Coryphaena hippurus)","Uncommon reading and Uncommon kanji
Clue:||鱪||",Image
鯷,"しこ,ひしこ,ひしこいわし","Japanese anchovy (Engraulis japonica)","Uncommon reading and Uncommon kanji",Image
蜆,"しじみ","basket clam (Corbiculidae spp.)//freshwater clam//freshwater mussel","Uncommon reading and Uncommon kanji",Image
鮪,"しび","dead lay//Pacific bluefin tuna (edible fish, Thunnus orientalis)//person who is inactive during sexual intercourse//someone unconscious due to alcohol//starfish//tuna (edible fish, Thunnus spp.)//tunny","Uncommon reading and Uncommon kanji",Image
縞鯵,"しまあじ","striped jack (Pseudocaranx dentex)//white trevally","Uncommon reading and Uncommon kanji",Image
鮭,"しゃけ","chum salmon (Oncorhynchus keta)//salmon (Salmonidae spp.)","Uncommon reading and Uncommon kanji",Image
蝦蛄,"しゃこ","mantis crab//mantis shrimp (any marine crustacean of order Stomatopoda, esp. the species Oratosquilla oratoria)//squilla","Uncommon reading and Uncommon kanji",Image
青竜蝦,"しゃこ","mantis crab//mantis shrimp (any marine crustacean of order Stomatopoda, esp. the species Oratosquilla oratoria)//squilla","Uncommon reading and Uncommon kanji
Clue:||蝦蛄||",Image
介党鱈,"すけとうだら","Alaska pollack//walleye pollack (Theragra chalcogramma)","Uncommon reading and Uncommon kanji",Image
鱸,"すずき","Japanese sea bass (Lateolabrax japonicus)","Uncommon reading and Uncommon kanji",Image
鯣,"するめ","(thing that) grows on one over time//dried cuttlefish//dried squid//Japanese common squid (Todarodes pacificus)","Uncommon reading and Uncommon kanji",Image
鮬,"せいご","juvenile Japanese sea bass (under two years old and roughly 25 cm in length)","Uncommon reading and Uncommon kanji",Image
宗太鰹,"そうだがつお","frigate tuna (Auxis spp.)","Uncommon reading and Uncommon kanji",Image
鰖,"たかべ","Labracoglossa argentiventris (species of knifefish)","Uncommon reading and Uncommon kanji",Image
鰱,"たなご","bitterling (any fish of subfamily Acheilognathinae, esp. species Acheilognathus melanogaster)","Uncommon reading and Uncommon kanji
Clue:||鱮||",Image
鱮,"たなご","bitterling (any fish of subfamily Acheilognathinae, esp. species Acheilognathus melanogaster)","Uncommon reading and Uncommon kanji",Image
田螺,"たにし","pond snail (Viviparidae spp.)","Uncommon reading and Uncommon kanji",Image
鰔,"たら","gadid (any fish of the family Gadidae, incl. cod, haddock, whiting and pollack)//Pacific cod (Gadus macrocephalus)","Uncommon reading and Uncommon kanji
Clue:||鱈||",Image
鱈,"たら","gadid (any fish of the family Gadidae, incl. cod, haddock, whiting and pollack)//Pacific cod (Gadus macrocephalus)","Uncommon reading and Uncommon kanji",Image
知知武,"ちちぶ","dusky tripletooth goby (Tridentiger obscurus)","Uncommon reading and Uncommon kanji",Image
蝶鮫,"ちょうざめ","sturgeon (esp. the green sturgeon, Acipenser medirostris)","Uncommon reading and Uncommon kanji",Image
鰌,"どじょう","loach (any fish of family Cobitidae)//pond loach//weather loach (Misgurnus anguillicaudatus)","Uncommon reading and Uncommon kanji",Image
泥鰌,"どじょう,どんじょ,どんじょう","loach (any fish of family Cobitidae)//pond loach//weather loach (Misgurnus anguillicaudatus)","Uncommon reading and Uncommon kanji
Clue:||鰌||",Image
魹,"とど","northern sea lion//Steller sea lion (Eumetopias jubatus)","Uncommon reading and Uncommon kanji",Image
鰩,"とびうお","flying fish (esp. the Japanese flying fish, Cypselurus agoo)","Uncommon reading and Uncommon kanji",Image
鱠,"なます","dish of raw fish and vegetables seasoned in vinegar//namasu","Uncommon reading and Uncommon kanji",Image
鯰,"なまず","catfish (esp. the Amur catfish, Silurus asotus)//earthquake","Uncommon reading and Uncommon kanji",Image
虹鱒,"にじます","rainbow trout (Oncorhynchus mykiss)","Uncommon reading and Uncommon kanji",Image
鯡,"にしん","Pacific herring (Clupea pallasii)","Uncommon reading and Uncommon kanji
Clue:||鰊||",Image
鮸,"にべ","amiability//croaker (any fish of the family Sciaenidae)//drum//flattery//friendliness//gelatinous glue (produced from fish entrails)//graciousness//isinglass//Nibe croaker (Nibea mitsukurii)","Uncommon reading and Uncommon kanji",Image
鯁,"のぎ","small fish bone stuck in one's throat","Uncommon reading and Uncommon kanji",Image
鮠,"はい,はえ,はや","minnow//shinner","Uncommon reading and Uncommon kanji",Image
鰣,"はす","three-lips (freshwater fish of the minnow family, Opsariichthys uncirostris)","Uncommon reading and Uncommon kanji",Image
蝦虎魚,"はぜ","goby (fish)//yellowfin goby (Acanthogobius flavimanus)","Uncommon reading and Uncommon kanji",Image
鯊,"はぜ","goby (fish)//yellowfin goby (Acanthogobius flavimanus)","Uncommon reading and Uncommon kanji
Clue:||蝦虎魚||",Image
鰭,"はた,ひれ","fin (e.g. of a fish)","Uncommon reading and Uncommon kanji",Image
燭魚,"はたはた","Japanese sandfish//sailfin sandfish (Arctoscopus japonicus)","Uncommon reading and Uncommon kanji
Clue:||鰰||",Image
鰰,"はたはた","Japanese sandfish//sailfin sandfish (Arctoscopus japonicus)","Uncommon reading and Uncommon kanji",Image
文蛤,"はまぐり","common orient clam (Meretrix lusoria)","Uncommon reading and Uncommon kanji
Clue:||蚌/蛤||",Image
蚌,"はまぐり","common orient clam (Meretrix lusoria)","Uncommon reading and Uncommon kanji
Clue:||蛤||",Image
蛤,"はまぐり","common orient clam (Meretrix lusoria)","Uncommon reading and Uncommon kanji",Image
魬,"はまち","hamachi//young Japanese amberjack//young yellowtail","Uncommon reading and Uncommon kanji",Image
鱧,"はむ,はも","conger eel//daggertooth pike conger (Muraenesox cinereus)//garden eel","Uncommon reading and Uncommon kanji",Image
鰉,"ひがい","Sarcocheillichthys variegatus (species of minnow)","Uncommon reading and Uncommon kanji",Image
鮃,"ひらめ","bastard halibut//flounder (esp. the large-tooth flounders of family Paralichthyidae, but also lefteye flounders of family Bothidae)//olive flounder (Paralichthys olivaceus)//person who sucks up to superiors//toady","Uncommon reading and Uncommon kanji",Image
鱶,"ふか","(large) shark","Uncommon reading and Uncommon kanji",Image
魨,"ふぐ","blow fish//fugu//globefish//puffer fish//swellfish","Uncommon reading and Uncommon kanji",Image
鮐,"ふぐ","blow fish//fugu//globefish//puffer fish//swellfish","Uncommon reading and Uncommon kanji
Clue:||魨||",Image
鯸,"ふぐ","blow fish//fugu//globefish//puffer fish//swellfish","Uncommon reading and Uncommon kanji
Clue:||魨/鮐||",Image
鯺,"ふぐ","blow fish//fugu//globefish//puffer fish//swellfish","Uncommon reading and Uncommon kanji
Clue:||魨/鮐/鯸||",Image
鰒,"ふぐ","blow fish//fugu//globefish//puffer fish//swellfish","Uncommon reading and Uncommon kanji
Clue:||鯸/鯺/魨/鮐||",Image
富士壺,"ふじつぼ","acorn barnacle (Balanomorpha spp.)","Uncommon reading and Uncommon kanji",Image
鮒,"ふな","crucian carp (Carassius spp.)","Uncommon reading and Uncommon kanji",Image
鯽,"ふな","crucian carp (Carassius spp.)","Uncommon reading and Uncommon kanji
Clue:||鮒||",Image
鰤,"ぶり","Japanese amberjack (species of yellowtail, Seriola quinqueradiata)","Uncommon reading and Uncommon kanji",Image
紅鮭,"べにざけ","red salmon//sockeye salmon (Oncorhynchus nerka)","Uncommon reading and Uncommon kanji",Image
蛍烏賊,"ほたるいか","firefly squid (Watasenia scintillans)//sparkling enope squid","Uncommon reading and Uncommon kanji",Image
牡丹海老,"ぼたんえび","botan shrimp (Pandalus nipponensis)","Uncommon reading and Uncommon kanji",Image
𩸽,"ほっけ","arabesque greenling (Pleurogrammus azonus)//Okhotsk Atka mackerel","Uncommon reading and Uncommon kanji",Image
海鞘,"ほや","ascidian//sea squirt","Uncommon reading and Uncommon kanji",Image
老海鼠,"ほや","ascidian//sea squirt","Uncommon reading and Uncommon kanji
Clue:||海鞘||",Image
鰡,"ぼら","black mullet//flathead grey mullet//redlip mullet (Chelon haematocheilus)//striped mullet (Mugil cephalus)","Uncommon reading and Uncommon kanji",Image
牡蠣,"ぼれい","oyster//oyster shell","Uncommon reading and Uncommon kanji",Image
蟶貝,"まてがい","razor clam (Solen strictus)","Uncommon reading and Uncommon kanji
Clue:||馬刀貝||",Image
的鯛,"まとうだい","John Dory (Zeus faber)","Uncommon reading and Uncommon kanji",Image
真魚鰹,"まながつお","butterfish (any fish of family Stromateidae, esp. species Pampus punctatissimus)//harvestfish//rudderfish","Uncommon reading and Uncommon kanji
Clue:||鯧||",Image
鯧,"まながつお","butterfish (any fish of family Stromateidae, esp. species Pampus punctatissimus)//harvestfish//rudderfish","Uncommon reading and Uncommon kanji",Image
ムール貝,"ムールがい","(edible) mussel (esp. the Mediterranean mussel or blue mussel)","Uncommon reading and Uncommon kanji",Image
紋甲烏賊,"もんごいか,もんごういか","common cuttlefish (Sepia officinalis)//kisslip cuttlefish (Sepia lycidas)","Uncommon reading and Uncommon kanji",Image
鰥,"やもお,やもめ","divorced man not remarried//widower","Uncommon reading and Uncommon kanji",Image
槍烏賊,"やりいか","spear squid (Loligo bleekeri)","Uncommon reading and Uncommon kanji",Image
魯,"ろ","Lu (Chinese vassal state existing during the Spring and Autumn period)","Uncommon reading and Uncommon kanji",Image
若鷺,"わかさぎ","Japanese pond smelt (Hypomesus nipponensis)","Uncommon reading and Uncommon kanji
Clue:||公魚/鰙||",Image
鰙,"わかさぎ","Japanese pond smelt (Hypomesus nipponensis)","Uncommon reading and Uncommon kanji",Image
鰐,"わに","alligator//crocodile//shark//Wani//wani (mythological sea monster)","Uncommon reading and Uncommon kanji",Image
