Question,Answer,Comment,Instruction,Render as
"起,||おきる,おこる,おこす||","get up, rise, awake, occur, (a fire) is kindled, raise up, set up, pick up (someone), open, begin, promote, organize, generate, get sick, awaken, establish, plow, kindle (a fire), happen, break o","Onyomi: キ = get up, rise, awake, occur, (a fire) is kindled",Guess the meaning of the Kunyomi reading,Text
"急,||いそぐ||","hurry, hasten","Onyomi: キュウ = emergency, suddenness, danger, haste, steep",Guess the meaning of the Kunyomi reading,Text
"球,||たま||","ball, bulb, bowl, sphere","Onyomi: キュウ = globe, sphere, ball, bulb, (radio) tube",Guess the meaning of the Kunyomi reading,Text
"究,||きわめる||","investigate thoroly, master, carry to extremes","Onyomi: キュウ = investigate thoroly, master, carry to extremes",Guess the meaning of the Kunyomi reading,Text
"宮,||みや||","Shinto shrine, Imperial Palace, prince, princess","Onyomi: キュウ,グウ,ク = constellations (of the zodiac), palace",Guess the meaning of the Kunyomi reading,Text
"去,||さる||","leave, move away, quit, pass, elapse, be gone, be over, be distant from, remove, eliminate, get rid of, divorce","Onyomi: キョ,コ = leave, move away, quit, pass, elapse, be gone, be over, be distant from, remove, eliminate, get rid of, divorce",Guess the meaning of the Kunyomi reading,Text
"橋,||はし||","bridge","Onyomi: キョウ = bridge",Guess the meaning of the Kunyomi reading,Text
"業,||わざ||","deed, act, work, art, trick, performance","Onyomi: ギョウ,ゴウ = vocation, occupation, business, trade, profession, industry, undertaking, studies, arts, conduct, act, service, achievement",Guess the meaning of the Kunyomi reading,Text
"曲,||まがる,まげる||","bend, curve, swerve, be crooked, turn, be awry, be perverse, lean, decline, bow, distort, depart from (principles), pawn","Onyomi: キョク = music, tone, melody, composition, fault",Guess the meaning of the Kunyomi reading,Text
"苦,||くるしい,くるしむ,くるしめる,にがい,にがる||","suffer, groan, be troubled, be worried, be perplexed, strive, try hard, torment, harass, worry, persecute, inflict pain, feel bitter, scowl, painful, distressing, embarrassing, difficult, bitter,","Onyomi: ク = suffering, trial, worry, trouble, hardship, difficulty, toil",Guess the meaning of the Kunyomi reading,Text
"君,||きみ||","you (familiar), ruler","Onyomi: クン = mister (familiar)",Guess the meaning of the Kunyomi reading,Text
"係,||かかる,かかり||","duty, person in charge, is the work of","Onyomi: ケイ = duty, person in charge",Guess the meaning of the Kunyomi reading,Text
"軽,||かるい,かろやか||","light, trifling, unimportant, simple, easy, plain or light (meal), undignified","Onyomi: ケイ = light, trifling, unimportant, simple, easy, plain or light (meal), undignified",Guess the meaning of the Kunyomi reading,Text
"血,||ち||","blood, consanguinity","Onyomi: ケツ = blood",Guess the meaning of the Kunyomi reading,Text
"決,||きめる,きまる||","fix, decide, agree upon, appoint, choose, resolve, be decided, be settled, be arranged, be certain to, be doomed to","Onyomi: ケツ = decision, vote",Guess the meaning of the Kunyomi reading,Text
"研,||とぐ||","sharpen, grind, scour, hone, polish, wash (rice)","Onyomi: ケン = sharpen, grind, scour, hone, polish, wash (rice)",Guess the meaning of the Kunyomi reading,Text
"湖,||みずうみ||","lake","Onyomi: コ = lake",Guess the meaning of the Kunyomi reading,Text
"向,||むく,むける,むかう,むこう||","face, confront, oppose, defy, proceed to, get, tend toward, approach,turn, point (a gun), send (a messenger of letter),(a needle) points to, lean towards, front on, suit,the other side, opposite ","Onyomi: コウ = face, confront, oppose, defy, proceed to, get, tend toward, approach",Guess the meaning of the Kunyomi reading,Text
"幸,||さいわい,さち,しあわせ||","happiness, blessing, good fortune,mercy","Onyomi: コウ = happiness, fortune",Guess the meaning of the Kunyomi reading,Text
"港,||みなと||","port, harbor","Onyomi: コウ = port, harbor",Guess the meaning of the Kunyomi reading,Text
"根,||ね||","root, base (of a hill), head (of a boil), origin, foundation, peak","Onyomi: コン = root (of a plant), root, radical (in science and math), stamina",Guess the meaning of the Kunyomi reading,Text
"祭,||まつる,まつり||","offer prayers, celebrate, deify, enshrine, worship,festival, feast","Onyomi: サイ = offer prayers, celebrate, deify, enshrine, worship",Guess the meaning of the Kunyomi reading,Text
"始,||はじめる,はじまる||","begin, start, open, date from, (season) sets in, arise, break out, originate in,begin, open, start, originate, inaugurate, initiate","Onyomi: シ = beginning",Guess the meaning of the Kunyomi reading,Text
"死,||しぬ||","die","Onyomi: シ = death",Guess the meaning of the Kunyomi reading,Text
"指,||ゆび,さす||","point to, indicate, name, designate, insert, put into, fill, pour into, drop into (eyes), hold up (an umbrella), wear (a sword), offer (a cup), play, move (in games), rise, flow, be tinged with, ","Onyomi: シ = finger",Guess the meaning of the Kunyomi reading,Text
"持,||もつ||","hold, take, have, possess, carry, maintain, have charge of, wear, last long, pay, bear (a grudge)","Onyomi: ジ = hold, entertain, maintain, observe (principles)",Guess the meaning of the Kunyomi reading,Text
"歯,||は||","tooth, cog, dent","Onyomi: シ = tooth, age",Guess the meaning of the Kunyomi reading,Text
"使,||つかう||","use, handle, manipulate, employ, need, want, spend, consume, speak (English), practice (fencing), take (one's lunch), circulate (bad money)","Onyomi: シ = use, messenger",Guess the meaning of the Kunyomi reading,Text
"仕,||つかえる||","serve, work for","Onyomi: シ,ジ = official, civil service",Guess the meaning of the Kunyomi reading,Text
"次,||つぐ,つぎ||","rank next to, come later,next, stage station, stage","Onyomi: ジ,シ = order, sequence, times, next, below",Guess the meaning of the Kunyomi reading,Text
"事,||こと||","thing, matter, fact, circumstances, business, reason, experience","Onyomi: ジ,ズ = thing, matter",Guess the meaning of the Kunyomi reading,Text
"実,||み,みのる||","ripen, bear fruit,seed, berry, nut, fruit, substance, contents, ingredients, (soup) stock","Onyomi: ジツ = truth, reality, sincerity, fidelity, kindness, faith, substance, essence",Guess the meaning of the Kunyomi reading,Text
"写,||うつす,うつる||","be photographed, be projected (on a screen), (light or shadows) fall on,copy, transcribe, duplicate, reproduce, trace, describe, picture, photograph","Onyomi: シャ = be photographed, be projected (on a screen), (light or shadows) fall on",Guess the meaning of the Kunyomi reading,Text
"者,||もの||","person, somebody","Onyomi: シャ = person, thing",Guess the meaning of the Kunyomi reading,Text
"受,||うける,うかる||","receive, accept, take, get, obtain, catch (a ball), stop (a blow), parry, answer (the phone), undergo (an operation), take (an exam), sustain (a loss), be exposed to (ridicule), face, front of, i","Onyomi: ジュ = receive",Guess the meaning of the Kunyomi reading,Text
"酒,||さけ,さか||","sake, rice wine, alcoholic liquor","Onyomi: シュ = sake, rice wine, alcoholic liquor",Guess the meaning of the Kunyomi reading,Text
"取,||とる||","take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, admi","Onyomi: シュ = take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, administer, transact, take (pains), make out (the meaning), remove, take off (one's hat), take out (spots), strike out (words), weed, catch (fish), deprive of, steal, capture (territory), annex, need, require, reserve (rooms), subscribe to, press (a point home), take (a picture), possess",Guess the meaning of the Kunyomi reading,Text
"守,||まもる,もり||","defend, protect, keep, observe, obey, abide by, stick to, be true to,nursemaid, baby sitter, baby sitting, (lighthouse) keeper","Onyomi: シュ,ス = defend, protect, keep, observe, obey, abide by, stick to, be true to",Guess the meaning of the Kunyomi reading,Text
"主,||ぬし,おも||","owner, master, husband, lover, a god, you,main","Onyomi: シュ,ス = Lord, lord, master, employer, aim, main thing",Guess the meaning of the Kunyomi reading,Text
"集,||あつまる,あつめる,つどう||","meet, assemble, congregate, swarm, flock or gather together, be collected, be gathered together, converge,gather, collect, focus (something on)","Onyomi: シュウ = collection, gathering",Guess the meaning of the Kunyomi reading,Text
"住,||すむ,すまう||","live, reside, inhabit","Onyomi: ジュウ = dwelling, living",Guess the meaning of the Kunyomi reading,Text
"終,||おわる,おえる||","end, terminate, adjourn, be over, die,finish, complete","Onyomi: シュウ = end",Guess the meaning of the Kunyomi reading,Text
"習,||ならう||","learn, be taught, take lessons, practice","Onyomi: シュウ = learn, be taught, take lessons, practice",Guess the meaning of the Kunyomi reading,Text
"州,||す||","sandbar, shallows","Onyomi: シュウ = province, state, continent",Guess the meaning of the Kunyomi reading,Text
"拾,||ひろう||","pick up, gather, find, set (type), go on foot","Onyomi: シュウ,ジュウ = ten",Guess the meaning of the Kunyomi reading,Text
"重,||え,おもい,かさねる,かさなる||","pile up, heap up, add, repeat,be piled, lie on one another,heavy, massive, serious, important, severe, oppressed,double,fold, ply","Onyomi: ジュウ,チョウ = nest of boxes",Guess the meaning of the Kunyomi reading,Text
"宿,||やど,やどる,やどす||","lodge, dwell, live in, roost, be pregnant,keep (a guest), carry (a virus), conceive (a child),house, home, dwelling, address, inn, lodgings, shelter","Onyomi: シュク = lodging, inn, post town, relay station, stage",Guess the meaning of the Kunyomi reading,Text
"助,||たすける,たすかる,すけ||","be saved, be rescued, survive, be helpful,help, save, rescue, give relief to, spare (life), reinforce, promote, abet,assistance","Onyomi: ジョ = help, rescue",Guess the meaning of the Kunyomi reading,Text
"所,||ところ||","place, spot, scene, site, seat, locality, district, room, distance, address, point, feature, passage (in a book), part, thing, time, moment, extent, matter of course","Onyomi: ショ = place",Guess the meaning of the Kunyomi reading,Text
"暑,||あつい||","hot, warm, sultry","Onyomi: ショ = summer heat",Guess the meaning of the Kunyomi reading,Text
"消,||きえる,けす||","extinguish, blow out, turn off, erase, cross out, neutralize (odors or poisons), deaden (noise), cancel (in fractions),be extinguished, melt away, disappear, die out, wear away, burst (as a bubbl","Onyomi: ショウ = extinguish, blow out, turn off, erase, cross out, neutralize (odors or poisons), deaden (noise), cancel (in fractions)",Guess the meaning of the Kunyomi reading,Text
"乗,||のる,のせる||","ride, board, mount, get up on, spread (paints), be taken in, share in, join, be found in (a dictionary), feel like doing, be mentioned in, be in harmony with,place, put, lay, set, let (one) take ","Onyomi: ジョウ = power (in math), multiplication, record, vehicle, vehicle counter",Guess the meaning of the Kunyomi reading,Text
"商,||あきなう||","sell, handle, trade in","Onyomi: ショウ = trade, merchant, quotient",Guess the meaning of the Kunyomi reading,Text
"勝,||かつ,まさる||","win, prevail, predominate, surpass,excel, surpass, outrival","Onyomi: ショウ = victory, beauty spot",Guess the meaning of the Kunyomi reading,Text
"植,||うえる,うわる||","plant, set out, raise, sow, set type,be planted","Onyomi: ショク = planting",Guess the meaning of the Kunyomi reading,Text
"進,||すすむ,すすめる||","advance, proceed, progress, be promoted, be in an advanced stage, (watches) gain, feel like (doing),move forward, set (watches) ahead, promote, elevate, stimulate, speed up, present","Onyomi: シン = advancing",Guess the meaning of the Kunyomi reading,Text
"身,||み||","body, person, the quick, one's station in life, self, heart, soul, mind, ability, flesh, meat, life, blade, container, garment width","Onyomi: シン = body, person, the quick, one's station in life, self, heart, soul, mind, ability, flesh, meat, life, blade, container, garment width",Guess the meaning of the Kunyomi reading,Text
"深,||ふかい,ふかまる,ふかめる||","deep, thick, dense, profound, intense, intimate,deepen, heighten, intensity, strengthen","Onyomi: シン = deep",Guess the meaning of the Kunyomi reading,Text
"申,||もうす||","have the honor to, say, tell, talk, speak, declare, call, term, name","Onyomi: シン = have the honor to, say, tell, talk, speak, declare, call, term, name",Guess the meaning of the Kunyomi reading,Text
"真,||ま||","just, right, due (east), pure, genuine, true","Onyomi: シン = truth, reality, genuineness, Buddhist sect originating in the thirteenth century",Guess the meaning of the Kunyomi reading,Text
"神,||かみ,かん,こう||","God, god, Allah","Onyomi: シン,ジン = god, deity, mind, soul",Guess the meaning of the Kunyomi reading,Text
"整,||ととのえる,ととのう||","prepare, arrange, fill (orders), supply, raise (money), put in order, tidy up, adjust (clothes), regulate, settle, purchase,be prepared, be arranged, be in order, be adjusted, be well regulated, ","Onyomi: セイ = arranging",Guess the meaning of the Kunyomi reading,Text
"世,||よ||","world, society, public, life, existence, career, lifetime, age, era, generation, times, reign","Onyomi: セイ,セ = generation, world,age, counter for kings of the same name",Guess the meaning of the Kunyomi reading,Text
"昔,||むかし||","antiquity, old times","Onyomi: セキ,シャク = antiquity, old times",Guess the meaning of the Kunyomi reading,Text
"全,||まったく,すべて||","entirely, completely, wholly, perfectly, truly, indeed.","Onyomi: ゼン = all",Guess the meaning of the Kunyomi reading,Text
"送,||おくる||","send, ship, transmit, remit, see off, see home, escort, spend (one's) time, live (a life), add","Onyomi: ソウ = sending",Guess the meaning of the Kunyomi reading,Text
"相,||あい||","together, each other, mutually, reciprocally, fellow, emphatic vebal prefix","Onyomi: ソウ,ショウ = aspect, phase, physiognomy,minister of state, councilor",Guess the meaning of the Kunyomi reading,Text
"息,||いき||","breath, respiration","Onyomi: ソク = son, interest (on money)",Guess the meaning of the Kunyomi reading,Text
"速,||はやい,はやめる,はやまる,すみやか||","speedy, prompt, swift,hasten, precipitate, accelerate, expedite, advance (the date)","Onyomi: ソク = speedy, prompt, swift",Guess the meaning of the Kunyomi reading,Text
"他,||ほか||","some other place, outside, the rest","Onyomi: タ = another, the other, others, another thing, the rest, another place",Guess the meaning of the Kunyomi reading,Text
"打,||うつ||","strike, hit, beat, knock, slap, punch, thrash, smite, clap (one's hands), beat (a drum), ring (a bell), (clocks) strike, impress, touch, shoot, pound in (a nail), water, sprinkle, braid, play (ch","Onyomi: ダ = striking",Guess the meaning of the Kunyomi reading,Text
"待,||まつ||","wait, wait for, expect, watch for, depend on, treat, deal with","Onyomi: タイ = waiting",Guess the meaning of the Kunyomi reading,Text
"代,||かわる,かえる,よ,しろ||","world, society, public, life, existence, career, lifetime, age, era, generation, times, reign,change, turn, convert, exchange, renew, substitute, replace,relieve,price, substitution","Onyomi: ダイ,タイ = period, age, generation, charge, rate, fee, cost, price",Guess the meaning of the Kunyomi reading,Text
"炭,||すみ||","charcoal","Onyomi: タン = charcoal, coal",Guess the meaning of the Kunyomi reading,Text
"短,||みじかい||","short, brief","Onyomi: タン = shortness, brevity, fault, defect, demerit, weak point",Guess the meaning of the Kunyomi reading,Text
"着,||きる,きせる,つく,つける||","put on, wear,clothe, dress, cover, plate, coat, gild, veneer, blame for, impute a crime to,arrive at, reach, attain to","Onyomi: チャク,ジャク = arrival, finish (in a race), race counter",Guess the meaning of the Kunyomi reading,Text
"柱,||はしら||","pillar, column, post, pole, support, prop, stay, sole support, counter for Shinto gods","Onyomi: チュウ = cylinder, supports for strings on a lute, pillar, post",Guess the meaning of the Kunyomi reading,Text
"注,||そそぐ||","pour into, pour on, irrigate, sprinkle, shed (tears),(rain) falls, flow into, pay attention to, concentrate on","Onyomi: チュウ = notes, comment, N.B.",Guess the meaning of the Kunyomi reading,Text
"調,||しらべる,ととのう,ととのえる||","test, examine, investigate, survey, check up, inspect, overhaul, search for, look up (a word), refer to (a book), interrogate, correct (papers), play (on an instrument),prepare, arrange, fill (or","Onyomi: チョウ = tune, tone, meter, key (in music), style of writing, tax in kind",Guess the meaning of the Kunyomi reading,Text
"追,||おう||","drive away, chase, drive (cattle), follow, persue (pleasure)","Onyomi: ツイ = drive away, chase, drive (cattle), follow, persue (pleasure)",Guess the meaning of the Kunyomi reading,Text
"庭,||にわ||","yard, courtyard, garden","Onyomi: テイ = yard, courtyard, garden",Guess the meaning of the Kunyomi reading,Text
"定,||さだめる,さだまる,さだか||","be decided, be settled, quiet down,establish, lay down, stipulate, decide, determine, appoint, set (a date), pacify,sure, positive, accurate, reliable, sound, firm, clear, evident, genuine, able,","Onyomi: テイ,ジョウ = deciding,be decided, be settled, quiet down",Guess the meaning of the Kunyomi reading,Text
"笛,||ふえ||","flute, pipe, clarinet, whistle, fife, pitch pipe, bagpipe, piccolo","Onyomi: テキ = flute",Guess the meaning of the Kunyomi reading,Text
"転,||ころがる,ころげる,ころがす,ころぶ||","roll over, tumble, lie down (on the lawn), be convulsed (with laughter),knock down,fall down","Onyomi: テン = turn, remove, change",Guess the meaning of the Kunyomi reading,Text
"都,||みやこ||","capital, metropolis","Onyomi: ト,ツ = capital, metropolis",Guess the meaning of the Kunyomi reading,Text
"度,||たび||","time, occasion, repetition","Onyomi: ド,ト,タク = degree, extent, measure, limit, a time, graduation, scale, composure,save, redeem, reclaim",Guess the meaning of the Kunyomi reading,Text
"童,||わらべ||","child","Onyomi: ドウ = child",Guess the meaning of the Kunyomi reading,Text
"等,||ひとしい||","equal, similar, alike, equivalent","Onyomi: トウ = class, grade, degree",Guess the meaning of the Kunyomi reading,Text
"湯,||ゆ||","hot water, hot bath, hot spring","Onyomi: トウ = hot water",Guess the meaning of the Kunyomi reading,Text
"島,||しま||","island","Onyomi: トウ = island",Guess the meaning of the Kunyomi reading,Text
"動,||うごく,うごかす||","move, stir, shift, shake, swing, operate, run, go, work, be touched, be influenced, waver, fluctuate, vary, change, be transferred,set in motion, inspire, rouse, influence, mobilize, deny","Onyomi: ドウ = motion, change, confusion",Guess the meaning of the Kunyomi reading,Text
"投,||なげる||","throw, hurl, give up, sell at a loss","Onyomi: トウ = throw",Guess the meaning of the Kunyomi reading,Text
"豆,||まめ||","beans, peas, pulse","Onyomi: トウ,ズ = beans, peas, pulse",Guess the meaning of the Kunyomi reading,Text
"登,||のぼる||","rise, ascend, go up, climb, go to (the capital), add up to, be promoted, advance (in price), sail up, come up (on the agenda)","Onyomi: トウ,ト = rise, ascend, go up, climb, go to (the capital), add up to, be promoted, advance (in price), sail up, come up (on the agenda)",Guess the meaning of the Kunyomi reading,Text
"波,||なみ||","wave, billows","Onyomi: ハ = wave",Guess the meaning of the Kunyomi reading,Text
"配,||くばる||","distribute, serve (food), allocate, keep (your eyes) on","Onyomi: ハイ = distribute, spouse, exile, rationing",Guess the meaning of the Kunyomi reading,Text
"坂,||さか||","incline, slope, hill","Onyomi: ハン = incline, slope, hill",Guess the meaning of the Kunyomi reading,Text
"板,||いた||","board, plank, planking, plate, sheet, the stage","Onyomi: ハン,バン = board, plank, planking, plate, sheet, the stage",Guess the meaning of the Kunyomi reading,Text
"反,||そる,そらす||","warp, curve, lean backward,bend, warp","Onyomi: ハン,ホン,タン = antithesis, opposite, antagonism, anti,roll of cloth (c,10yds.), .245 acres, 300 tsubo",Guess the meaning of the Kunyomi reading,Text
"美,||うつくしい||","beautiful, lovely, fine, goodlooking, picturesque, sweet (voice), noble, pure","Onyomi: ビ = beauty, grace, charm",Guess the meaning of the Kunyomi reading,Text
"悲,||かなしい,かなしむ||","grieve, be sad, deplore, mourn for, regret,sad, pathetic, plaintive","Onyomi: ヒ = grieve, be sad, deplore, mourn for, regret",Guess the meaning of the Kunyomi reading,Text
"鼻,||はな||","nose, snout, muzzle","Onyomi: ビ = nasal",Guess the meaning of the Kunyomi reading,Text
"皮,||かわ||","skin, hide, leather, fur, pelt, bark, peeling, husk, shell, film, cream","Onyomi: ヒ = skin, hide, leather, fur, pelt, bark, peeling, husk, shell, film, cream",Guess the meaning of the Kunyomi reading,Text
"筆,||ふで||","writing brush, paintbrush, writing, drawing, painting, the pen, handwriting, penmanship, literary work","Onyomi: ヒツ = writing brush, paintbrush, writing, drawing, painting, the pen, handwriting, penmanship, literary work",Guess the meaning of the Kunyomi reading,Text
"氷,||こおり,ひ||","ice, shaved ice,hail","Onyomi: ヒョウ = freeze, be frozen over, congeal",Guess the meaning of the Kunyomi reading,Text
"表,||おもて,あらわす,あらわれる||","express, show, manifest,appear, emerge, come in sight, show up, be revealed, be discovered, be mentioned, become famous,surface, right side, face, exterior, outside, front, the street, mat covers","Onyomi: ヒョウ = table, schedule, diagram, chart, list",Guess the meaning of the Kunyomi reading,Text
"病,||やむ,やまい||","get sick, be sick, suffer from,illness, bad habit, weakness, passion","Onyomi: ビョウ,ヘイ = get sick, be sick, suffer from",Guess the meaning of the Kunyomi reading,Text
"品,||しな||","article, goods, thing, quality, brand, kind, type, ways, conditions, character","Onyomi: ヒン = refinement, dignity, article",Guess the meaning of the Kunyomi reading,Text
"負,||まける,まかす,おう||","be defeated, get the worst of it, be overcome with, yield to, be inferior to, lower the price, be poisoned with lacquer,overcome, outrival, defeat,bear, carry on the back, owe, assume, bear (a re","Onyomi: フ = negative, minus, minus sign",Guess the meaning of the Kunyomi reading,Text
"物,||もの||","thing, object, matter, somebody, something, success, reason","Onyomi: ブツ,モツ = thing, object, matter, somebody, something, success, reason",Guess the meaning of the Kunyomi reading,Text
"平,||たいら,ひら||","flat, smooth, calm, a plain, sitting tailor fashion,earnestly, humbly,common, ordinary","Onyomi: ヘイ,ビョウ = level, peaceful",Guess the meaning of the Kunyomi reading,Text
"返,||かえす,かえる||","go back, return to former employer, (colors) fade,return, give back, repay, put back, overturn, requite (favors), take vengeance, turn around, answer, regurgitate","Onyomi: ヘン = answer",Guess the meaning of the Kunyomi reading,Text
"放,||はなす,はなつ,はなれる,ほうる||","set free, release, fire, shoot, circulate (rumors), emit, give out, set fire to, banish,let go, disengage, liberate,free oneself from,throw, hurl, toss, give up, neglect, let alone","Onyomi: ホウ = set free, release, fire, shoot, circulate (rumors), emit, give out, set fire to, banish",Guess the meaning of the Kunyomi reading,Text
"味,||あじ,あじわう||","taste, appreciate, experience,flavor, aroma, zest, experience, tinge","Onyomi: ミ = taste, flavor, dash, touch, tinge, counter for foods and drinks",Guess the meaning of the Kunyomi reading,Text
"命,||いのち||","life","Onyomi: メイ,ミョウ = command, decree, destiny, life,",Guess the meaning of the Kunyomi reading,Text
"面,||おも,おもて,つら||","face, honor, reputation,surface","Onyomi: メン = face features, mask, face guard, surface, plane, side, facet, aspect, phase, corner (of a board), page",Guess the meaning of the Kunyomi reading,Text
"問,||とう,とい,とん||","ask, question, inquire, accuse,Inquiry","Onyomi: モン = question, problem, subject, discussion",Guess the meaning of the Kunyomi reading,Text
"薬,||くすり||","medicine, glaze, enamel, chemical, gunpower, benefit","Onyomi: ヤク = medicine",Guess the meaning of the Kunyomi reading,Text
"油,||あぶら||","oil","Onyomi: ユ = oil",Guess the meaning of the Kunyomi reading,Text
"由,||よし||","reason, cause, significance, means, way, effect, point, intent","Onyomi: ユ,ユウ,ユイ = depend on",Guess the meaning of the Kunyomi reading,Text
"有,||ある||","there is, have, exist, occur, be located, be contained in, (it) measures, happen, be found, be held, consist of","Onyomi: ユウ,ウ = possession,being, existence",Guess the meaning of the Kunyomi reading,Text
"遊,||あそぶ||","play, enjoy oneself, visit, take a holiday, be out of use, be unemployed, be idle, study under, go on a spree","Onyomi: ユウ,ユ = play, enjoy oneself, visit, take a holiday, be out of use, be unemployed, be idle, study under, go on a spree",Guess the meaning of the Kunyomi reading,Text
"葉,||は||","leaf, foliage, needle, blade, spear, frond","Onyomi: ヨウ = leaf, plane, lobe, counter for flat things",Guess the meaning of the Kunyomi reading,Text
"羊,||ひつじ||","sheep","Onyomi: ヨウ = sheep",Guess the meaning of the Kunyomi reading,Text
"様,||さま||","situation, circumstances, condition,Mr., Mrs., Messrs., Mme., Miss, Master","Onyomi: ヨウ = way, manner, method, kind, class, (to that) effect",Guess the meaning of the Kunyomi reading,Text
"落,||おちる,おとす||","fall, drop, come down, go down, drip, collapse, cave in, sink, fail (in exams), be missing, come off, come out, flee, lose popularity, abate, flow into, be inferior, fall unconscious, fade, be ca","Onyomi: ラク = fall, drop, come down, go down, drip, collapse, cave in, sink, fail (in exams), be missing, come off, come out, flee, lose popularity, abate, flow into, be inferior, fall unconscious, fade, be captured, be carried away by",Guess the meaning of the Kunyomi reading,Text
"流,||ながれる,ながす||","flow, trickle, ooze, drain, run down, be washed away, float, drift, wander, be forfeited, be foreclosed, lapse, incline to, be swayed by, (years) pass,dash, pour, sluice, let run out, flush, set ","Onyomi: リュウ,ル = current, counter for flags",Guess the meaning of the Kunyomi reading,Text
"旅,||たび||","journey","Onyomi: リョ = journey, go around",Guess the meaning of the Kunyomi reading,Text
"緑,||みどり||","green, verdure","Onyomi: リョク,ロク = green, verdure",Guess the meaning of the Kunyomi reading,Text
"練,||ねる||","gloss, soften, train, drill, polish, refine","Onyomi: レン = gloss, soften, train, drill, polish, refine",Guess the meaning of the Kunyomi reading,Text
"路,||じ||","route, road, distance","Onyomi: ロ = road, route, path",Guess the meaning of the Kunyomi reading,Text
"和,||やわらぐ,やわらげる,なごむ,なごやか||","soften, be reconciled, lessen, calm down,moderate, ease, alleviate, mitigate, relax, appease, dilute (wine), tone down (colors), comfort, pacify, quiet,be softened, get quiet,mellow, matured, ref","Onyomi: ワ,オ = sum, peace, harmony, reconciliation, unity",Guess the meaning of the Kunyomi reading,Text
"丁,||チョウ,テイ||","fourth, adult male, servant,counter for guns, tools, orders of food, leaves, blocks or cakes of something, even number","",Guess the meaning of the Onyomi reading,Text
"両,||リョウ||","old Japanese coin, both, two, vehicle counter","",Guess the meaning of the Onyomi reading,Text
"予,||ヨ||","I, myself, the writer","",Guess the meaning of the Onyomi reading,Text
"倍,||バイ||","double, twice, times, fold","",Guess the meaning of the Onyomi reading,Text
