Question,Answer,Comment,Instruction,Render as
"額,||ひたい||","forehead, brow","Onyomi: ガク = tablet, plaque, framed picture, sum, quantity, amount, volume, denomination",Guess the meaning of the Kunyomi reading,Text
"幹,||みき||","(tree) trunk","Onyomi: カン = (tree) trunk",Guess the meaning of the Kunyomi reading,Text
"慣,||なれる,ならす||","tame, charm (animals), train, exercise, drill, habituate, accustom to, get used to, become experienced, be tamed, get too familiar, mature","Onyomi: カン = experience, become a habit",Guess the meaning of the Kunyomi reading,Text
"眼,||まなこ||","eye","Onyomi: ガン,ゲン = eye, look, gaze, notice, attention, viewpoint, discrimination, insight, experience, treatment, care, favor, pity, texture, weave, mesh, grain, square, sight, vision, tooth (of a saw), weight, eye (of a needle)",Guess the meaning of the Kunyomi reading,Text
"技,||わざ||","deed, act, work, art, trick, performance","Onyomi: ギ = art, craft, ability, skill, feat, performance",Guess the meaning of the Kunyomi reading,Text
"寄,||よる,よせる||","let approach, bring near, gather, collect, summon, muster, add up, push aside, attack, send a letter, contribute to, become dependent on, take refuge with, approach, assemble, call at, come, lean","Onyomi: キ = let approach, bring near, gather, collect, summon, muster, add up, push aside, attack, send a letter, contribute to, become dependent on, take refuge with",Guess the meaning of the Kunyomi reading,Text
"基,||もと,もとい||","basis, foundation, origin","Onyomi: キ = radical (in chemistry), counter for lanterns, wreaths, motors, silos, and heavy machines, foundation, fundamentals, basis",Guess the meaning of the Kunyomi reading,Text
"喜,||よろこぶ||","rejoice, be glad, be pleased","Onyomi: キ = rejoice, be glad, be pleased",Guess the meaning of the Kunyomi reading,Text
"逆,||さか,さからう||","oppose, act contrary to, offend, reverse, inversion, upside down","Onyomi: ギャク = reverse, inverse, opposite, unnatural, wicked, traitorous",Guess the meaning of the Kunyomi reading,Text
"救,||すくう||","save, help, rescue, relieve (suffering), redeem, reclaim","Onyomi: キュウ = save, help, rescue, relieve (suffering), redeem, reclaim",Guess the meaning of the Kunyomi reading,Text
"久,||ひさしい||","long, long continued, an old (story)","Onyomi: キュウ,ク = long, long continued, an old (story)",Guess the meaning of the Kunyomi reading,Text
"許,||ゆるす||","permit, approve, authorize, acknowledge, confide in, forgive, pardon, release, acquit, overlook","Onyomi: キョ = permit, approve, authorize, acknowledge, confide in, forgive, pardon, release, acquit, overlook",Guess the meaning of the Kunyomi reading,Text
"居,||いる||","be, exist, be found in, stay in, inhabit, live with, reside, be present, remain (sitting)","Onyomi: キョ = residence",Guess the meaning of the Kunyomi reading,Text
"境,||さかい||","boundary, border, frontier, place","Onyomi: キョウ,ケイ = boundary, region, condition, stage",Guess the meaning of the Kunyomi reading,Text
"型,||かた||","model, mold, matrix, impression, style, type, pattern, make, set form, usage","Onyomi: ケイ = model, mold, matrix, impression, style, type, pattern, make, set form, usage",Guess the meaning of the Kunyomi reading,Text
"経,||へる||","pass, elapse, pass through, experience","Onyomi: ケイ,キョウ = longitude, sutra, warp",Guess the meaning of the Kunyomi reading,Text
"潔,||いさぎよい||","pure, clean, righteous, manly, gallant, sportsmanlike","Onyomi: ケツ = pure, clean, righteous, manly, gallant, sportsmanlike",Guess the meaning of the Kunyomi reading,Text
"減,||へる,へらす||","decrease, dwindle, subside, wear and tear, get hungry,reduce, decrease, shorten, curtail, be hungry","Onyomi: ゲン = decrease, decline",Guess the meaning of the Kunyomi reading,Text
"険,||けわしい||","steep, severe, angry","Onyomi: ケン = inaccessible place, impregnable pass, strategic position, steep place, sharp (eyes), sinister (look)",Guess the meaning of the Kunyomi reading,Text
"限,||かぎる||","limit, restrict, confine","Onyomi: ゲン = limit, restrict, confine",Guess the meaning of the Kunyomi reading,Text
"現,||あらわれる,あらわす||","appear, emerge, come in sight, show up, be revealed, be discovered, be mentioned, become famous,show, indicate, display, prove, disclose, express, represent, distinguish oneself","Onyomi: ゲン = present, exciting, actual",Guess the meaning of the Kunyomi reading,Text
"故,||ゆえ||","reason, cause, circumstances","Onyomi: コ = reason, cause, circumstances",Guess the meaning of the Kunyomi reading,Text
"構,||かまえる,かまう||","build, keep house, take a posture, assume an attitude, pose as, be ready for, feign, pretend, set up (camp),mind, care about, pay attention to, interfere with, be hospitable, tease, molest, expel","Onyomi: コウ = build, keep house, take a posture, assume an attitude, pose as, be ready for, feign, pretend, set up (camp)",Guess the meaning of the Kunyomi reading,Text
"効,||きく||","be effective","Onyomi: コウ = efficacy, benefit, efficiency, effect, result, success",Guess the meaning of the Kunyomi reading,Text
"耕,||たがやす||","plow, cultivate","Onyomi: コウ = plow, cultivate",Guess the meaning of the Kunyomi reading,Text
"厚,||あつい||","thick, kind, cordial","Onyomi: コウ = very thick, heavy",Guess the meaning of the Kunyomi reading,Text
"興,||おこる,おこす||","rise, flourish,revive, retrieve (fortunes), raise up","Onyomi: コウ,キョウ = interest, entertainment, pleasure",Guess the meaning of the Kunyomi reading,Text
"告,||つげる||","tell, inform, announce, proclaim, bid, order","Onyomi: コク = tell, inform, announce, proclaim, bid, order",Guess the meaning of the Kunyomi reading,Text
"混,||まじる,まざる,まぜる,こむ||","mix, blend, mingle, include, let in on,be mixed, be blended, mingle with","Onyomi: コン = mix, blend, adulterate, confound, confuse",Guess the meaning of the Kunyomi reading,Text
"妻,||つま||","wife, spouse","Onyomi: サイ = (my) wife",Guess the meaning of the Kunyomi reading,Text
"災,||わざわい||","calamity, misfortune, woe, evil, curse","Onyomi: サイ = calamity, misfortune, woe, evil, curse",Guess the meaning of the Kunyomi reading,Text
"在,||ある||","there is, have, exist, occur, be located, be contained in, (it) measures, happen, be found, be held, consist of","Onyomi: ザイ = outskirts, suburbs, country",Guess the meaning of the Kunyomi reading,Text
"罪,||つみ||","sin, crime, offense, guilt, blame, fault, misconduct","Onyomi: ザイ = sin, crime, offense, guilt, blame, fault, misconduct",Guess the meaning of the Kunyomi reading,Text
"採,||とる||","take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, admi","Onyomi: サイ = take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, administer, transact, take (pains), make out (the meaning), remove, take off (one's hat), take out (spots), strike out (words), weed, catch (fish), deprive of, steal, capture (territory), annex, need, require, reserve (rooms), subscribe to, press (a point home), take (a picture), possess",Guess the meaning of the Kunyomi reading,Text
"際,||きわ||","side, edge, verge","Onyomi: サイ = time, occasion, when",Guess the meaning of the Kunyomi reading,Text
"再,||ふたたび||","again, twice","Onyomi: サイ,サ = again, twice",Guess the meaning of the Kunyomi reading,Text
"殺,||ころす||","kill, murder, butcher, waste (money), suppress (anger), hold (breath), put off, strike out","Onyomi: サツ,サイ,セツ = kill, murder, butcher, waste (money), suppress (anger), hold (breath), put off, strike out",Guess the meaning of the Kunyomi reading,Text
"酸,||すい||","sour, acid, tart","Onyomi: サン = acid, bitterness",Guess the meaning of the Kunyomi reading,Text
"支,||ささえる||","support, maintain, sustain, hold, prop, bolster, check, stem","Onyomi: シ = branch",Guess the meaning of the Kunyomi reading,Text
"枝,||えだ||","branch, bow, twig, limb","Onyomi: シ = branch, bow, twig, limb",Guess the meaning of the Kunyomi reading,Text
"飼,||かう||","raise, keep, feed","Onyomi: シ = raising (animals)",Guess the meaning of the Kunyomi reading,Text
"志,||こころざす,こころざし||","plan, intend, aim at, aspire to, resolve, determine,will, intention, motive, determination, aim, ambition, hopes, gift, kindness, offering (Buddhist)","Onyomi: シ = record, shilling, will, intention, motive, determination, aim, ambition, hopes, gift, kindness, offering (Buddhist)",Guess the meaning of the Kunyomi reading,Text
"似,||にる||","resemble","Onyomi: ジ = resemble",Guess the meaning of the Kunyomi reading,Text
"示,||しめす||","show, indicate, point out, give (an example), signify, display, express","Onyomi: ジ,シ = indication",Guess the meaning of the Kunyomi reading,Text
"謝,||あやまる||","apologize, be floored","Onyomi: シャ = thank, apologize, decline, refuse, take one's leave",Guess the meaning of the Kunyomi reading,Text
"授,||さずける,さずかる||","grant, confer, award, invest (with authority), impart, teach,be gifted with, be granted, be awarded, be accorded, be blessed with, be taught","Onyomi: ジュ = give, grant",Guess the meaning of the Kunyomi reading,Text
"修,||おさめる,おさまる||","govern oneself, conduct oneself well,study, complete (a course), cultivate, master, order (one's life), repair","Onyomi: シュウ,シュ = govern oneself, conduct oneself well",Guess the meaning of the Kunyomi reading,Text
"述,||のべる||","state, speak, recite, relate, mention","Onyomi: ジュツ = state, speak, relate",Guess the meaning of the Kunyomi reading,Text
"招,||まねく||","beckon to, invite, summon, engage (someone), call (a doctor), incur, cause","Onyomi: ショウ = beckon to, invite, summon, engage (someone), call (a doctor), incur, cause",Guess the meaning of the Kunyomi reading,Text
"常,||つね,とこ||","normal conditions, regular course of events, one's habit,ever, endless","Onyomi: ジョウ = normal conditions, regular course of events, one's habit",Guess the meaning of the Kunyomi reading,Text
"情,||なさけ||","sympathy, compassion","Onyomi: ジョウ,セイ = feeling, emotion, passion, affection, heart, human nature, sympathy, sincerity, circumstances, facts, obstinacy",Guess the meaning of the Kunyomi reading,Text
"織,||おる||","weave","Onyomi: ショク,シキ = weaveing",Guess the meaning of the Kunyomi reading,Text
"勢,||いきおい||","force, vigor, energy, spirit, life, authority, influence, power, might, impetus, course (of events), tendency, necessarily","Onyomi: セイ = energy, military strength",Guess the meaning of the Kunyomi reading,Text
"政,||まつりごと||","government, rule","Onyomi: セイ,ショウ = government, rule",Guess the meaning of the Kunyomi reading,Text
"責,||せめる||","condemn, blame, censure, criticize, take to task, torture, persecute, urge, tease (to do something)","Onyomi: セキ = condemn, blame, censure, criticize, take to task, torture, persecute, urge, tease (to do something)",Guess the meaning of the Kunyomi reading,Text
"絶,||たえる,たやす,たつ||","become extinct, die out, discontinue, end, fail, peter out,exterminate, root out, run out of (stock), let (a fire) go out,sever, cut off, shut off, interrupt, abstain from, eradicate, suppress","Onyomi: ゼツ = be beyond (words)",Guess the meaning of the Kunyomi reading,Text
"設,||もうける||","prepare, provide, establish, found, set up, organize, enact, lay down (rules), get (a child)","Onyomi: セツ = prepare, provide, establish, found, set up, organize, enact, lay down (rules), get (a child)",Guess the meaning of the Kunyomi reading,Text
"接,||つぐ||","join, piece together, splice, cement, set (broken bones), graft (trees)","Onyomi: セツ = touch, contact, adjoin, receive (visitors), be in receipt of, encounter, experience, draw near",Guess the meaning of the Kunyomi reading,Text
"増,||ます,ふえる,ふやす||","increase, add to, augment, gain, promote (health), enlarge, extend","Onyomi: ゾウ = increase",Guess the meaning of the Kunyomi reading,Text
"造,||つくる||","make, create, manufacture, prepare, draw up, write, compose, build, coin, cultivate, organize, establish, make up (a face), trim (a tree), fabricate, prepare food, commit (sin)","Onyomi: ゾウ = make, create, manufacture, prepare, draw up, write, compose, build, coin, cultivate, organize, establish, make up (a face), trim (a tree), fabricate, prepare food, commit (sin)",Guess the meaning of the Kunyomi reading,Text
"測,||はかる||","measure, gauge, weigh, fathom, sound, compute, estimate","Onyomi: ソク = measure, gauge, weigh, fathom, sound, compute, estimate",Guess the meaning of the Kunyomi reading,Text
"率,||ひきいる||","lead, spearhead (a group), command (troops)","Onyomi: ソツ,リツ = rate, percentage, proportion, coefficient, factor, constant, index",Guess the meaning of the Kunyomi reading,Text
"損,||そこなう,そこねる||","harm, hurt, injure, damage, mar, lose, oppress","Onyomi: ソン = loss, disadvantage, handicap",Guess the meaning of the Kunyomi reading,Text
"貸,||かす||","lend, hire out, rent, lease, give credit to","Onyomi: タイ = lend, hire out, rent, lease, give credit to",Guess the meaning of the Kunyomi reading,Text
"断,||たつ,ことわる||","sever, cut off, shut off, interrupt, abstain from, eradicate, suppress,decline, refuse, apologize, give notice, warn, dismiss, prohibit","Onyomi: ダン = decision, judgment, cutting",Guess the meaning of the Kunyomi reading,Text
"築,||きずく||","build, construct","Onyomi: チク = build, construct",Guess the meaning of the Kunyomi reading,Text
"張,||はる||","put up (a tent), stretch, spread, string, tighten, cover, line, strain, square (elbows), give (a banquet), run (a store), stake (money), display, slap, box, spank, lay (flooring), insist on (one'","Onyomi: チョウ = counter for bows and stringed instruments",Guess the meaning of the Kunyomi reading,Text
"程,||ほど||","limits, limit, extent, degree, moderation, social status, distance, time, amount","Onyomi: テイ = degree, law, formula, distance",Guess the meaning of the Kunyomi reading,Text
"提,||さげる||","take along, carry in the hand","Onyomi: テイ = take along, carry in the hand",Guess the meaning of the Kunyomi reading,Text
"導,||みちびく||","guide, lead, conduct, usher","Onyomi: ドウ = leading",Guess the meaning of the Kunyomi reading,Text
"統,||すべる||","control, supervise, govern","Onyomi: トウ = relationship, lineage, beginning",Guess the meaning of the Kunyomi reading,Text
"独,||ひとり||","alone, on one's own","Onyomi: ドク = alone",Guess the meaning of the Kunyomi reading,Text
"得,||える,うる||","get, acquire, acquire, find, earn, win, gain, receive, can, be able to, may, commit (sin)","Onyomi: トク = profit, advantage, benefit",Guess the meaning of the Kunyomi reading,Text
"任,||まかせる,まかす||","entrust to, leave to","Onyomi: ニン = duty, responsibility, office, mission, term",Guess the meaning of the Kunyomi reading,Text
"燃,||もえる,もやす,もす||","burn, blaze, glow","Onyomi: ネン = burn",Guess the meaning of the Kunyomi reading,Text
"破,||やぶる,やぶれる||","tear, rip, rend, break, crush, destroy, violate, transgress, defeat, baffle, frustrate,be torn, rip open, be broken, burst, rupture, collapse, be worn out, be defeated, be frustrated","Onyomi: ハ = tear, rip, rend, break, crush, destroy, violate, transgress, defeat, baffle, frustrate",Guess the meaning of the Kunyomi reading,Text
"犯,||おかす||","commit, sin against, violate, break, defy, disregard, attack, assault, seduce, rape","Onyomi: ハン = offense, crime, counter for criminal offenses",Guess the meaning of the Kunyomi reading,Text
"備,||そなえる,そなわる||","be furnished with, be endowed with, possess, be among, be one of,furnish, provide, equip, install, have ready, prepare, possess, have, be endowed with, be armed with","Onyomi: ビ = be furnished with, be endowed with, possess, be among, be one of",Guess the meaning of the Kunyomi reading,Text
"費,||ついやす,ついえる||","spend, consume, waste,become less, be wasted","Onyomi: ヒ = expenses, cost",Guess the meaning of the Kunyomi reading,Text
"肥,||こえる,こえ,こやす,こやし||","get fat, get fertile,fertilize, enrich, fatten, feather one's nest, pamper one's taste,manure, fertilizer,night soil","Onyomi: ヒ = get fat, get fertile",Guess the meaning of the Kunyomi reading,Text
"比,||くらべる||","compare, balance, contrast","Onyomi: ヒ = ratio, comparison, an equal, a match",Guess the meaning of the Kunyomi reading,Text
"貧,||まずしい||","poor, destitute, meager","Onyomi: ヒン,ビン = poverty",Guess the meaning of the Kunyomi reading,Text
"布,||ぬの||","cloth","Onyomi: フ = cloth",Guess the meaning of the Kunyomi reading,Text
"仏,||ほとけ||","Buddha, merciful person, Buddhist image, the dead","Onyomi: ブツ = Buddha, Buddhism",Guess the meaning of the Kunyomi reading,Text
"粉,||こ,こな||","flour, meal, powder","Onyomi: フン = dust, powder",Guess the meaning of the Kunyomi reading,Text
"編,||あむ||","knit, plait, braid, net, weave, twist, crochet, compile, edit, frame","Onyomi: ヘン = compilation, editing, completed poem, a book, a part of a book",Guess the meaning of the Kunyomi reading,Text
"墓,||はか||","grave, tomb","Onyomi: ボ = grave, tomb",Guess the meaning of the Kunyomi reading,Text
"保,||たもつ||","keep, preserve, hold, retain, maintain, support, sustain, last, endure, keep well (food), wear well, be durable","Onyomi: ホ = guarantee",Guess the meaning of the Kunyomi reading,Text
"豊,||ゆたか||","abundant, rich, fruitful","Onyomi: ホウ = abundant, rich, fruitful",Guess the meaning of the Kunyomi reading,Text
"防,||ふせぐ||","defend, protect, resist, keep away, shut out, ward off, prevent","Onyomi: ボウ = defend, protect, resist, keep away, shut out, ward off, prevent",Guess the meaning of the Kunyomi reading,Text
"報,||むくいる||","reward, compensate, repay, revenge","Onyomi: ホウ = news, report, reward, retribution",Guess the meaning of the Kunyomi reading,Text
"暴,||あばく,あばれる||","rage, rave, fret, buck,unearth, disclose, rave, divulge, reveal, open (a grave)","Onyomi: ボウ,バク = violence, force, outrage, cruelty",Guess the meaning of the Kunyomi reading,Text
"夢,||ゆめ||","dream, vision, illusion, delusion, reverie","Onyomi: ム = dream, vision, illusion, delusion, reverie",Guess the meaning of the Kunyomi reading,Text
"務,||つとめる,つとまる||","serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)","Onyomi: ム = serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)",Guess the meaning of the Kunyomi reading,Text
"迷,||まよう||","be perplexed, be in doubt, hesitate, vacillate, go astray, err, be tempted, be infatuated, be misguided","Onyomi: メイ = be perplexed, be in doubt, hesitate, vacillate, go astray, err, be tempted, be infatuated, be misguided",Guess the meaning of the Kunyomi reading,Text
"綿,||わた||","cotton, cotton wool","Onyomi: メン = cotton, cotton thread, cotton cloth",Guess the meaning of the Kunyomi reading,Text
"余,||あまる,あます||","remain, be in excess, be too many,leave, spare, save","Onyomi: ヨ = I, myself, the writer, surplus, other, remainder,over, more than",Guess the meaning of the Kunyomi reading,Text
"留,||とめる,とまる||","stop, halt, stand still, pull up, cease, be interrupted, be discontinued, be choked, alight on, perch, roost, be held in position,check, allay (pain), fasten, turn off, detain, forbid to do, diss","Onyomi: リュウ,ル = stop, halt, stand still, pull up, cease, be interrupted, be discontinued, be choked, alight on, perch, roost, be held in position",Guess the meaning of the Kunyomi reading,Text
"件,||ケン||","matter, case, item","",Guess the meaning of the Onyomi reading,Text
"個,||コ||","individual, article counter","",Guess the meaning of the Onyomi reading,Text
"停,||テイ||","stopping","",Guess the meaning of the Onyomi reading,Text
"像,||ゾウ||","image, statue, figure, picture, portrait","",Guess the meaning of the Onyomi reading,Text
"刊,||カン||","publishig, carve, engrave","",Guess the meaning of the Onyomi reading,Text
"判,||ハン,バン||","stamp, seal, a monogram signature, judgment","",Guess the meaning of the Onyomi reading,Text
"制,||セイ||","system, organization, imperial command, laws, regulation,control, govern, suppress, restrain, hold back, establish","",Guess the meaning of the Onyomi reading,Text
"則,||ソク||","follow (precedent), be based on, go by, live up to, model after, be in accordance with","",Guess the meaning of the Onyomi reading,Text
"句,||ク||","phrase, clause, sentence, passage, paragraph, expression, line, verse, stanza, 17syllable poem","",Guess the meaning of the Onyomi reading,Text
"可,||カ||","good, passable, approval, safe to say, ability to do","",Guess the meaning of the Onyomi reading,Text
"史,||シ||","history, chronicles, historian, book","",Guess the meaning of the Onyomi reading,Text
"団,||ダン,トン||","body, group, corps, gang, party, company, troupe, circle","",Guess the meaning of the Onyomi reading,Text
"圧,||アツ||","press, oppress, dominate, overwhelm","",Guess the meaning of the Onyomi reading,Text
"均,||キン||","to level, to average","",Guess the meaning of the Onyomi reading,Text
"堂,||ドウ||","temple, shrine, hall, reception room, firm, state chamber,shop, store","",Guess the meaning of the Onyomi reading,Text
"士,||シ||","samurai, man, gentleman, scholar","",Guess the meaning of the Onyomi reading,Text
"婦,||フ||","woman, wife, bride","",Guess the meaning of the Onyomi reading,Text
"容,||ヨウ||","form, looks","",Guess the meaning of the Onyomi reading,Text
"属,||ゾク||","genus, subordinate official","",Guess the meaning of the Onyomi reading,Text
"師,||シ||","teacher, master, exemplary person, army, war","",Guess the meaning of the Onyomi reading,Text
"序,||ジョ||","beginning, preface, order, precedence, farewell address, curtain raiser","",Guess the meaning of the Onyomi reading,Text
"弁,||ベン||","braid,petal, valve,discrimination,speech, dialect, oratory","",Guess the meaning of the Onyomi reading,Text
"往,||オウ||","let go, chase away","",Guess the meaning of the Onyomi reading,Text
"復,||フク||","return to, revert to, be restored to, resume (one's duties), revenge, reward","",Guess the meaning of the Onyomi reading,Text
"性,||セイ,ショウ||","sex, gender, nature, attribute,deposition, quality, purity","",Guess the meaning of the Onyomi reading,Text
"態,||タイ||","condition, figure, appearance, voice (of verbs)","",Guess the meaning of the Onyomi reading,Text
"旧,||キュウ||","old things, old times, old friend, old calendar, former, ex","",Guess the meaning of the Onyomi reading,Text
"条,||ジョウ||","article, clause, item, line, stripe, streak, column (of smoke), ray (of light)","",Guess the meaning of the Onyomi reading,Text
"査,||サ||","investigate","",Guess the meaning of the Onyomi reading,Text
"格,||カク,コウ||","status, rank, capacity, character, standard, a rule, a case (in law), case (in grammer)","",Guess the meaning of the Onyomi reading,Text
"検,||ケン||","investigation","",Guess the meaning of the Onyomi reading,Text
"武,||ブ,ム||","military affairs, military arts, chivalry, military glory, military power, arms","",Guess the meaning of the Onyomi reading,Text
"歴,||レキ||","history, continuation, passing (of time)","",Guess the meaning of the Onyomi reading,Text
"毒,||ドク||","poison, virus, venom, germ, toxin, harm, injury, malice, spite","",Guess the meaning of the Onyomi reading,Text
"液,||エキ||","liquid, fluid, juice, sap, secretion","",Guess the meaning of the Onyomi reading,Text
"準,||ジュン||","apply correspondingly, correspond to, be proportionate to, conform to","",Guess the meaning of the Onyomi reading,Text
"演,||エン||","perform, play, act, enact, render, stage, put on","",Guess the meaning of the Onyomi reading,Text
"版,||ハン||","printing block or plate, printing, edition, impression, board, label","",Guess the meaning of the Onyomi reading,Text
"状,||ジョウ||","condition, circumstances, form, appearances, letter","",Guess the meaning of the Onyomi reading,Text
"略,||リャク||","abbreviation, abridgment, omission, outline","",Guess the meaning of the Onyomi reading,Text
"益,||エキ,ヤク||","gain, benefit, profit, use, advantage","",Guess the meaning of the Onyomi reading,Text
"祖,||ソ||","ancestor, founder, originator, pioneer","",Guess the meaning of the Onyomi reading,Text
"禁,||キン||","prohibition, ban, embargo, law","",Guess the meaning of the Onyomi reading,Text
"税,||ゼイ||","tax, duty","",Guess the meaning of the Onyomi reading,Text
"精,||セイ,ショウ||","spirit, ghost, fairy, energy, vitality, white rice, details, excellence, purity, skill","",Guess the meaning of the Onyomi reading,Text
"紀,||キ||","account, narrative, history, annals, geological period","",Guess the meaning of the Onyomi reading,Text
"素,||ソ,ス||","principle, element,naked, uncovered, simple","",Guess the meaning of the Onyomi reading,Text
"総,||ソウ||","whole, all, general, gross, total, full","",Guess the meaning of the Onyomi reading,Text
"績,||セキ||","exploits, unreeling cocoons","",Guess the meaning of the Onyomi reading,Text
"義,||ギ||","justice, righteousness, morality, humanity, integrity, honor, loyalty, chivalry, devotion, meaning, significance","",Guess the meaning of the Onyomi reading,Text
"職,||ショク||","employment, work, job, office","",Guess the meaning of the Onyomi reading,Text
"能,||ノウ||","ability, talent, skill, capacity, noh play, classical drama","",Guess the meaning of the Onyomi reading,Text
"脈,||ミャク||","vein (of ore), blood vessel, pulse, pulsation, hope","",Guess the meaning of the Onyomi reading,Text
"舎,||シャ||","inn, hut, house, mansion","",Guess the meaning of the Onyomi reading,Text
"航,||コウ||","navigation, cross over","",Guess the meaning of the Onyomi reading,Text
"術,||ジュツ||","art, technique, skill, means, artifice, trick, stratagem, resources, magic, conjury","",Guess the meaning of the Onyomi reading,Text
"衛,||エイ||","protection","",Guess the meaning of the Onyomi reading,Text
"製,||セイ||","make, manufacture","",Guess the meaning of the Onyomi reading,Text
"複,||フク||","double, compound, composite, multiple","",Guess the meaning of the Onyomi reading,Text
"規,||キ||","standard, measure","",Guess the meaning of the Onyomi reading,Text
"証,||ショウ||","proof, evidence, certificate","",Guess the meaning of the Onyomi reading,Text
"評,||ヒョウ||","criticism, comment","",Guess the meaning of the Onyomi reading,Text
"講,||コウ||","lecture, club, association","",Guess the meaning of the Onyomi reading,Text
"識,||シキ||","know, discriminate, write","",Guess the meaning of the Onyomi reading,Text
"護,||ゴ||","defend, protect, keep, observe, obey, abide by, stick to, be true to","",Guess the meaning of the Onyomi reading,Text
"象,||ショウ,ゾウ||","image, shape, sign (of the times),elephant","",Guess the meaning of the Onyomi reading,Text
"財,||ザイ,サイ||","money, wealth, assets, property","",Guess the meaning of the Onyomi reading,Text
"貯,||チョ||","store, lay in stock, save, keep, wear (a mustache)","",Guess the meaning of the Onyomi reading,Text
"貿,||ボウ||","exchange","",Guess the meaning of the Onyomi reading,Text
"資,||シ||","resources, capital, funds, materials, data, quality, disposition, help","",Guess the meaning of the Onyomi reading,Text
"賛,||サン||","praise, title or brief inscription on picture, agreement","",Guess the meaning of the Onyomi reading,Text
"賞,||ショウ||","prize, reward, praise","",Guess the meaning of the Onyomi reading,Text
"質,||シツ,シチ,チ||","substance, matter, quality, temperament,hostage, pawn, pledge, hock","",Guess the meaning of the Onyomi reading,Text
"輸,||ユ||","send, transport","",Guess the meaning of the Onyomi reading,Text
"適,||テキ||","suitable","",Guess the meaning of the Onyomi reading,Text
"鉱,||コウ||","ore","",Guess the meaning of the Onyomi reading,Text
"銅,||ドウ||","copper","",Guess the meaning of the Onyomi reading,Text
"雑,||ザツ,ゾウ||","miscellany, miscellaneous","",Guess the meaning of the Onyomi reading,Text
"非,||ヒ||","mistake, misdeed, injustice, wrong, non, un, anti","",Guess the meaning of the Onyomi reading,Text
"領,||リョウ||","dominion, territory possession, fief, suit (of armor)","",Guess the meaning of the Onyomi reading,Text
"価,||カ||","price, cost, value, worth","Kunyomi: あたい = price, cost, value, worth",Guess the meaning of the Onyomi reading,Text
