Question,Answer,Comment,Instruction,Render as
"降,||おりる,おろす,ふる||","fall, drop, come down (rain, etc.),come down, go down, step down, descend, get off, land,take down, lower, pull down, lift down, let down, drop, launch, let off (passengers), wear (for the first ","Onyomi: コウ = going down, surrender",Guess the meaning of the Kunyomi reading,Text
"鋼,||はがね||","steel","Onyomi: コウ = steel",Guess the meaning of the Kunyomi reading,Text
"紅,||べに,くれない||","red, crimson, rouge, lipstick,deep red, crimson","Onyomi: コウ,ク = red, crimson",Guess the meaning of the Kunyomi reading,Text
"刻,||きざむ||","cut fine, chop up, mince, hash, carve (images), engrave (seals), chisel, cut, notch","Onyomi: コク = time, carving, engraving, cutting",Guess the meaning of the Kunyomi reading,Text
"骨,||ほね||","bone, skeleton, frame, rib (of an umbrella), grit, backbone, effort, pains","Onyomi: コツ = bone, remains, knack",Guess the meaning of the Kunyomi reading,Text
"困,||こまる||","be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed","Onyomi: コン = be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed",Guess the meaning of the Kunyomi reading,Text
"座,||すわる||","squat down, sit down, (eyes) are fixed on","Onyomi: ザ = seat, cushion, throne, a gathering, stand, pedestal, platform, (metal) washer, theater, troupe, constellation",Guess the meaning of the Kunyomi reading,Text
"砂,||すな||","sand","Onyomi: サ,シャ = sand",Guess the meaning of the Kunyomi reading,Text
"済,||すむ,すます||","end, do without, avoid, be excusable, need not,finish up, settle (one's account), make do","Onyomi: サイ = end, do without, avoid, be excusable, need not",Guess the meaning of the Kunyomi reading,Text
"裁,||たつ,さばく||","judge,cut out (a suit), sever, cut off, shut off, interrupt, abstain from, eradicate, suppress","Onyomi: サイ = judge",Guess the meaning of the Kunyomi reading,Text
"蚕,||かいこ||","silk worm","Onyomi: サン = silk worm",Guess the meaning of the Kunyomi reading,Text
"姿,||すがた||","figure, form, shape, appearance, attire, posture, oneself, portrait, aspect","Onyomi: シ = figure, form, shape, appearance, attire, posture, oneself, portrait, aspect",Guess the meaning of the Kunyomi reading,Text
"至,||いたる||","go, proceed, come, arrive, reach, attain, result in, lead to","Onyomi: シ = go, proceed, come, arrive, reach, attain, result in, lead to",Guess the meaning of the Kunyomi reading,Text
"私,||わたくし,わたし||","I, myself, private (affairs)","Onyomi: シ = I, private affairs",Guess the meaning of the Kunyomi reading,Text
"射,||いる||","shoot","Onyomi: シャ = archery, shooting",Guess the meaning of the Kunyomi reading,Text
"捨,||すてる||","throw away, discard, abandon, desert, give up, renounce, relinquish, resign, lay down (one's life), part with, sacrifice, reject, condemn","Onyomi: シャ = throw away, discard, abandon, desert, give up, renounce, relinquish, resign, lay down (one's life), part with, sacrifice, reject, condemn",Guess the meaning of the Kunyomi reading,Text
"若,||わかい,もしくは||","young, juvenile, youthful, younger, junior, immature, inexperienced, low number,or, otherwise","Onyomi: ジャク,ニャク = if",Guess the meaning of the Kunyomi reading,Text
"収,||おさめる,おさまる||","obtain, reap, dedicate, consecrate, pay, supply, store, finish, collect, restore, replace, accept (a present), bury, gather, rally (troops), sheathe (the sword),be paid, be restored, stay (in the","Onyomi: シュウ = income",Guess the meaning of the Kunyomi reading,Text
"縦,||たて||","length, height, warp","Onyomi: ジュウ = length, height",Guess the meaning of the Kunyomi reading,Text
"就,||つく,つける||","settle in (place), take (a seat), take (a position), depart, study (under a teacher)","Onyomi: シュウ,ジュ = settle in (place), take (a seat), take (a position), depart, study (under a teacher)",Guess the meaning of the Kunyomi reading,Text
"従,||したがう,したがえる||","obey, submit to, comply with, observe (a law), follow, accompany,be accompanied by, take (someone) with you, subjugate, subdue","Onyomi: ジュウ,ショウ,ジュ = secondary, incidental, subordinate, accessory, junior, retainer, follow",Guess the meaning of the Kunyomi reading,Text
"熟,||うれる||","ripen, mellow, mature, acquire skill, be ripe for, become popular (as a word)","Onyomi: ジュク = ripen, mellow, mature, acquire skill, be ripe for, become popular (as a word)",Guess the meaning of the Kunyomi reading,Text
"縮,||ちぢむ,ちぢまる,ちぢめる,ちぢれる,ちぢらす||","shrink, contract, shrivel, wrinkle,be shortened, be contracted, be reduced, be abridged, be abbreviated, wrinkle,shorten, contract, reduce, boil down, simplify, abbreviate, abridge, condense, com","Onyomi: シュク = shrink, contract, shrivel, wrinkle",Guess the meaning of the Kunyomi reading,Text
"除,||のぞく||","remove, abolish, cancel, exclude, except","Onyomi: ジョ,ジ = division (in math)",Guess the meaning of the Kunyomi reading,Text
"障,||さわる||","hinder, interfere with, affect, hurt, harm","Onyomi: ショウ = hinder, interfere with, affect, hurt, harm",Guess the meaning of the Kunyomi reading,Text
"承,||うけたまわる||","hear, listen to, be informed","Onyomi: ショウ = receive, accept, take, get, obtain, catch (a ball), stop (a blow), parry, answer (the phone), undergo (an operation), take (an exam), sustain (a loss), be exposed to (ridicule), face, front of, inherit, catch the public fancy",Guess the meaning of the Kunyomi reading,Text
"蒸,||むす,むれる,むらす||","steam, heat up (with steam), be close, be sultry, foment, poultice,be stuffy, get musty, moulder, heat,cook by steam","Onyomi: ジョウ = steam, heat up (with steam), be close, be sultry, foment, poultice",Guess the meaning of the Kunyomi reading,Text
"傷,||きず,いたむ,いためる||","wound, injury, hurt, cut, gash, bruise, scratch, scar, weak point,feel a pain, be hurt, be damaged, be spoiled, be bruised, wear out, be worn out,injure, impair, spoil, worry, bother, afflict, ca","Onyomi: ショウ = wound, injury",Guess the meaning of the Kunyomi reading,Text
"針,||はり||","needle, pin, staple, fishhook, stinger, spine (of a fish), thorn, stitch, (watch) hand, (phonograph) needle, (hypodermic) needle, sting, molehill, acupuncture","Onyomi: シン = needle",Guess the meaning of the Kunyomi reading,Text
"推,||おす||","infer, conclude, guess, suppose, recommend, support","Onyomi: スイ = conjecture",Guess the meaning of the Kunyomi reading,Text
"垂,||たれる,たらす||","suspend, hang down, slouch,hang, droop, drop, lower, pull down, dangle, sag, drip, ooze, trickle, leave behind (at death), give, confer","Onyomi: スイ = suspend, hang down, slouch",Guess the meaning of the Kunyomi reading,Text
"誠,||まこと||","sincerity, honesty, fidelity, truth","Onyomi: セイ = admonish, warn, prohibit",Guess the meaning of the Kunyomi reading,Text
"盛,||もる,さかる,さかん||","serve, fill, heap up, prescribe or give (medicine), poison, mark out, graduate,prosperous, successful (meeting), energetic, enthusiastic, popular, furious (attack), keen (competition), extensive,","Onyomi: セイ,ジョウ = prosper, flourish, copulate (animals)",Guess the meaning of the Kunyomi reading,Text
"舌,||した||","tongue, reed, clapper","Onyomi: ゼツ = tongue, reed, clapper",Guess the meaning of the Kunyomi reading,Text
"染,||そめる,そまる,しみる,しみ||","be dyed, be imbued with, be tainted with,dye, color, paint,soak in, permeate, infiltrate, pierce (as a wind), be imbued with, be influenced by, smart, be sensitive to pain,stain, blot, spot, smud","Onyomi: セン = be dyed, be imbued with, be tainted with",Guess the meaning of the Kunyomi reading,Text
"善,||よい||","good, goodnatured, pleasing, precious, noble, lovely, beautiful, fine, lucky, efficacious, right, suitable, justifiable, appropriate, satisfactory, better, all right, unnecessary, no objection, i","Onyomi: ゼン = good, goodness, right, virtue",Guess the meaning of the Kunyomi reading,Text
"専,||もっぱら||","mainly, sorely,","Onyomi: セン = mainly, sorely,",Guess the meaning of the Kunyomi reading,Text
"銭,||ぜに||","money","Onyomi: セン = onehundredth of a yen, coin",Guess the meaning of the Kunyomi reading,Text
"泉,||いずみ||","spring, fountain (head), source","Onyomi: セン = spring, fountain (head), source",Guess the meaning of the Kunyomi reading,Text
"洗,||あらう||","wash, inquire into, probe","Onyomi: セン = wash, inquire into, probe",Guess the meaning of the Kunyomi reading,Text
"操,||みさお,あやつる||","manipulate, operate, steer, pull strings,chastity, virginity, constancy, fidelity, honor","Onyomi: ソウ = manipulate, operate, steer, pull strings",Guess the meaning of the Kunyomi reading,Text
"奏,||かなでる||","play (an instrument)","Onyomi: ソウ = play (an instrument)",Guess the meaning of the Kunyomi reading,Text
"蔵,||くら||","storehoure, warehouse, godown, cellar, depository, treasury, granary, elevator","Onyomi: ゾウ = storehoure, warehouse, godown, cellar, depository, treasury, granary, elevator",Guess the meaning of the Kunyomi reading,Text
"窓,||まど||","window","Onyomi: ソウ = window",Guess the meaning of the Kunyomi reading,Text
"創,||つくる||","","Onyomi: ソウ = wound, injury, hurt, cut, gash, bruise, scratch, scar, weak point",Guess the meaning of the Kunyomi reading,Text
"装,||よそおう||","dress, spruce up, pretend, disguise, profess","Onyomi: ソウ,ショウ = dress, spruce up, pretend, disguise, profess",Guess the meaning of the Kunyomi reading,Text
"尊,||たっとい,とうとい,たっとぶ,とうとぶ||","value, prize, esteem, respect, honor, revere, valuable, precious, noble, exalted, priceless, sacred","Onyomi: ソン = value, prize, esteem, respect, honor, revere",Guess the meaning of the Kunyomi reading,Text
"退,||しりぞく,しりぞける||","retreat, withdraw, retire, resign,repel, drive away, expel, depose, keep away, reject, turn down","Onyomi: タイ = retreat, withdraw, retire, resign",Guess the meaning of the Kunyomi reading,Text
"担,||かつぐ,になう||","shoulder (a load),carry on the shoulder, bear a burden","Onyomi: タン = carry, raise",Guess the meaning of the Kunyomi reading,Text
"探,||さぐる,さがす||","search, look for, explore, spy upon, sound out, probe (a wound)","Onyomi: タン = search, look for, explore, spy upon, sound out, probe (a wound)",Guess the meaning of the Kunyomi reading,Text
"暖,||あたたか,あたたかい,あたたまる,あたためる||","warm, heat,warm oneself, sun oneself, get warm,mild, genial, cordial","Onyomi: ダン = warmth",Guess the meaning of the Kunyomi reading,Text
"値,||ね,あたい||","price, cost, value","Onyomi: チ = price, cost, value",Guess the meaning of the Kunyomi reading,Text
"著,||あらわす,いちじるしい||","write, publish,remarkable, phenomenal","Onyomi: チョ = literary work",Guess the meaning of the Kunyomi reading,Text
"頂,||いただく,いただき||","be crowned with, wear, live under (a ruler), install (a president), receive, accept, buy, take, eat, drink","Onyomi: チョウ = head, top of the head, top, summit, peak, spire",Guess the meaning of the Kunyomi reading,Text
"潮,||しお||","tide, salt water, opportunity","Onyomi: チョウ = tide, salt water, opportunity",Guess the meaning of the Kunyomi reading,Text
"痛,||いたい,いたむ,いためる||","feel a pain, hurt, be hurt, be damaged, be spoiled, be bruised, wear out, be worn out,injure, impair, spoil, worry, bother, afflict, cause pain,painful, sore, trying","Onyomi: ツウ = pain",Guess the meaning of the Kunyomi reading,Text
"敵,||かたき||","enemy, competitor, revenge","Onyomi: テキ = enemy, foe, opponent",Guess the meaning of the Kunyomi reading,Text
"討,||うつ||","attack, defeat, destroy, conquer","Onyomi: トウ = attack, defeat, destroy, conquer",Guess the meaning of the Kunyomi reading,Text
"難,||かたい,むずかしい||","impossible,hard, difficult, delicate, troublesome, doubtful, hopeless, stern, sullen, hard to please, serious, technical","Onyomi: ナン = trouble, difficulty, accident, disaster, defect, criticism",Guess the meaning of the Kunyomi reading,Text
"乳,||ちち,ち||","milk, the breasts, loop","Onyomi: ニュウ = milk, the breasts, loop",Guess the meaning of the Kunyomi reading,Text
"認,||みとめる||","witness, sight, discern, authorize, recognize, appreciate, approve of, judge, conclude, believe, regard as","Onyomi: ニン = witness, sight, discern, authorize, recognize, appreciate, approve of, judge, conclude, believe, regard as",Guess the meaning of the Kunyomi reading,Text
"納,||おさめる,おさまる||","obtain, reap, dedicate, consecrate, pay, supply, store, finish, collect, restore, replace, accept (a present), burry, gather, rally (troops), sheathe (the sword),be paid, be restored, stay (in th","Onyomi: ノウ,ナッ,ナ,ナン,トウ = obtain, reap, dedicate, consecrate, pay, supply, store, finish, collect, restore, replace, accept (a present), burry, gather, rally (troops), sheathe (the sword)",Guess the meaning of the Kunyomi reading,Text
"背,||せ,せい,そむく,そむける||","act contrary to, go back on, disobey, defy, rebel against, turn one's back on,look away from, avert,back, back side, stature, height, ridge,stature","Onyomi: ハイ = back, behind",Guess the meaning of the Kunyomi reading,Text
"拝,||おがむ||","worship, pray to, adore, reverence, look at (with reverence)","Onyomi: ハイ = worship",Guess the meaning of the Kunyomi reading,Text
"否,||いな||","no, nay","Onyomi: ヒ = no, noes",Guess the meaning of the Kunyomi reading,Text
"秘,||ひめる||","conceal, keep a secret","Onyomi: ヒ = secret",Guess the meaning of the Kunyomi reading,Text
"俵,||たわら||","bag, bale, sack, bag counter","Onyomi: ヒョウ = bag, bale, sack, bag counter",Guess the meaning of the Kunyomi reading,Text
"腹,||はら||","abdomen, belly, bowels, stomach,  heart, mind, intention, courage, spirit, pluck, anger, womb, thickest or widest part","Onyomi: フク = belly, stomach",Guess the meaning of the Kunyomi reading,Text
"奮,||ふるう||","be invigorated, be spirited, flourish","Onyomi: フン = be invigorated, be spirited, flourish",Guess the meaning of the Kunyomi reading,Text
"並,||なみ,ならべる,ならぶ,ならびに||","line up, be in a row, rank with, rival, equal,arrange, place in order, marshal, put side by side, display, serve (food), enumerate, compare with,common, ordinary, average,and, besides, as well as","Onyomi: ヘイ = line up, be in a row, rank with, rival, equal",Guess the meaning of the Kunyomi reading,Text
"閉,||とじる,とざす,しめる,しまる||","shut, close,lock, fasten, plunge (in grief)","Onyomi: ヘイ = shut, close",Guess the meaning of the Kunyomi reading,Text
"片,||かた||","one (eye, etc.), single (shift, etc.), oneway, onesided","Onyomi: ヘン = leaf, sheet, petal, flake",Guess the meaning of the Kunyomi reading,Text
"補,||おぎなう||","supply, make good, make up (losses), stop (a gap), offset, piece out, compensate for, supplement","Onyomi: ホ = assistant, learner",Guess the meaning of the Kunyomi reading,Text
"暮,||くれる,くらす||","live, make a living, spend (one's time),get dark, (the sun) sets, (the season) ends, (time) passes, be overwhelmed","Onyomi: ボ = live, make a living, spend (one's time)",Guess the meaning of the Kunyomi reading,Text
"忘,||わすれる||","forget, be forgetful of, forget about, forget (an article)","Onyomi: ボウ = forget, be forgetful of, forget about, forget (an article)",Guess the meaning of the Kunyomi reading,Text
"宝,||たから||","treasure, valuables, wealth, jewels, mammon","Onyomi: ホウ = treasure",Guess the meaning of the Kunyomi reading,Text
"訪,||おとずれる,たずねる||","visit, call on,look up","Onyomi: ホウ = visit, call on",Guess the meaning of the Kunyomi reading,Text
"亡,||ない||","the late, the deceased","Onyomi: ボウ,モウ = my late, the late, dying, being destroyed",Guess the meaning of the Kunyomi reading,Text
"訳,||わけ||","meaning, sense, reason, cause, circumstances, the case, understanding (between them)","Onyomi: ヤク = translation",Guess the meaning of the Kunyomi reading,Text
"優,||やさしい,すぐれる||","excel, surpass, have advantages over, be excellent,gentle, tender, graceful, affectionate, kind, amiable, suave","Onyomi: ユウ = actor, superiority, gentleness",Guess the meaning of the Kunyomi reading,Text
"預,||あずける,あずかる||","place in custody, deposit, leave with, entrust with, commit to, give,take charge of, receive on deposit, undertake to do, call off (as a tie), refrain from, receive, enjoy","Onyomi: ヨ = place in custody, deposit, leave with, entrust with, commit to, give",Guess the meaning of the Kunyomi reading,Text
"幼,||おさない||","infant","Onyomi: ヨウ = infancy, childhood, infants, children",Guess the meaning of the Kunyomi reading,Text
"欲,||ほっする,ほしい||","desire, want","Onyomi: ヨク = covetousness, greed, passion, desire, craving, appetite",Guess the meaning of the Kunyomi reading,Text
"卵,||たまご||","egg, spawn, roe, (an expert) in the making","Onyomi: ラン = ovum",Guess the meaning of the Kunyomi reading,Text
"乱,||みだれる,みだす||","put in disorder, disturb, agitate, corrupt, derange (the mind),be out of order, be confused, be disturbed, be disorganized, be demoralized, be lax, be disheveled","Onyomi: ラン = riot, rebellion, war",Guess the meaning of the Kunyomi reading,Text
"裏,||うら||","reverse, wrong side, undersurface, inside, palm, sole, opposite, back, rear, lining, last half (of an inning)","Onyomi: リ = inside",Guess the meaning of the Kunyomi reading,Text
"臨,||のぞむ||","face, front on, border on, meet, be confronted by, be on the verge of, attend, assist at, deal with, rule over, command a view of, deign to, visit, call on, come upon, come up to","Onyomi: リン = face, front on, border on, meet, be confronted by, be on the verge of, attend, assist at, deal with, rule over, command a view of, deign to, visit, call on, come upon, come up to",Guess the meaning of the Kunyomi reading,Text
"朗,||ほがらか||","clear, bright, serene, melodious, cheerful, sunny","Onyomi: ロウ = clear, bright, serene, melodious, cheerful, sunny",Guess the meaning of the Kunyomi reading,Text
"仁,||ジン,ニ||","virtue, benevolence, humanity, charity, man","",Guess the meaning of the Onyomi reading,Text
"俳,||ハイ||","actor","",Guess the meaning of the Onyomi reading,Text
"党,||トウ||","party, faction, clique, companions","",Guess the meaning of the Onyomi reading,Text
"冊,||サツ,サク||","volume, book, letter, book counter","",Guess the meaning of the Onyomi reading,Text
"処,||ショ||","manage, deal with, sentence, condemn, act, behave, conduct oneself (well)","",Guess the meaning of the Onyomi reading,Text
"券,||ケン||","ticket, coupon, bond, certificate","",Guess the meaning of the Onyomi reading,Text
"劇,||ゲキ||","drama, play","",Guess the meaning of the Onyomi reading,Text
"后,||コウ||","after, behind, back, later","",Guess the meaning of the Onyomi reading,Text
"域,||イキ||","region, limits, stage, level","",Guess the meaning of the Onyomi reading,Text
"存,||ソン,ゾン||","know, be aware of, be acquainted with, think, believe, feel","",Guess the meaning of the Onyomi reading,Text
"孝,||コウ||","filial piety","",Guess the meaning of the Onyomi reading,Text
"宅,||タク||","home, house, residence, our home, my husband","",Guess the meaning of the Onyomi reading,Text
"宇,||ウ||","eaves, roof, house, heaven","",Guess the meaning of the Onyomi reading,Text
"宗,||シュウ,ソウ||","religion, sect, denomination","",Guess the meaning of the Onyomi reading,Text
"宙,||チュウ||","air, space, midair, sky, heaven, memorization, interval of time","",Guess the meaning of the Onyomi reading,Text
"宣,||セン||","be pleased to say, say","",Guess the meaning of the Onyomi reading,Text
"密,||ミツ||","secrecy, denseness (of population), minuteness, carefulness, fineness","",Guess the meaning of the Onyomi reading,Text
"寸,||スン||","onetenth of a foot, measure","",Guess the meaning of the Onyomi reading,Text
"将,||ショウ||","commander, general, admiral","",Guess the meaning of the Onyomi reading,Text
"尺,||シャク||","Japanese foot, rule, measure, scale, length","",Guess the meaning of the Onyomi reading,Text
"展,||テン||","expand","",Guess the meaning of the Onyomi reading,Text
"層,||ソウ||","(social) class, stratum, layer, seam, bed, formation, story, floor, course (of stones)","",Guess the meaning of the Onyomi reading,Text
"幕,||マク,バク||","curtain, bunting, an act (in a play), end, first rank (in sumo), a matter, a case","",Guess the meaning of the Onyomi reading,Text
"庁,||チョウ||","government office","",Guess the meaning of the Onyomi reading,Text
"律,||リツ,リチ||","law, regulation, rhythm,Buddhist sect originating in the eighth century","",Guess the meaning of the Onyomi reading,Text
"忠,||チュウ||","loyalty, devotion, fidelity, faithfulness","",Guess the meaning of the Onyomi reading,Text
"恩,||オン||","kindness, goodness, favor, mercy, blessing, benefit","",Guess the meaning of the Onyomi reading,Text
"憲,||ケン||","law","",Guess the meaning of the Onyomi reading,Text
"批,||ヒ||","strike","",Guess the meaning of the Onyomi reading,Text
"拡,||カク||","expand, enlarge, widen, unfurl, open (arms or a package), stretch, spread","",Guess the meaning of the Onyomi reading,Text
"揮,||キ||","shake, wield, brandish, be invigorated, be spirited, flourish","",Guess the meaning of the Onyomi reading,Text
"晩,||バン||","evening, night, the end of all things, late","",Guess the meaning of the Onyomi reading,Text
"枚,||マイ||","counter for thin flat things, page, leaf (of a book), sheet","",Guess the meaning of the Onyomi reading,Text
"棒,||ボウ||","stick, cane, rod, pole, stake, pile, club, bar, line, dash","",Guess the meaning of the Onyomi reading,Text
"模,||モ,ボ||","copy, imitate, mock","",Guess the meaning of the Onyomi reading,Text
"権,||ケン,ゴン||","authority, power, rights, concession","",Guess the meaning of the Onyomi reading,Text
"樹,||ジュ||","tree, wood","",Guess the meaning of the Onyomi reading,Text
"段,||ダン||","steps, stair, flight of stairs, column, paragraph, act, scene, case, question, grade, class, rank, level, degree, extent","",Guess the meaning of the Onyomi reading,Text
"派,||ハ||","group, party, clique, faction, sect, school (of art, etc.)","",Guess the meaning of the Onyomi reading,Text
"班,||ハン||","corps, unite, squad, party, companions, group, order","",Guess the meaning of the Onyomi reading,Text
"皇,||コウ,オウ||","emperor","",Guess the meaning of the Onyomi reading,Text
"盟,||メイ||","oath, alliance","",Guess the meaning of the Onyomi reading,Text
"看,||カン||","see","",Guess the meaning of the Onyomi reading,Text
"磁,||ジ||","magnetism, porcelain","",Guess the meaning of the Onyomi reading,Text
"穀,||コク||","cereals, grain","",Guess the meaning of the Onyomi reading,Text
"策,||サク||","plan, scheme, policy, step, means, whip","",Guess the meaning of the Onyomi reading,Text
"簡,||カン||","brevity, simplicity","",Guess the meaning of the Onyomi reading,Text
"糖,||トウ||","sugar","",Guess the meaning of the Onyomi reading,Text
"系,||ケイ||","system, lineage, faction, group, zone, corollary, connection","",Guess the meaning of the Onyomi reading,Text
"純,||ジュン||","purity, innocence, net (profit)","",Guess the meaning of the Onyomi reading,Text
"署,||ショ||","government office, (police) station","",Guess the meaning of the Onyomi reading,Text
"翌,||ヨク||","next, following","",Guess the meaning of the Onyomi reading,Text
"聖,||セイ||","saint, sage, great master, holiness","",Guess the meaning of the Onyomi reading,Text
"肺,||ハイ||","lung","",Guess the meaning of the Onyomi reading,Text
"胃,||イ||","stomach, paunch, crop, craw","",Guess the meaning of the Onyomi reading,Text
"脳,||ノウ||","brain, memory","",Guess the meaning of the Onyomi reading,Text
"腸,||チョウ||","intestines, bowels, entrails, digestive system in lower animals","",Guess the meaning of the Onyomi reading,Text
"臓,||ゾウ||","viscera, bowels","",Guess the meaning of the Onyomi reading,Text
"衆,||シュウ,シュ||","great numbers, multitude, populace, companions","",Guess the meaning of the Onyomi reading,Text
"視,||シ||","regard as","",Guess the meaning of the Onyomi reading,Text
"覧,||ラン||","see","",Guess the meaning of the Onyomi reading,Text
"詞,||シ||","words, poetry","",Guess the meaning of the Onyomi reading,Text
"誌,||シ||","records, document, magazine","",Guess the meaning of the Onyomi reading,Text
"誕,||タン||","be born, deceive, lie, be arbitrary","",Guess the meaning of the Onyomi reading,Text
"論,||ロン||","argument, discourse","",Guess the meaning of the Onyomi reading,Text
"諸,||ショ||","many, several, various, all","",Guess the meaning of the Onyomi reading,Text
"警,||ケイ||","admonish, warn, prohibit","",Guess the meaning of the Onyomi reading,Text
"賃,||チン||","hire, rent, wages, fare, freight, charge, fee","",Guess the meaning of the Onyomi reading,Text
"遺,||イ,ユイ||","leave behind, bequeath, save, reserve","",Guess the meaning of the Onyomi reading,Text
"郵,||ユウ||","stagecoach stop, mail","",Guess the meaning of the Onyomi reading,Text
"郷,||キョウ,ゴウ||","village, native place, country, district","",Guess the meaning of the Onyomi reading,Text
"閣,||カク||","tower, tall building, palace, cabinet (of a government)","",Guess the meaning of the Onyomi reading,Text
